global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
249,dqn,1,0.0,125,0.0,0.0,0.87892,,,,,,,,,,250,10000,0.025,279.3100104163618,279.3100104163618,0,False,1,0,0.0,0.0,0,NOOP,random,87,63,51,49,230,20,0.92,0,125,2,2,279.3100104163618,139.6550052081809,2,2,,,0,NOOP,False,,
404,dqn,2,2.0,202,0.0,0.0,0.865745,,,,,,,,,,404,10000,0.0404,336.2515081213854,336.2515081213854,0,False,1,0,0.0,0.0,3,LEFT,random,143,101,83,77,354,50,0.8762376237623762,1,202,2,2,336.2515081213854,168.1257540606927,2,2,,,3,LEFT,False,,
499,dqn,3,0.0,125,0.0,0.0,0.85767,,,,,,,,,,500,10000,0.05,364.86427124156995,364.86427124156995,0,False,2,500,0.0,0.0,0,NOOP,random,173,127,103,97,441,59,0.882,0,250,2,2,364.86427124156995,182.43213562078498,2,2,,,0,NOOP,False,,
706,dqn,4,1.0,151,0.0,0.0,0.840075,,,,,,,,,,706,10000,0.0706,411.0276984991289,411.0276984991289,0,False,2,500,0.0,0.0,2,RIGHT,random,257,172,148,129,617,89,0.8739376770538244,1,353,2,2,411.0276984991289,205.51384924956446,2,2,,,2,RIGHT,False,,
841,dqn,5,1.0,171,0.0,0.0,0.8286,,,,,,,,,,842,10000,0.0842,434.7050100906515,434.7050100906515,0,False,2,500,0.0,0.0,2,RIGHT,random,299,206,178,159,730,112,0.8669833729216152,0,421,2,2,434.7050100906515,217.35250504532576,2,2,,,2,RIGHT,False,,
1089,dqn,6,0.0,124,0.0,0.0,0.80752,,,,,,,,,,1090,10000,0.109,386.0965840931869,386.0965840931869,23,False,3,1000,0.0,0.0,1,FIRE,random,372,276,220,222,935,155,0.8577981651376146,0,545,2,2,386.0965840931869,193.04829204659345,2,2,,,1,FIRE,False,,
1106,dqn,7,2.0,200,0.0,0.0,0.806075,,,,,,,,,,1106,10000,0.1106,383.79486228065844,383.79486228065844,27,False,3,1000,0.0,0.0,1,FIRE,random,375,284,223,224,947,159,0.85623869801085,1,553,2,2,383.79486228065844,191.89743114032922,2,2,,,1,FIRE,False,,
1339,dqn,8,0.0,125,0.0,0.0,0.78627,,,,,,,,,,1340,10000,0.134,365.6442816092705,365.6442816092705,86,True,3,1000,0.0,0.0,0,NOOP,random,413,344,318,265,1131,209,0.8440298507462687,0,670,2,2,365.6442816092705,182.82214080463524,2,2,,,0,NOOP,False,,
1395,dqn,8,,,0.0,0.0,0.78151,5.280742698232643e-05,0.03836140036582947,0.04802419990301132,0.025585032999515533,0.03484577313065529,0.035184163600206375,0.009305356070399284,0.013404708355665207,0.0061942399479448795,1396,10000,0.1396,362.8460982533935,362.8460982533935,100,True,3,1000,0.0,0.0,2,RIGHT,random,428,368,326,274,1176,220,0.8424068767908309,0,698,2,2,362.8460982533935,181.42304912669675,2,2,,,2,RIGHT,False,,
1396,dqn,8,,,2.0,2.0,0.781425,5.280742698232643e-05,0.03836140036582947,0.04802419990301132,0.025585032999515533,0.03484577313065529,0.035184163600206375,0.009305356070399284,0.013404708355665207,0.0061942399479448795,1396,10000,0.1396,362.84014737557266,362.84014737557266,100,True,3,1000,0.0,0.0,2,RIGHT,random,428,368,326,274,1176,220,0.8424068767908309,1,698,2,2,362.84014737557266,181.42007368778633,2,2,,,2,RIGHT,False,,
1645,dqn,9,1.0,153,0.0,0.0,0.76026,,,,,,,,,,1646,10000,0.1646,359.7980461893952,359.7980461893952,162,False,4,1500,0.0,0.0,0,NOOP,random,497,431,382,336,1371,275,0.8329283110571082,0,823,2,2,359.7980461893952,179.8990230946976,2,2,,,0,NOOP,False,,
1795,dqn,9,,,0.0,0.0,0.74751,7.292615919141099e-05,0.0480211041867733,0.06399112939834595,0.0389501191675663,0.04412231594324112,0.0443468801677227,0.009760836139321327,0.019731540232896805,0.008283230476081371,1796,10000,0.1796,357.8647850218134,357.8647850218134,200,True,4,1500,0.0,0.0,1,FIRE,fire_reset,532,471,412,381,1494,302,0.8318485523385301,0,898,2,2,357.8647850218134,178.9323925109067,2,2,,,0,NOOP,True,after_life_loss,
1796,dqn,9,,,5.0,5.0,0.747425,7.292615919141099e-05,0.0480211041867733,0.06399112939834595,0.0389501191675663,0.04412231594324112,0.0443468801677227,0.009760836139321327,0.019731540232896805,0.008283230476081371,1796,10000,0.1796,357.85642805028635,357.85642805028635,200,True,4,1500,0.0,0.0,1,FIRE,random,532,471,412,381,1494,302,0.8318485523385301,1,898,2,2,357.85642805028635,178.92821402514318,2,2,,,1,FIRE,False,,
1802,dqn,10,5.0,348,0.0,0.0,0.746915,,,,,,,,,,1802,10000,0.1802,357.2920451344673,357.2920451344673,201,False,4,1500,0.0,0.0,2,RIGHT,random,532,473,414,383,1500,302,0.832408435072142,1,901,2,2,357.2920451344673,178.64602256723364,2,2,,,2,RIGHT,False,,
1985,dqn,11,1.0,170,0.0,0.0,0.73136,,,,,,,,,,1986,10000,0.1986,356.2339314697493,356.2339314697493,247,False,4,1500,0.0,0.0,3,LEFT,greedy,582,528,453,423,1629,357,0.8202416918429003,0,993,2,2,356.2339314697493,178.11696573487464,2,2,,,3,LEFT,False,,
2110,dqn,12,1.0,154,0.0,0.0,0.720735,,,,,,,,,,2110,10000,0.211,355.6665160133787,355.6665160133787,278,False,5,2000,0.0,0.0,3,LEFT,random,606,561,479,464,1719,391,0.8146919431279621,1,1055,2,2,355.6665160133787,177.83325800668936,2,2,,,3,LEFT,False,,
2195,dqn,12,,,2.0,2.0,0.71351,2.4321865566889755e-05,0.051804736256599426,0.0620846226811409,0.04579457640647888,0.04731792211532593,0.04755523428320885,0.004417493008077145,0.014497064054012299,0.004032515920698643,2196,10000,0.2196,355.4819180636352,355.4819180636352,300,True,5,2000,0.0,0.0,1,FIRE,greedy,622,604,494,476,1778,418,0.8096539162112932,0,1098,2,2,355.4819180636352,177.7409590318176,2,2,,,1,FIRE,False,,
2196,dqn,12,,,0.0,0.0,0.713425,2.4321865566889755e-05,0.051804736256599426,0.0620846226811409,0.04579457640647888,0.04731792211532593,0.04755523428320885,0.004417493008077145,0.014497064054012299,0.004032515920698643,2196,10000,0.2196,355.47831007549,355.47831007549,300,True,5,2000,0.0,0.0,1,FIRE,greedy,622,604,494,476,1778,418,0.8096539162112932,1,1098,2,2,355.47831007549,177.739155037745,2,2,,,1,FIRE,False,,
2356,dqn,13,0.0,123,0.0,0.0,0.699825,,,,,,,,,,2356,10000,0.2356,354.03084401858183,354.03084401858183,340,True,5,2000,0.0,0.0,3,LEFT,random,669,666,520,501,1896,460,0.8047538200339559,1,1178,2,2,354.03084401858183,177.01542200929092,2,2,,,3,LEFT,False,,
2575,dqn,14,4.0,295,0.0,0.0,0.68121,,,,,,,,,,2576,10000,0.2576,351.7764567745905,351.7764567745905,395,True,6,2500,0.0,0.0,0,NOOP,greedy,714,750,579,533,2048,528,0.7950310559006211,0,1288,2,2,351.7764567745905,175.88822838729524,2,2,,,0,NOOP,False,,
2595,dqn,14,,,0.0,0.0,0.6795100000000001,9.358880924992263e-05,0.062305234372615814,0.07529943436384201,0.04988393187522888,0.05359452962875366,0.053886961191892624,0.012268958613276482,0.021860286593437195,0.010430633090436459,2596,10000,0.2596,351.3965794095298,351.3965794095298,400,True,6,2500,0.0,0.0,1,FIRE,random,724,756,582,534,2063,533,0.7946841294298922,0,1298,2,2,351.3965794095298,175.6982897047649,2,2,,,1,FIRE,False,,
2596,dqn,14,,,1.0,1.0,0.6794250000000001,9.358880924992263e-05,0.062305234372615814,0.07529943436384201,0.04988393187522888,0.05359452962875366,0.053886961191892624,0.012268958613276482,0.021860286593437195,0.010430633090436459,2596,10000,0.2596,351.39354476772417,351.39354476772417,400,True,6,2500,0.0,0.0,1,FIRE,random,724,756,582,534,2063,533,0.7946841294298922,1,1298,2,2,351.39354476772417,175.69677238386208,2,2,,,1,FIRE,False,,
2696,dqn,15,1.0,170,0.0,0.0,0.670925,,,,,,,,,,2696,10000,0.2696,350.62476560405054,350.62476560405054,425,True,6,2500,0.0,0.0,1,FIRE,random,750,785,612,549,2135,561,0.7919139465875371,1,1348,2,2,350.62476560405054,175.31238280202527,2,2,,,1,FIRE,False,,
2915,dqn,16,1.0,170,0.0,0.0,0.6523100000000001,,,,,,,,,,2916,10000,0.2916,350.2503953985439,350.2503953985439,480,True,6,2500,0.0,0.0,0,NOOP,greedy,817,873,647,579,2275,641,0.7801783264746228,0,1458,2,2,350.2503953985439,175.12519769927195,2,2,,,0,NOOP,False,,
2942,dqn,17,0.0,123,0.0,0.0,0.650015,,,,,,,,,,2942,10000,0.2942,349.8145031879581,349.8145031879581,486,False,6,2500,0.0,0.0,1,FIRE,random,829,879,651,583,2292,650,0.77906186267845,1,1471,2,2,349.8145031879581,174.90725159397905,2,2,,,1,FIRE,False,,
