schema_version,policy_type,action_distribution_semantics,evaluation_seed,seed_index,episode_index,episode_seed,episode_return,episode_length,terminated,truncated,time_limit,time_limit_source,complete,stop_reason,action_noop,action_fire,action_right,action_left,action_distribution_json,requested_action_noop,requested_action_fire,requested_action_right,requested_action_left,executed_action_noop,executed_action_fire,executed_action_right,executed_action_left,requested_action_distribution_json,executed_action_distribution_json,auto_fire_count,auto_fire_reason_counts_json
2,dqn,executed/wrapper-resolved action,101,0,1,101,19.0,723,True,False,False,,True,terminated,275,138,141,169,"{""FIRE"": 138, ""LEFT"": 169, ""NOOP"": 275, ""RIGHT"": 141}",282,130,141,170,275,138,141,169,"{""FIRE"": 130, ""LEFT"": 170, ""NOOP"": 282, ""RIGHT"": 141}","{""FIRE"": 138, ""LEFT"": 169, ""NOOP"": 275, ""RIGHT"": 141}",11,"{""after_life_loss"": 8, ""initial_serve"": 3}"
2,dqn,executed/wrapper-resolved action,101,0,2,102,24.0,776,True,False,False,,True,terminated,307,66,150,253,"{""FIRE"": 66, ""LEFT"": 253, ""NOOP"": 307, ""RIGHT"": 150}",312,58,151,255,307,66,150,253,"{""FIRE"": 58, ""LEFT"": 255, ""NOOP"": 312, ""RIGHT"": 151}","{""FIRE"": 66, ""LEFT"": 253, ""NOOP"": 307, ""RIGHT"": 150}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,3,103,13.0,522,True,False,False,,True,terminated,191,133,87,111,"{""FIRE"": 133, ""LEFT"": 111, ""NOOP"": 191, ""RIGHT"": 87}",195,125,87,115,191,133,87,111,"{""FIRE"": 125, ""LEFT"": 115, ""NOOP"": 195, ""RIGHT"": 87}","{""FIRE"": 133, ""LEFT"": 111, ""NOOP"": 191, ""RIGHT"": 87}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,4,104,26.0,885,True,False,False,,True,terminated,290,107,209,279,"{""FIRE"": 107, ""LEFT"": 279, ""NOOP"": 290, ""RIGHT"": 209}",293,98,209,285,290,107,209,279,"{""FIRE"": 98, ""LEFT"": 285, ""NOOP"": 293, ""RIGHT"": 209}","{""FIRE"": 107, ""LEFT"": 279, ""NOOP"": 290, ""RIGHT"": 209}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,5,105,28.0,865,True,False,False,,True,terminated,227,133,220,285,"{""FIRE"": 133, ""LEFT"": 285, ""NOOP"": 227, ""RIGHT"": 220}",229,124,222,290,227,133,220,285,"{""FIRE"": 124, ""LEFT"": 290, ""NOOP"": 229, ""RIGHT"": 222}","{""FIRE"": 133, ""LEFT"": 285, ""NOOP"": 227, ""RIGHT"": 220}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,1,202,16.0,709,True,False,False,,True,terminated,249,138,130,192,"{""FIRE"": 138, ""LEFT"": 192, ""NOOP"": 249, ""RIGHT"": 130}",254,129,132,194,249,138,130,192,"{""FIRE"": 129, ""LEFT"": 194, ""NOOP"": 254, ""RIGHT"": 132}","{""FIRE"": 138, ""LEFT"": 192, ""NOOP"": 249, ""RIGHT"": 130}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,2,203,18.0,654,True,False,False,,True,terminated,205,94,153,202,"{""FIRE"": 94, ""LEFT"": 202, ""NOOP"": 205, ""RIGHT"": 153}",209,84,154,207,205,94,153,202,"{""FIRE"": 84, ""LEFT"": 207, ""NOOP"": 209, ""RIGHT"": 154}","{""FIRE"": 94, ""LEFT"": 202, ""NOOP"": 205, ""RIGHT"": 153}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,3,204,21.0,761,True,False,False,,True,terminated,211,95,186,269,"{""FIRE"": 95, ""LEFT"": 269, ""NOOP"": 211, ""RIGHT"": 186}",216,85,186,274,211,95,186,269,"{""FIRE"": 85, ""LEFT"": 274, ""NOOP"": 216, ""RIGHT"": 186}","{""FIRE"": 95, ""LEFT"": 269, ""NOOP"": 211, ""RIGHT"": 186}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,4,205,15.0,716,True,False,False,,True,terminated,215,118,172,211,"{""FIRE"": 118, ""LEFT"": 211, ""NOOP"": 215, ""RIGHT"": 172}",217,109,174,216,215,118,172,211,"{""FIRE"": 109, ""LEFT"": 216, ""NOOP"": 217, ""RIGHT"": 174}","{""FIRE"": 118, ""LEFT"": 211, ""NOOP"": 215, ""RIGHT"": 172}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,5,206,20.0,673,True,False,False,,True,terminated,283,153,111,126,"{""FIRE"": 153, ""LEFT"": 126, ""NOOP"": 283, ""RIGHT"": 111}",291,144,112,126,283,153,111,126,"{""FIRE"": 144, ""LEFT"": 126, ""NOOP"": 291, ""RIGHT"": 112}","{""FIRE"": 153, ""LEFT"": 126, ""NOOP"": 283, ""RIGHT"": 111}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
