global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
100745,double_dqn,431,11.0,451,0.0,0.0,0.05,,,,,,,,,,746,10000,0.0746,619.72753924483,619.72753924483,24751,False,202,100500,0.0,0.0,0,NOOP,greedy,20277,26662,22310,31497,9311,91435,0.09242054275107696,0,50373,2,2,619.72753924483,41846.56211042871,2,2,,,0,NOOP,False,,
100772,double_dqn,432,10.0,494,0.0,0.0,0.05,,,,,,,,,,772,10000,0.0772,619.1054664275457,619.1054664275457,24751,False,202,100500,0.0,0.0,2,RIGHT,greedy,20278,26674,22315,31505,9311,91461,0.09239669749533601,1,50386,2,2,619.1054664275457,40407.05703551596,2,2,,,2,RIGHT,False,,
101195,double_dqn,432,,,4.0,4.0,0.05,0.003424982773140073,1.6225380897521973,2.451035737991333,0.5481318831443787,1.67183518409729,2.440631151199341,0.05579189956188202,0.2879905700683594,0.3029167652130127,1196,10000,0.1196,528.729134078737,528.729134078737,24800,True,203,101000,0.0,0.0,2,RIGHT,greedy,20297,26784,22418,31697,9322,91874,0.09211826554409265,0,50598,2,2,528.729134078737,22368.42535628423,2,2,,,2,RIGHT,False,,
101196,double_dqn,432,,,4.0,4.0,0.05,0.003424982773140073,1.6225380897521973,2.451035737991333,0.5481318831443787,1.67183518409729,2.440631151199341,0.05579189956188202,0.2879905700683594,0.3029167652130127,1196,10000,0.1196,528.7136141624939,528.7136141624939,24800,True,203,101000,0.0,0.0,3,LEFT,greedy,20297,26784,22418,31697,9322,91874,0.09211826554409265,1,50598,2,2,528.7136141624939,22367.76877039621,2,2,,,3,LEFT,False,,
101595,double_dqn,432,,,7.0,7.0,0.05,0.0037787656765431166,1.4955285787582397,2.432403326034546,0.6203386783599854,1.5363974571228027,2.437610626220703,0.06636063009500504,0.23726463317871094,0.37052541971206665,1596,10000,0.1596,459.60544716718863,459.60544716718863,24900,True,204,101500,0.0,0.0,2,RIGHT,greedy,20312,26822,22551,31911,9343,92253,0.0919622819796055,0,50798,2,2,459.60544716718863,14628.469614786247,2,2,,,2,RIGHT,False,,
101596,double_dqn,432,,,9.0,9.0,0.05,0.0037787656765431166,1.4955285787582397,2.432403326034546,0.6203386783599854,1.5363974571228027,2.437610626220703,0.06636063009500504,0.23726463317871094,0.37052541971206665,1596,10000,0.1596,459.59769134952285,459.59769134952285,24900,True,204,101500,0.0,0.0,3,LEFT,greedy,20312,26822,22551,31911,9343,92253,0.0919622819796055,1,50798,2,2,459.59769134952285,14628.222760133496,2,2,,,3,LEFT,False,,
101634,double_dqn,433,9.0,431,0.0,0.0,0.05,,,,,,,,,,1634,10000,0.1634,456.47106963963427,456.47106963963427,24909,False,204,101500,0.0,0.0,2,RIGHT,greedy,20312,26824,22559,31939,9346,92288,0.09195741582541275,1,50817,2,2,456.47106963963427,14196.138522568723,2,2,,,2,RIGHT,False,,
101651,double_dqn,434,8.0,453,0.0,0.0,0.05,,,,,,,,,,1652,10000,0.1652,452.56213312914014,452.56213312914014,24914,True,204,101500,0.0,0.0,3,LEFT,greedy,20313,26826,22563,31950,9346,92306,0.09194113249124464,0,50826,2,2,452.56213312914014,13923.682190327892,2,2,,,3,LEFT,False,,
101995,double_dqn,434,,,2.0,2.0,0.05,0.0015850596828386188,1.5105547904968262,2.640310287475586,0.3343796133995056,1.5147526264190674,2.6106417179107666,0.04034566134214401,0.1720508337020874,0.2649090886116028,1996,10000,0.1996,431.5316828015565,431.5316828015565,25000,True,204,101500,0.0,0.0,2,RIGHT,greedy,20339,26931,22693,32033,9363,92633,0.09179771755755127,0,50998,2,2,431.5316828015565,11025.677735227342,2,2,,,2,RIGHT,False,,
101996,double_dqn,434,,,3.0,3.0,0.05,0.0015850596828386188,1.5105547904968262,2.640310287475586,0.3343796133995056,1.5147526264190674,2.6106417179107666,0.04034566134214401,0.1720508337020874,0.2649090886116028,1996,10000,0.1996,431.52594513879046,431.52594513879046,25000,True,204,101500,0.0,0.0,3,LEFT,greedy,20339,26931,22693,32033,9363,92633,0.09179771755755127,1,50998,2,2,431.52594513879046,11025.531137368756,2,2,,,3,LEFT,False,,
102047,double_dqn,435,2.0,198,0.0,0.0,0.05,,,,,,,,,,2048,10000,0.2048,426.29775924231376,426.29775924231376,25013,True,205,102000,0.0,0.0,3,LEFT,greedy,20342,26935,22717,32054,9365,92683,0.09177053935402947,0,51024,2,2,426.29775924231376,10620.809017372958,2,2,,,3,LEFT,False,,
102376,double_dqn,436,7.0,371,0.0,0.0,0.05,,,,,,,,,,2376,10000,0.2376,416.4482256155522,416.4482256155522,25095,True,205,102000,0.0,0.0,1,FIRE,greedy,20419,26991,22817,32149,9384,92992,0.09166210830663436,1,51188,2,2,416.4482256155522,8971.865224246163,2,2,,,1,FIRE,False,,
102395,double_dqn,436,,,3.0,3.0,0.05,0.0034586763940751553,1.4576866626739502,2.4393458366394043,0.20983563363552094,1.4666829109191895,2.3710129261016846,0.06313318014144897,0.23525550961494446,0.20201489329338074,2396,10000,0.2396,416.1574484166473,416.1574484166473,25100,True,205,102000,0.0,0.0,3,LEFT,greedy,20420,26998,22817,32161,9384,93012,0.09164420485175202,0,51198,2,2,416.1574484166473,8892.499601016489,2,2,,,3,LEFT,False,,
102396,double_dqn,436,,,0.0,0.0,0.05,0.0034586763940751553,1.4576866626739502,2.4393458366394043,0.20983563363552094,1.4666829109191895,2.3710129261016846,0.06313318014144897,0.23525550961494446,0.20201489329338074,2396,10000,0.2396,416.1535018752965,416.1535018752965,25100,True,205,102000,0.0,0.0,3,LEFT,greedy,20420,26998,22817,32161,9384,93012,0.09164420485175202,1,51198,2,2,416.1535018752965,8892.415270872883,2,2,,,3,LEFT,False,,
102795,double_dqn,436,,,7.0,7.0,0.05,0.0022314004600048065,1.6122325658798218,2.5601260662078857,0.47988569736480713,1.6225205659866333,2.524540424346924,0.046640992164611816,0.1752622127532959,0.21027132868766785,2796,10000,0.2796,415.3503136678752,415.3503136678752,25200,True,206,102500,0.0,0.0,0,NOOP,random,20461,27082,22934,32319,9415,93381,0.09158916689365346,0,51398,2,2,415.3503136678752,7635.2558733553105,2,2,,,0,NOOP,False,,
102796,double_dqn,436,,,4.0,4.0,0.05,0.0022314004600048065,1.6122325658798218,2.5601260662078857,0.47988569736480713,1.6225205659866333,2.524540424346924,0.046640992164611816,0.1752622127532959,0.21027132868766785,2796,10000,0.2796,415.34694482588446,415.34694482588446,25200,True,206,102500,1.0,1.0,3,LEFT,greedy,20461,27082,22934,32319,9415,93381,0.09158916689365346,1,51398,2,2,415.34694482588446,7635.193944978831,2,2,,,3,LEFT,False,,
102841,double_dqn,437,7.0,397,0.0,0.0,0.05,,,,,,,,,,2842,10000,0.2842,415.0461381044389,415.0461381044389,25211,False,206,102500,0.0,0.0,1,FIRE,greedy,20470,27087,22954,32331,9418,93424,0.09157737111296942,0,51421,2,2,415.0461381044389,7509.5311285954795,2,2,,,1,FIRE,False,,
103195,double_dqn,437,,,3.0,3.0,0.05,0.0015773081686347723,1.577115535736084,2.6654152870178223,0.5033179521560669,1.6127007007598877,2.5667810440063477,0.043730493634939194,0.1273326873779297,0.30524173378944397,3196,10000,0.3196,414.7759439690892,414.7759439690892,25300,True,207,103000,0.0,0.0,3,LEFT,greedy,20520,27153,23062,32461,9429,93767,0.09136982053567967,0,51598,2,2,414.7759439690892,6696.373328196829,2,2,,,3,LEFT,False,,
