global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
251395,double_dqn,762,,,26.0,20.0,0.05,0.002461301162838936,2.3499865531921387,2.958739757537842,1.5973340272903442,2.394618511199951,3.2952561378479004,0.03655118867754936,0.3365163803100586,0.3049022853374481,1396,10000,0.1396,462.7211030644595,462.7211030644595,62100,True,503,251000,0.0,0.0,3,LEFT,greedy,47410,59473,58131,86382,16889,234507,0.06718086206622222,0,125698,2,2,462.7211030644595,41664.12407807767,2,2,,,3,LEFT,False,,
251396,double_dqn,762,,,20.0,17.0,0.05,0.002461301162838936,2.3499865531921387,2.958739757537842,1.5973340272903442,2.394618511199951,3.2952561378479004,0.03655118867754936,0.3365163803100586,0.3049022853374481,1396,10000,0.1396,462.71233017759334,462.71233017759334,62100,True,503,251000,0.0,0.0,3,LEFT,greedy,47410,59473,58131,86382,16889,234507,0.06718086206622222,1,125698,2,2,462.71233017759334,41663.33415377015,2,2,,,3,LEFT,False,,
251741,double_dqn,763,35.0,1049,0.0,0.0,0.05,,,,,,,,,,1742,10000,0.1742,440.8105995764517,440.8105995764517,62186,False,504,251500,0.0,0.0,2,RIGHT,greedy,47463,59505,58229,86545,16912,234830,0.06717989052283688,0,125871,2,2,440.8105995764517,31851.47587789182,2,2,,,2,RIGHT,False,,
251758,double_dqn,764,30.0,963,0.0,0.0,0.05,,,,,,,,,,1758,10000,0.1758,439.4484527132584,439.4484527132584,62190,False,504,251500,0.0,0.0,0,NOOP,greedy,47467,59508,58231,86552,16914,234844,0.06718356516972648,1,125879,2,2,439.4484527132584,31466.059032475685,2,2,,,0,NOOP,False,,
251795,double_dqn,764,,,0.0,0.0,0.05,0.004050421994179487,2.2166078090667725,3.0023415088653564,0.8051995635032654,2.242645740509033,3.194673776626587,0.05813349038362503,0.2508547306060791,0.2344631850719452,1796,10000,0.1796,437.7559964629885,437.7559964629885,62200,True,504,251500,0.0,0.0,0,NOOP,greedy,47481,59512,58237,86566,16915,234881,0.06717739757581534,0,125898,2,2,437.7559964629885,30686.305368985148,2,2,,,0,NOOP,False,,
251796,double_dqn,764,,,0.0,0.0,0.05,0.004050421994179487,2.2166078090667725,3.0023415088653564,0.8051995635032654,2.242645740509033,3.194673776626587,0.05813349038362503,0.2508547306060791,0.2344631850719452,1796,10000,0.1796,437.74969069293286,437.74969069293286,62200,True,504,251500,0.0,0.0,0,NOOP,greedy,47481,59512,58237,86566,16915,234881,0.06717739757581534,1,125898,2,2,437.74969069293286,30685.86334012186,2,2,,,0,NOOP,False,,
252195,double_dqn,764,,,6.0,6.0,0.05,0.005839898716658354,2.0402650833129883,2.983273506164551,0.9931787848472595,2.073983669281006,2.9750399589538574,0.06415316462516785,0.4761810302734375,0.30252590775489807,2196,10000,0.2196,422.85717895155165,422.85717895155165,62300,True,505,252000,0.0,0.0,2,RIGHT,greedy,47564,59562,58357,86713,16937,235259,0.06715808339545433,0,126098,2,2,422.85717895155165,24281.16782852129,2,2,,,2,RIGHT,False,,
252196,double_dqn,764,,,4.0,4.0,0.05,0.005839898716658354,2.0402650833129883,2.983273506164551,0.9931787848472595,2.073983669281006,2.9750399589538574,0.06415316462516785,0.4761810302734375,0.30252590775489807,2196,10000,0.2196,422.85274135772215,422.85274135772215,62300,True,505,252000,0.0,0.0,2,RIGHT,greedy,47564,59562,58357,86713,16937,235259,0.06715808339545433,1,126098,2,2,422.85274135772215,24280.9130144472,2,2,,,2,RIGHT,False,,
252595,double_dqn,764,,,10.0,10.0,0.05,0.0007324961479753256,2.1775145530700684,3.069812536239624,1.1509215831756592,2.1761789321899414,3.0552773475646973,0.030995585024356842,0.09508585929870605,0.16349665820598602,2596,10000,0.2596,408.39586384444175,408.39586384444175,62400,True,506,252500,0.0,0.0,3,LEFT,greedy,47630,59634,58457,86875,16957,235639,0.067130912603525,0,126298,2,2,408.39586384444175,19868.867801165372,2,2,,,3,LEFT,False,,
252596,double_dqn,764,,,8.0,8.0,0.05,0.0007324961479753256,2.1775145530700684,3.069812536239624,1.1509215831756592,2.1761789321899414,3.0552773475646973,0.030995585024356842,0.09508585929870605,0.16349665820598602,2596,10000,0.2596,408.39131514907035,408.39131514907035,62400,True,506,252500,0.0,0.0,2,RIGHT,greedy,47630,59634,58457,86875,16957,235639,0.067130912603525,1,126298,2,2,408.39131514907035,19868.646502579846,2,2,,,2,RIGHT,False,,
252799,double_dqn,765,12.0,529,0.0,0.0,0.05,,,,,,,,,,2800,10000,0.28,401.92960086068376,401.92960086068376,62451,True,506,252500,0.0,0.0,1,FIRE,greedy,47640,59677,58523,86960,16968,235832,0.06712025316455696,0,126400,2,2,401.92960086068376,18144.250553139438,2,2,,,1,FIRE,False,,
252836,double_dqn,766,10.0,539,0.0,0.0,0.05,,,,,,,,,,2836,10000,0.2836,400.66048513494525,400.66048513494525,62460,True,506,252500,0.0,0.0,1,FIRE,greedy,47640,59684,58537,86975,16971,235865,0.06712256166052302,1,126418,2,2,400.66048513494525,17859.907337725497,2,2,,,1,FIRE,False,,
252995,double_dqn,766,,,1.0,1.0,0.05,0.010423767380416393,2.292654514312744,3.2053778171539307,0.7735936045646667,2.269444227218628,3.166790723800659,0.05469002202153206,0.7842126488685608,0.4472658634185791,2996,10000,0.2996,398.19921978474855,398.19921978474855,62500,True,506,252500,0.0,0.0,2,RIGHT,greedy,47668,59718,58572,87038,16980,236016,0.06711568562348812,0,126498,2,2,398.19921978474855,16812.885482086487,2,2,,,2,RIGHT,False,,
252996,double_dqn,766,,,1.0,1.0,0.05,0.010423767380416393,2.292654514312744,3.2053778171539307,0.7735936045646667,2.269444227218628,3.166790723800659,0.05469002202153206,0.7842126488685608,0.4472658634185791,2996,10000,0.2996,398.1959278906872,398.1959278906872,62500,True,506,252500,0.0,0.0,3,LEFT,greedy,47668,59718,58572,87038,16980,236016,0.06711568562348812,1,126498,2,2,398.1959278906872,16812.746490759728,2,2,,,3,LEFT,False,,
253395,double_dqn,766,,,5.0,5.0,0.05,0.0021628523245453835,2.166149616241455,2.7928638458251953,0.7482016682624817,2.1675407886505127,2.741342782974243,0.03972423076629639,0.28528809547424316,0.33322468400001526,3396,10000,0.3396,392.6546115679258,392.6546115679258,62600,True,507,253000,0.0,0.0,2,RIGHT,greedy,47721,59811,58687,87177,16999,236397,0.06708472114792656,0,126698,2,2,392.6546115679258,14649.161948301844,2,2,,,2,RIGHT,False,,
253396,double_dqn,766,,,5.0,5.0,0.05,0.0021628523245453835,2.166149616241455,2.7928638458251953,0.7482016682624817,2.1675407886505127,2.741342782974243,0.03972423076629639,0.28528809547424316,0.33322468400001526,3396,10000,0.3396,392.65202834434365,392.65202834434365,62600,True,507,253000,0.0,0.0,0,NOOP,greedy,47721,59811,58687,87177,16999,236397,0.06708472114792656,1,126698,2,2,392.65202834434365,14649.065573372101,2,2,,,0,NOOP,False,,
253536,double_dqn,767,6.0,350,0.0,0.0,0.05,,,,,,,,,,3536,10000,0.3536,392.8049377507276,392.8049377507276,62635,True,508,253500,0.0,0.0,2,RIGHT,greedy,47726,59837,58736,87237,17010,236526,0.06709106399091254,1,126768,2,2,392.8049377507276,14082.323628049842,2,2,,,2,RIGHT,False,,
