global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,terminated,truncated,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
1795,double_dqn,dueling,8,,,2.0,2.0,0.74751,1.0525409379624762e-05,0.036147911101579666,0.04258923605084419,0.028929829597473145,0.03688764199614525,0.03756701946258545,0.003749602474272251,0.007804710417985916,0.002700913231819868,1796,10000,0.1796,202.80306583976278,202.80306583976278,200,True,4,1500,0.0,0.0,False,False,1,FIRE,random,351,546,507,392,1470,326,0.8184855233853007,0,898,2,2,202.80306583976278,101.40153291988139,2,2,101.40153291988139,202.80306583976278,101.40153291988139,202.80306583976278,22.58386033850365,722.6835308321168,1,FIRE,False,,
1796,double_dqn,dueling,8,,,3.0,3.0,0.747425,1.0525409379624762e-05,0.036147911101579666,0.04258923605084419,0.028929829597473145,0.03688764199614525,0.03756701946258545,0.003749602474272251,0.007804710417985916,0.002700913231819868,1796,10000,0.1796,202.80010027992398,202.80010027992398,200,True,4,1500,0.0,0.0,False,False,2,RIGHT,greedy,351,546,507,392,1470,326,0.8184855233853007,1,898,2,2,202.80010027992398,101.40005013996199,2,2,101.40005013996199,202.80010027992398,101.40005013996199,202.80010027992398,22.58353009798708,722.6729631355865,2,RIGHT,False,,
1951,double_dqn,dueling,9,3.0,267,0.0,0.0,0.7342500000000001,,,,,,,,,,1952,10000,0.1952,204.12035337642385,204.12035337642385,239,True,4,1500,0.0,0.0,True,False,3,LEFT,random,407,578,543,424,1577,375,0.8078893442622951,0,976,2,2,204.12035337642385,102.06017668821193,2,2,102.06017668821193,204.12035337642385,102.06017668821193,204.12035337642385,24.99219490623222,799.7502369994311,3,LEFT,False,,
2008,double_dqn,dueling,10,5.0,308,0.0,0.0,0.7294050000000001,,,,,,,,,,2008,10000,0.2008,205.5634162104811,205.5634162104811,253,True,5,2000,0.0,0.0,True,False,1,FIRE,greedy,419,607,548,434,1616,392,0.8047808764940239,1,1004,2,2,205.5634162104811,102.78170810524055,2,2,102.78170810524055,205.5634162104811,102.78170810524055,205.5634162104811,25.900171464766796,828.8054868725375,1,FIRE,False,,
2195,double_dqn,dueling,10,,,0.0,0.0,0.71351,5.808414243801963e-06,0.04230209067463875,0.050244323909282684,0.03700021281838417,0.04192659258842468,0.04301423579454422,0.002309020608663559,0.0076337940990924835,0.001486090011894703,2196,10000,0.2196,210.3852400958698,210.3852400958698,300,True,5,2000,0.0,0.0,False,False,0,NOOP,random,447,685,584,480,1754,442,0.7987249544626593,0,1098,2,2,210.3852400958698,105.1926200479349,2,2,105.1926200479349,210.3852400958698,105.1926200479349,210.3852400958698,28.741153018561448,919.7168965939663,0,NOOP,False,,
2196,double_dqn,dueling,10,,,0.0,0.0,0.713425,5.808414243801963e-06,0.04230209067463875,0.050244323909282684,0.03700021281838417,0.04192659258842468,0.04301423579454422,0.002309020608663559,0.0076337940990924835,0.001486090011894703,2196,10000,0.2196,210.38243445522164,210.38243445522164,300,True,5,2000,0.0,0.0,False,False,3,LEFT,random,447,685,584,480,1754,442,0.7987249544626593,1,1098,2,2,210.38243445522164,105.19121722761082,2,2,105.19121722761082,210.38243445522164,105.19121722761082,210.38243445522164,28.740769734319894,919.7046314982366,3,LEFT,False,,
2289,double_dqn,dueling,11,1.0,169,0.0,0.0,0.70552,,,,,,,,,,2290,10000,0.229,210.78373646017693,210.78373646017693,323,False,5,2000,0.0,0.0,True,False,0,NOOP,random,465,704,597,524,1819,471,0.7943231441048035,0,1145,2,2,210.78373646017693,105.39186823008846,2,2,105.39186823008846,210.78373646017693,105.39186823008846,210.78373646017693,29.730631823859014,951.3802183634884,0,NOOP,False,,
2352,double_dqn,dueling,12,1.0,172,0.0,0.0,0.700165,,,,,,,,,,2352,10000,0.2352,211.3218027832479,211.3218027832479,339,True,5,2000,0.0,0.0,True,False,2,RIGHT,greedy,472,727,620,533,1853,499,0.7878401360544217,1,1176,2,2,211.3218027832479,105.66090139162395,2,2,105.66090139162395,211.3218027832479,105.66090139162395,211.3218027832479,30.458372084830373,974.6679067145719,2,RIGHT,False,,
2595,double_dqn,dueling,12,,,2.0,2.0,0.6795100000000001,0.000298073427984491,0.06794296205043793,0.07223031669855118,0.06430108845233917,0.043928783386945724,0.04567800089716911,0.024335144087672234,0.02725749835371971,0.029999177902936935,2596,10000,0.2596,215.7892997392387,215.7892997392387,400,True,6,2500,0.0,0.0,False,False,2,RIGHT,random,525,775,720,576,2017,579,0.7769645608628659,0,1298,2,2,215.7892997392387,107.89464986961934,2,2,107.89464986961934,215.7892997392387,107.89464986961934,215.7892997392387,33.24950689356528,1063.984220594089,2,RIGHT,False,,
2596,double_dqn,dueling,12,,,0.0,0.0,0.6794250000000001,0.000298073427984491,0.06794296205043793,0.07223031669855118,0.06430108845233917,0.043928783386945724,0.04567800089716911,0.024335144087672234,0.02725749835371971,0.029999177902936935,2596,10000,0.2596,215.78773921307183,215.78773921307183,400,True,6,2500,0.0,0.0,False,False,0,NOOP,greedy,525,775,720,576,2017,579,0.7769645608628659,1,1298,2,2,215.78773921307183,107.89386960653592,2,2,107.89386960653592,215.78773921307183,107.89386960653592,215.78773921307183,33.24926644269212,1063.9765261661478,0,NOOP,False,,
2602,double_dqn,dueling,13,0.0,125,0.0,0.0,0.678915,,,,,,,,,,2602,10000,0.2602,215.70352500696217,215.70352500696217,401,False,6,2500,0.0,0.0,True,False,3,LEFT,random,528,776,720,578,2021,581,0.7767102229054573,1,1301,2,2,215.70352500696217,107.85176250348108,2,2,107.85176250348108,215.70352500696217,107.85176250348108,215.70352500696217,33.242549395769345,1063.761580664619,3,LEFT,False,,
2850,double_dqn,dueling,14,0.0,124,0.0,0.0,0.6578350000000001,,,,,,,,,,2850,10000,0.285,220.13098473349518,220.13098473349518,463,False,6,2500,0.0,0.0,True,False,0,NOOP,random,632,836,753,629,2187,663,0.7673684210526316,1,1425,2,2,220.13098473349518,110.06549236674759,2,2,110.06549236674759,220.13098473349518,110.06549236674759,220.13098473349518,35.761630151441494,1144.3721648461278,0,NOOP,False,,
2925,double_dqn,dueling,15,4.0,318,0.0,0.0,0.65146,,,,,,,,,,2926,10000,0.2926,220.66766236735435,220.66766236735435,482,False,6,2500,0.0,0.0,True,False,3,LEFT,greedy,658,852,764,652,2234,692,0.7634996582365003,0,1463,2,2,220.66766236735435,110.33383118367718,2,2,110.33383118367718,220.66766236735435,110.33383118367718,220.66766236735435,36.350585530097334,1163.2187369631147,3,LEFT,False,,
2995,double_dqn,dueling,15,,,0.0,0.0,0.64551,4.262058064341545e-05,0.055587127804756165,0.06523818522691727,0.048665087670087814,0.04926466941833496,0.05066447705030441,0.0071950131095945835,0.015071768313646317,0.009379616007208824,2996,10000,0.2996,221.754675467322,221.754675467322,500,True,6,2500,0.0,0.0,False,False,3,LEFT,random,667,869,772,688,2281,715,0.7613484646194927,0,1498,2,2,221.754675467322,110.877337733661,2,2,110.877337733661,221.754675467322,110.877337733661,221.754675467322,37.00845718747029,1184.2706299990493,3,LEFT,False,,
2996,double_dqn,dueling,15,,,0.0,0.0,0.645425,4.262058064341545e-05,0.055587127804756165,0.06523818522691727,0.048665087670087814,0.04926466941833496,0.05066447705030441,0.0071950131095945835,0.015071768313646317,0.009379616007208824,2996,10000,0.2996,221.7533262790629,221.7533262790629,500,True,6,2500,0.0,0.0,False,False,1,FIRE,random,667,869,772,688,2281,715,0.7613484646194927,1,1498,2,2,221.7533262790629,110.87666313953144,2,2,110.87666313953144,221.7533262790629,110.87666313953144,221.7533262790629,37.00823202254053,1184.263424721297,1,FIRE,False,,
3156,double_dqn,dueling,16,1.0,153,0.0,0.0,0.6318250000000001,,,,,,,,,,3156,10000,0.3156,224.2033179134653,224.2033179134653,540,True,7,3000,0.0,0.0,True,False,0,NOOP,random,685,910,801,760,2385,771,0.7557034220532319,1,1578,2,2,224.2033179134653,112.10165895673265,2,2,112.10165895673265,224.2033179134653,112.10165895673265,224.2033179134653,38.36178443386288,1227.5771018836122,0,NOOP,False,,
3175,double_dqn,dueling,17,0.0,125,0.0,0.0,0.6302099999999999,,,,,,,,,,3176,10000,0.3176,224.49876568697647,224.49876568697647,545,True,7,3000,0.0,0.0,True,False,3,LEFT,greedy,689,916,802,769,2398,778,0.7550377833753149,0,1588,2,2,224.49876568697647,112.24938284348823,2,2,112.24938284348823,224.49876568697647,112.24938284348823,224.49876568697647,38.5238750942702,1232.7640030166465,3,LEFT,False,,
3395,double_dqn,dueling,17,,,1.0,1.0,0.61151,5.5357311794068664e-05,0.05896076560020447,0.0668017715215683,0.05476827174425125,0.04870728403329849,0.05029769614338875,0.010169491171836853,0.016401849687099457,0.01231820322573185,3396,10000,0.3396,227.49869432813446,227.49869432813446,600,True,7,3000,0.0,0.0,False,False,0,NOOP,greedy,746,1018,832,800,2538,858,0.7473498233215548,0,1698,2,2,227.49869432813446,113.74934716406723,2,2,113.74934716406723,227.49869432813446,113.74934716406723,227.49869432813446,40.19411560567747,1286.211699381679,0,NOOP,False,,
3396,double_dqn,dueling,17,,,1.0,1.0,0.611425,5.5357311794068664e-05,0.05896076560020447,0.0668017715215683,0.05476827174425125,0.04870728403329849,0.05029769614338875,0.010169491171836853,0.016401849687099457,0.01231820322573185,3396,10000,0.3396,227.49748426560134,227.49748426560134,600,True,7,3000,0.0,0.0,False,False,3,LEFT,random,746,1018,832,800,2538,858,0.7473498233215548,1,1698,2,2,227.49748426560134,113.74874213280067,2,2,113.74874213280067,227.49748426560134,113.74874213280067,227.49748426560134,40.19390181371049,1286.2048580387357,3,LEFT,False,,
3479,double_dqn,dueling,18,1.0,152,0.0,0.0,0.6043700000000001,,,,,,,,,,3480,10000,0.348,228.27340620910476,228.27340620910476,621,True,7,3000,0.0,0.0,True,False,2,RIGHT,greedy,786,1033,854,807,2592,888,0.7448275862068966,0,1740,2,2,228.27340620910476,114.13670310455238,2,2,114.13670310455238,228.27340620910476,114.13670310455238,228.27340620910476,40.73499576317645,1303.5198644216464,2,RIGHT,False,,
3502,double_dqn,dueling,19,1.0,173,0.0,0.0,0.602415,,,,,,,,,,3502,10000,0.3502,228.4620635204702,228.4620635204702,626,False,8,3500,0.0,0.0,True,False,2,RIGHT,greedy,787,1035,869,811,2602,900,0.7430039977155911,1,1751,2,2,228.4620635204702,114.2310317602351,2,2,114.2310317602351,228.4620635204702,114.2310317602351,228.4620635204702,40.83873551222568,1306.8395363912218,2,RIGHT,False,,
3795,double_dqn,dueling,19,,,2.0,2.0,0.57751,5.88980910833925e-05,0.06508006900548935,0.0691610649228096,0.06152120232582092,0.054062023758888245,0.05714835599064827,0.010673054493963718,0.014078136533498764,0.01300187036395073,3796,10000,0.3796,230.9367352470496,230.9367352470496,700,True,8,3500,0.0,0.0,False,False,1,FIRE,random,834,1087,1025,850,2775,1021,0.7310326659641728,0,1898,2,2,230.9367352470496,115.4683676235248,2,2,115.4683676235248,230.9367352470496,115.4683676235248,230.9367352470496,42.585804708360044,1362.7457506675214,1,FIRE,False,,
3796,double_dqn,dueling,19,,,3.0,3.0,0.5774250000000001,5.88980910833925e-05,0.06508006900548935,0.0691610649228096,0.06152120232582092,0.054062023758888245,0.05714835599064827,0.010673054493963718,0.014078136533498764,0.01300187036395073,3796,10000,0.3796,230.93555650201026,230.93555650201026,700,True,8,3500,0.0,0.0,False,False,3,LEFT,greedy,834,1087,1025,850,2775,1021,0.7310326659641728,1,1898,2,2,230.93555650201026,115.46777825100513,2,2,115.46777825100513,230.93555650201026,115.46777825100513,230.93555650201026,42.58558734230958,1362.7387949539066,3,LEFT,False,,
3969,double_dqn,dueling,20,3.0,245,0.0,0.0,0.5627200000000001,,,,,,,,,,3970,10000,0.397,231.07743684908672,231.07743684908672,743,False,8,3500,0.0,0.0,True,False,3,LEFT,random,858,1149,1071,892,2866,1104,0.7219143576826197,0,1985,2,2,231.07743684908672,115.53871842454336,2,2,115.53871842454336,231.07743684908672,115.53871842454336,231.07743684908672,43.24698629190716,1383.9035613410292,3,LEFT,False,,
3994,double_dqn,dueling,21,3.0,246,0.0,0.0,0.5605950000000001,,,,,,,,,,3994,10000,0.3994,230.9077518502326,230.9077518502326,749,False,8,3500,0.0,0.0,True,False,1,FIRE,random,865,1154,1081,894,2881,1113,0.7213319979969955,1,1997,2,2,230.9077518502326,115.4538759251163,2,2,115.4538759251163,230.9077518502326,115.4538759251163,230.9077518502326,43.30243017922489,1385.6777657351965,1,FIRE,False,,
4195,double_dqn,dueling,21,,,0.0,0.0,0.54351,8.678207450429909e-06,0.07692328095436096,0.08329449594020844,0.06898045539855957,0.07437503337860107,0.07723816484212875,0.0033919436391443014,0.007201738655567169,0.004025912843644619,4196,10000,0.4196,232.77568910453905,232.77568910453905,800,True,9,4000,0.0,0.0,False,False,2,RIGHT,random,883,1199,1193,921,2982,1214,0.7106768350810295,0,2098,2,2,232.77568910453905,116.38784455226953,2,2,116.38784455226953,232.77568910453905,116.38784455226953,232.77568910453905,44.38049363289591,1420.1757962526692,2,RIGHT,False,,
4196,double_dqn,dueling,21,,,0.0,0.0,0.543425,8.678207450429909e-06,0.07692328095436096,0.08329449594020844,0.06898045539855957,0.07437503337860107,0.07723816484212875,0.0033919436391443014,0.007201738655567169,0.004025912843644619,4196,10000,0.4196,232.77465087192866,232.77465087192866,800,True,9,4000,0.0,0.0,False,False,1,FIRE,fire_reset,883,1199,1193,921,2982,1214,0.7106768350810295,1,2098,2,2,232.77465087192866,116.38732543596433,2,2,116.38732543596433,232.77465087192866,116.38732543596433,232.77465087192866,44.38029568578239,1420.1694619450366,1,FIRE,False,after_life_loss,
4217,double_dqn,dueling,22,0.0,124,0.0,0.0,0.5416400000000001,,,,,,,,,,4218,10000,0.4218,232.9424649345599,232.9424649345599,805,False,9,4000,0.0,0.0,True,False,3,LEFT,random,886,1201,1204,927,2994,1224,0.7098150782361309,0,2109,2,2,232.9424649345599,116.47123246727995,2,2,116.47123246727995,232.9424649345599,116.47123246727995,232.9424649345599,44.45677673596982,1422.6168555510342,3,LEFT,False,,
4244,double_dqn,dueling,23,0.0,125,0.0,0.0,0.539345,,,,,,,,,,4244,10000,0.4244,233.08170742500008,233.08170742500008,812,True,9,4000,0.0,0.0,True,False,3,LEFT,greedy,890,1208,1216,930,3009,1235,0.7090009425070688,1,2122,2,2,233.08170742500008,116.54085371250004,2,2,116.54085371250004,233.08170742500008,116.54085371250004,233.08170742500008,44.59527484191802,1427.0487949413766,3,LEFT,False,,
4490,double_dqn,dueling,24,0.0,123,0.0,0.0,0.518435,,,,,,,,,,4490,10000,0.449,234.5220696418072,234.5220696418072,873,False,9,4000,0.0,0.0,True,False,2,RIGHT,greedy,916,1284,1322,968,3143,1347,0.7,1,2245,2,2,234.5220696418072,117.2610348209036,2,2,117.2610348209036,234.5220696418072,117.2610348209036,234.5220696418072,45.598611758863626,1459.155576283636,2,RIGHT,False,,
4595,double_dqn,dueling,24,,,3.0,3.0,0.5095100000000001,0.000133273089886643,0.07530336081981659,0.0907549113035202,0.06058237701654434,0.06656944751739502,0.07199407368898392,0.008436238393187523,0.07653874158859253,0.01059171836823225,4596,10000,0.4596,235.1896519269777,235.1896519269777,900,True,10,4500,0.0,0.0,False,False,3,LEFT,greedy,929,1300,1352,1015,3195,1401,0.6951697127937336,0,2298,2,2,235.1896519269777,117.59482596348884,2,2,117.59482596348884,235.1896519269777,117.59482596348884,235.1896519269777,46.05541486820712,1473.773275782628,3,LEFT,False,,
4596,double_dqn,dueling,24,,,1.0,1.0,0.509425,0.000133273089886643,0.07530336081981659,0.0907549113035202,0.06058237701654434,0.06656944751739502,0.07199407368898392,0.008436238393187523,0.07653874158859253,0.01059171836823225,4596,10000,0.4596,235.18870475361288,235.18870475361288,900,True,10,4500,0.0,0.0,False,False,3,LEFT,greedy,929,1300,1352,1015,3195,1401,0.6951697127937336,1,2298,2,2,235.18870475361288,117.59435237680644,2,2,117.59435237680644,235.18870475361288,117.59435237680644,235.18870475361288,46.05522939039417,1473.7673404926134,3,LEFT,False,,
4801,double_dqn,dueling,25,4.0,292,0.0,0.0,0.49200000000000005,,,,,,,,,,4802,10000,0.4802,235.93099434236794,235.93099434236794,951,False,10,4500,0.0,0.0,True,False,2,RIGHT,greedy,973,1352,1404,1073,3305,1497,0.6882548937942524,0,2401,2,2,235.93099434236794,117.96549717118397,2,2,117.96549717118397,235.93099434236794,117.96549717118397,235.93099434236794,46.7243597708438,1495.1795126670015,2,RIGHT,False,,
4926,double_dqn,dueling,26,2.0,218,0.0,0.0,0.48137500000000005,,,,,,,,,,4926,10000,0.4926,236.8278214309449,236.8278214309449,982,False,10,4500,0.0,0.0,True,False,3,LEFT,greedy,983,1431,1413,1099,3357,1569,0.6814859926918392,1,2463,2,2,236.8278214309449,118.41391071547245,2,2,118.41391071547245,236.8278214309449,118.41391071547245,236.8278214309449,47.21171754875921,1510.7749615602947,3,LEFT,False,,
4995,double_dqn,dueling,26,,,1.0,1.0,0.47551000000000004,5.19494351465255e-05,0.07931216061115265,0.09233313053846359,0.06560543179512024,0.06871167570352554,0.07194260507822037,0.00913418922573328,0.018398575484752655,0.012029757723212242,4996,10000,0.4996,237.14190800748293,237.14190800748293,1000,True,10,4500,0.0,0.0,False,False,3,LEFT,greedy,989,1443,1423,1141,3389,1607,0.6783426741393115,0,2498,2,2,237.14190800748293,118.57095400374146,2,2,118.57095400374146,237.14190800748293,118.57095400374146,237.14190800748293,47.46635468524478,1518.923349927833,3,LEFT,False,,
4996,double_dqn,dueling,26,,,0.0,0.0,0.47542500000000004,5.19494351465255e-05,0.07931216061115265,0.09233313053846359,0.06560543179512024,0.06871167570352554,0.07194260507822037,0.00913418922573328,0.018398575484752655,0.012029757723212242,4996,10000,0.4996,237.14063830613128,237.14063830613128,1000,True,10,4500,0.0,0.0,False,False,2,RIGHT,random,989,1443,1423,1141,3389,1607,0.6783426741393115,1,2498,2,2,237.14063830613128,118.57031915306564,2,2,118.57031915306564,237.14063830613128,118.57031915306564,237.14063830613128,47.466100541659586,1518.9152173331067,2,RIGHT,False,,
5000,double_dqn,dueling,26,,,0.0,0.0,0.47508500000000004,,,,,,,,,,5000,10000,0.5,237.17043827593795,237.17043827593795,1001,True,11,5000,0.0,0.0,False,False,3,LEFT,greedy,989,1443,1423,1145,3390,1610,0.678,1,2500,2,2,237.17043827593795,118.58521913796898,2,2,118.58521913796898,237.17043827593795,118.58521913796898,237.17043827593795,47.48152174284278,1519.408695770969,3,LEFT,False,,
5165,double_dqn,dueling,27,2.0,182,0.0,0.0,0.4610600000000001,,,,,,,,,,5166,10000,0.5166,238.51256693428775,238.51256693428775,1042,False,11,5000,0.0,0.0,True,False,0,NOOP,random,1090,1461,1445,1170,3453,1713,0.6684088269454123,0,2583,2,2,238.51256693428775,119.25628346714387,2,2,119.25628346714387,238.51256693428775,119.25628346714387,238.51256693428775,48.10880657095002,1539.4818102704007,0,NOOP,False,,
5230,double_dqn,dueling,28,1.0,152,0.0,0.0,0.455535,,,,,,,,,,5230,10000,0.523,238.7977585778578,238.7977585778578,1058,False,11,5000,0.0,0.0,True,False,2,RIGHT,random,1098,1483,1472,1177,3485,1745,0.6663479923518164,1,2615,2,2,238.7977585778578,119.3988792889289,2,2,119.3988792889289,238.7977585778578,119.3988792889289,238.7977585778578,48.30746244271005,1545.8387981667215,2,RIGHT,False,,
5395,double_dqn,dueling,28,,,0.0,0.0,0.44151000000000007,1.1999999514955562e-05,0.07616342604160309,0.0903429314494133,0.06124953180551529,0.07450155168771744,0.08149799704551697,0.004308105446398258,0.009690143167972565,0.0027876717504113913,5396,10000,0.5396,239.66444100170784,239.66444100170784,1100,True,11,5000,0.0,0.0,False,False,3,LEFT,random,1163,1521,1519,1193,3562,1834,0.6601186063750927,0,2698,2,2,239.66444100170784,119.83222050085392,2,2,119.83222050085392,239.66444100170784,119.83222050085392,239.66444100170784,48.856724444380774,1563.4151822201848,3,LEFT,False,,
5396,double_dqn,dueling,28,,,1.0,1.0,0.44142500000000007,1.1999999514955562e-05,0.07616342604160309,0.0903429314494133,0.06124953180551529,0.07450155168771744,0.08149799704551697,0.004308105446398258,0.009690143167972565,0.0027876717504113913,5396,10000,0.5396,239.663205154923,239.663205154923,1100,True,11,5000,0.0,0.0,False,False,3,LEFT,random,1163,1521,1519,1193,3562,1834,0.6601186063750927,1,2698,2,2,239.663205154923,119.8316025774615,2,2,119.8316025774615,239.663205154923,119.8316025774615,239.663205154923,48.856472511196316,1563.407120358282,3,LEFT,False,,
5415,double_dqn,dueling,29,0.0,125,0.0,0.0,0.43981000000000003,,,,,,,,,,5416,10000,0.5416,239.68358226870862,239.68358226870862,1105,True,11,5000,0.0,0.0,True,False,0,NOOP,greedy,1179,1523,1520,1194,3570,1846,0.6591580502215657,0,2708,2,2,239.68358226870862,119.84179113435431,2,2,119.84179113435431,239.68358226870862,119.84179113435431,239.68358226870862,48.90146942520735,1564.8470216066353,0,NOOP,False,,
5665,double_dqn,dueling,30,0.0,125,0.0,0.0,0.41856000000000004,,,,,,,,,,5666,10000,0.5666,241.13856830918667,241.13856830918667,1167,False,12,5500,0.0,0.0,True,False,1,FIRE,greedy,1258,1605,1586,1217,3673,1993,0.6482527356159549,0,2833,2,2,241.13856830918667,120.56928415459333,2,2,120.56928415459333,241.13856830918667,120.56928415459333,241.13856830918667,49.66620353279577,1589.3185130494646,1,FIRE,False,,
