global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
500829,double_dqn,standard,1224,14.0,626,0.0,0.0,0.05,,,,,,,,,,830,10000,0.083,622.8327951839786,622.8327951839786,124251,False,1002,500500,0.0,0.0,3,LEFT,greedy,120763,121750,117647,140670,29153,471677,0.0582093724417467,0,250415,2,2,622.8327951839786,311.4163975919893,2,2,311.4163975919893,622.8327951839786,311.4163975919893,622.8327951839786,0.0,0.0,3,LEFT,False,,
501195,double_dqn,standard,1224,,,4.0,4.0,0.05,0.0039000289980322123,1.8130269050598145,2.601273536682129,0.2637959420681,1.849454402923584,2.6226038932800293,0.05608002096414566,0.3122200667858124,0.2469893842935562,1196,10000,0.1196,571.1796866154658,571.1796866154658,124300,True,1003,501000,0.0,0.0,2,RIGHT,greedy,120803,121895,117731,140767,29170,472026,0.05820078372532901,0,250598,2,2,571.1796866154658,285.5898433077329,2,2,285.5898433077329,571.1796866154658,285.5898433077329,571.1796866154658,23.401174451636976,748.8375824523832,2,RIGHT,False,,
501196,double_dqn,standard,1224,,,16.0,16.0,0.05,0.0039000289980322123,1.8130269050598145,2.601273536682129,0.2637959420681,1.849454402923584,2.6226038932800293,0.05608002096414566,0.3122200667858124,0.2469893842935562,1196,10000,0.1196,571.1585741659892,571.1585741659892,124300,True,1003,501000,0.0,0.0,2,RIGHT,greedy,120803,121895,117731,140767,29170,472026,0.05820078372532901,1,250598,2,2,571.1585741659892,285.5792870829946,2,2,285.5792870829946,571.1585741659892,285.5792870829946,571.1585741659892,23.400309476700226,748.8099032544072,2,RIGHT,False,,
501595,double_dqn,standard,1224,,,8.0,8.0,0.05,0.00115417898632586,1.8390922546386719,2.6492791175842285,0.8544016480445862,1.851072072982788,2.711829423904419,0.039092808961868286,0.1051565408706665,0.13837659358978271,1596,10000,0.1596,505.2015500817879,505.2015500817879,124400,True,1004,501500,0.0,0.0,2,RIGHT,greedy,120896,121985,117835,140880,29190,472406,0.05819424397323743,0,250798,2,2,505.2015500817879,252.60077504089395,2,2,252.60077504089395,505.2015500817879,252.60077504089395,505.2015500817879,47.16480636728471,1509.2738037531108,2,RIGHT,False,,
501596,double_dqn,standard,1224,,,26.0,20.0,0.05,0.00115417898632586,1.8390922546386719,2.6492791175842285,0.8544016480445862,1.851072072982788,2.711829423904419,0.039092808961868286,0.1051565408706665,0.13837659358978271,1596,10000,0.1596,505.1887409964979,505.1887409964979,124400,True,1004,501500,0.0,0.0,0,NOOP,greedy,120896,121985,117835,140880,29190,472406,0.05819424397323743,1,250798,2,2,505.1887409964979,252.59437049824896,2,2,252.59437049824896,505.1887409964979,252.59437049824896,505.1887409964979,47.16361053162794,1509.235537012094,0,NOOP,False,,
501622,double_dqn,standard,1225,26.0,896,0.0,0.0,0.05,,,,,,,,,,1622,10000,0.1622,501.9704661755103,501.9704661755103,124406,False,1004,501500,0.0,0.0,1,FIRE,greedy,120897,121997,117848,140880,29193,472429,0.05819720825641619,1,250811,2,2,501.9704661755103,250.98523308775515,2,2,250.98523308775515,501.9704661755103,250.98523308775515,501.9704661755103,47.96881766782003,1535.002165370241,1,FIRE,False,,
501995,double_dqn,standard,1225,,,23.0,14.0,0.05,0.0029500010423362255,1.8677005767822266,2.6081550121307373,0.6764467358589172,1.8991081714630127,2.6265053749084473,0.05211455002427101,0.32317137718200684,0.2713392376899719,1996,10000,0.1996,473.7775181192686,473.7775181192686,124500,True,1004,501500,0.0,0.0,3,LEFT,greedy,120943,122080,117958,141015,29210,472786,0.05818771464314457,0,250998,2,2,473.7775181192686,236.8887590596343,2,2,236.8887590596343,473.7775181192686,236.8887590596343,473.7775181192686,59.10350802189273,1891.3122567005673,3,LEFT,False,,
501996,double_dqn,standard,1225,,,5.0,5.0,0.05,0.0029500010423362255,1.8677005767822266,2.6081550121307373,0.6764467358589172,1.8991081714630127,2.6265053749084473,0.05211455002427101,0.32317137718200684,0.2713392376899719,1996,10000,0.1996,473.768229294903,473.768229294903,124500,True,1004,501500,0.0,0.0,2,RIGHT,greedy,120943,122080,117958,141015,29210,472786,0.05818771464314457,1,250998,2,2,473.768229294903,236.8841146474515,2,2,236.8841146474515,473.768229294903,236.8841146474515,473.768229294903,59.10234924570683,1891.2751758626187,2,RIGHT,False,,
502155,double_dqn,standard,1226,24.0,663,0.0,0.0,0.05,,,,,,,,,,2156,10000,0.2156,463.2791036827172,463.2791036827172,124540,True,1005,502000,0.0,0.0,1,FIRE,greedy,120952,122123,118014,141067,29213,472943,0.05817514875855312,0,251078,2,2,463.2791036827172,231.6395518413586,2,2,231.6395518413586,463.2791036827172,231.6395518413586,463.2791036827172,62.100028276579444,1987.2009048505422,1,FIRE,False,,
502395,double_dqn,standard,1226,,,2.0,2.0,0.05,0.0037849980872124434,1.7049673795700073,2.681757926940918,0.03992662578821182,1.7095756530761719,2.665647268295288,0.05774886906147003,0.2899808883666992,0.16937702894210815,2396,10000,0.2396,445.0008564719838,445.0008564719838,124600,True,1005,502000,0.0,0.0,0,NOOP,greedy,120997,122174,118079,141146,29230,473166,0.05818119571015693,0,251198,2,2,445.0008564719838,222.5004282359919,2,2,222.5004282359919,445.0008564719838,222.5004282359919,445.0008564719838,64.81857216557694,2074.194309298462,0,NOOP,False,,
