global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
250,double_dqn,dueling,1,0.0,125,0.0,0.0,0.878835,,,,,,,,,,250,10000,0.025,203.410163225501,203.410163225501,0,False,1,0,0.0,0.0,0,NOOP,random,61,54,75,60,237,13,0.948,1,125,2,2,203.410163225501,101.7050816127505,2,2,101.7050816127505,203.410163225501,101.7050816127505,203.410163225501,0.0,0.0,0,NOOP,False,,
439,double_dqn,dueling,2,2.0,220,0.0,0.0,0.86277,,,,,,,,,,440,10000,0.044,289.7275579822522,289.7275579822522,0,False,1,0,0.0,0.0,3,LEFT,random,98,105,133,104,405,35,0.9204545454545454,0,220,2,2,289.7275579822522,144.8637789911261,2,2,144.8637789911261,289.7275579822522,144.8637789911261,289.7275579822522,0.0,0.0,3,LEFT,False,,
650,double_dqn,dueling,3,2.0,200,0.0,0.0,0.844835,,,,,,,,,,650,10000,0.065,354.92031492864805,354.92031492864805,0,False,2,500,0.0,0.0,2,RIGHT,greedy,138,155,216,141,584,66,0.8984615384615384,1,325,2,2,354.92031492864805,177.46015746432403,2,2,177.46015746432403,354.92031492864805,177.46015746432403,354.92031492864805,0.0,0.0,2,RIGHT,False,,
689,double_dqn,dueling,4,0.0,125,0.0,0.0,0.84152,,,,,,,,,,690,10000,0.069,361.12222968305633,361.12222968305633,0,False,2,500,0.0,0.0,3,LEFT,random,148,166,229,147,619,71,0.8971014492753623,0,345,2,2,361.12222968305633,180.56111484152817,2,2,180.56111484152817,361.12222968305633,180.56111484152817,361.12222968305633,0.0,0.0,3,LEFT,False,,
1144,double_dqn,dueling,5,3.0,247,0.0,0.0,0.802845,,,,,,,,,,1144,10000,0.1144,368.01648507339945,368.01648507339945,37,True,3,1000,0.0,0.0,1,FIRE,random,238,275,378,253,991,153,0.8662587412587412,1,572,2,2,368.01648507339945,184.00824253669973,2,2,184.00824253669973,368.01648507339945,184.00824253669973,368.01648507339945,11.90263107317813,380.88419434170015,1,FIRE,False,,
1285,double_dqn,dueling,6,4.0,298,0.0,0.0,0.79086,,,,,,,,,,1286,10000,0.1286,365.4707342585828,365.4707342585828,72,False,3,1000,0.0,0.0,3,LEFT,random,261,308,409,308,1104,182,0.8584758942457231,0,643,2,2,365.4707342585828,182.7353671292914,2,2,182.7353671292914,365.4707342585828,182.7353671292914,365.4707342585828,20.46181404869204,654.7780495581453,3,LEFT,False,,
1392,double_dqn,dueling,7,0.0,124,0.0,0.0,0.781765,,,,,,,,,,1392,10000,0.1392,363.9914835346065,363.9914835346065,99,True,3,1000,0.0,0.0,2,RIGHT,random,278,341,426,347,1192,200,0.8563218390804598,1,696,2,2,363.9914835346065,181.99574176730326,2,2,181.99574176730326,363.9914835346065,181.99574176730326,363.9914835346065,25.88732533759055,828.3944108028976,2,RIGHT,False,,
1395,double_dqn,dueling,7,,,0.0,0.0,0.78151,5.935710942139849e-05,0.07678404450416565,0.08325712382793427,0.07253420352935791,0.0670151561498642,0.06744654476642609,0.010208950378000736,0.01623552292585373,0.012796862050890923,1396,10000,0.1396,361.72060125304057,361.72060125304057,100,True,3,1000,0.0,0.0,1,FIRE,greedy,278,344,426,348,1195,201,0.8560171919770774,0,698,2,2,361.72060125304057,180.86030062652029,2,2,180.86030062652029,361.72060125304057,180.86030062652029,361.72060125304057,25.911217854802334,829.1589713536747,1,FIRE,False,,
1396,double_dqn,dueling,7,,,0.0,0.0,0.781425,5.935710942139849e-05,0.07678404450416565,0.08325712382793427,0.07253420352935791,0.0670151561498642,0.06744654476642609,0.010208950378000736,0.01623552292585373,0.012796862050890923,1396,10000,0.1396,361.71290649060643,361.71290649060643,100,True,3,1000,0.0,0.0,1,FIRE,fire_reset,278,344,426,348,1195,201,0.8560171919770774,1,698,2,2,361.71290649060643,180.85645324530321,2,2,180.85645324530321,361.71290649060643,180.85645324530321,361.71290649060643,25.910666654054904,829.1413329297569,1,FIRE,False,initial_serve,
1591,double_dqn,dueling,8,1.0,153,0.0,0.0,0.76485,,,,,,,,,,1592,10000,0.1592,357.224181417309,357.224181417309,149,True,4,1500,0.0,0.0,0,NOOP,greedy,338,398,477,379,1344,248,0.8442211055276382,0,796,2,2,357.224181417309,178.6120907086545,2,2,178.6120907086545,357.224181417309,178.6120907086545,357.224181417309,33.433670245715476,1069.8774478628952,0,NOOP,False,,
1640,double_dqn,dueling,9,0.0,124,0.0,0.0,0.7606850000000001,,,,,,,,,,1640,10000,0.164,356.3363977132833,356.3363977132833,161,True,4,1500,0.0,0.0,1,FIRE,random,345,421,484,390,1382,258,0.8426829268292683,1,820,2,2,356.3363977132833,178.16819885664165,2,2,178.16819885664165,356.3363977132833,178.16819885664165,356.3363977132833,34.98180489746257,1119.4177567188021,1,FIRE,False,,
1795,double_dqn,dueling,9,,,1.0,1.0,0.74751,6.679532816633582e-06,0.08196701854467392,0.08647769689559937,0.07882294058799744,0.08508871495723724,0.08580190688371658,0.003261902602389455,0.005783773958683014,0.0038431943394243717,1796,10000,0.1796,356.2767139312387,356.2767139312387,200,True,4,1500,0.0,0.0,2,RIGHT,random,366,482,527,421,1502,294,0.8363028953229399,0,898,2,2,356.2767139312387,178.13835696561935,2,2,178.13835696561935,356.2767139312387,178.13835696561935,356.2767139312387,39.67446703020475,1269.582944966552,2,RIGHT,False,,
1796,double_dqn,dueling,9,,,0.0,0.0,0.747425,6.679532816633582e-06,0.08196701854467392,0.08647769689559937,0.07882294058799744,0.08508871495723724,0.08580190688371658,0.003261902602389455,0.005783773958683014,0.0038431943394243717,1796,10000,0.1796,356.271187188103,356.271187188103,200,True,4,1500,0.0,0.0,3,LEFT,random,366,482,527,421,1502,294,0.8363028953229399,1,898,2,2,356.271187188103,178.1355935940515,2,2,178.1355935940515,356.271187188103,178.1355935940515,356.271187188103,39.67385157996692,1269.5632505589415,3,LEFT,False,,
1884,double_dqn,dueling,10,0.0,122,0.0,0.0,0.7399450000000001,,,,,,,,,,1884,10000,0.1884,354.58657641925106,354.58657641925106,222,True,4,1500,0.0,0.0,0,NOOP,greedy,384,506,538,456,1565,319,0.8306794055201698,1,942,2,2,354.58657641925106,177.29328820962553,2,2,177.29328820962553,354.58657641925106,177.29328820962553,354.58657641925106,41.78249467360602,1337.0398295553925,0,NOOP,False,,
1895,double_dqn,dueling,11,1.0,152,0.0,0.0,0.7390100000000001,,,,,,,,,,1896,10000,0.1896,353.9988501762603,353.9988501762603,225,True,4,1500,0.0,0.0,0,NOOP,greedy,387,512,538,459,1575,321,0.8306962025316456,0,948,2,2,353.9988501762603,176.99942508813015,2,2,176.99942508813015,353.9988501762603,176.99942508813015,353.9988501762603,42.00935722028406,1344.29943104909,0,NOOP,False,,
2195,double_dqn,dueling,11,,,1.0,1.0,0.71351,0.0003778079990297556,0.1414913684129715,0.15162372589111328,0.13188771903514862,0.11404059827327728,0.11448977142572403,0.026297815144062042,0.037395283579826355,0.0384628102183342,2196,10000,0.2196,352.93350744639736,352.93350744639736,300,True,5,2000,0.0,0.0,3,LEFT,random,441,645,603,507,1794,402,0.8169398907103825,0,1098,2,2,352.93350744639736,176.46675372319868,2,2,176.46675372319868,352.93350744639736,176.46675372319868,352.93350744639736,48.214960033660844,1542.878721077147,3,LEFT,False,,
2196,double_dqn,dueling,11,,,1.0,1.0,0.713425,0.0003778079990297556,0.1414913684129715,0.15162372589111328,0.13188771903514862,0.11404059827327728,0.11448977142572403,0.026297815144062042,0.037395283579826355,0.0384628102183342,2196,10000,0.2196,352.9289356970884,352.9289356970884,300,True,5,2000,0.0,0.0,2,RIGHT,random,441,645,603,507,1794,402,0.8169398907103825,1,1098,2,2,352.9289356970884,176.4644678485442,2,2,176.4644678485442,352.9289356970884,176.4644678485442,352.9289356970884,48.214335477744314,1542.858735287818,2,RIGHT,False,,
2224,double_dqn,dueling,12,1.0,170,0.0,0.0,0.711045,,,,,,,,,,2224,10000,0.2224,352.026405008826,352.026405008826,307,True,5,2000,0.0,0.0,0,NOOP,greedy,452,654,606,512,1814,410,0.8156474820143885,1,1112,2,2,352.026405008826,176.013202504413,2,2,176.013202504413,352.026405008826,176.013202504413,352.026405008826,48.59357299357445,1554.9943357943823,0,NOOP,False,,
2289,double_dqn,dueling,13,2.0,197,0.0,0.0,0.70552,,,,,,,,,,2290,10000,0.229,349.75930296825624,349.75930296825624,323,False,5,2000,0.0,0.0,3,LEFT,greedy,472,675,615,528,1863,427,0.8135371179039301,0,1145,2,2,349.75930296825624,174.87965148412812,2,2,174.87965148412812,349.75930296825624,174.87965148412812,349.75930296825624,49.33286238373221,1578.6515962794308,3,LEFT,False,,
2539,double_dqn,dueling,14,0.0,125,0.0,0.0,0.68427,,,,,,,,,,2540,10000,0.254,346.3981769753843,346.3981769753843,386,True,6,2500,0.0,0.0,1,FIRE,random,517,756,655,612,2031,509,0.7996062992125984,0,1270,2,2,346.3981769753843,173.19908848769214,2,2,173.19908848769214,346.3981769753843,173.19908848769214,346.3981769753843,52.641612721456035,1684.531607086593,1,FIRE,False,,
2595,double_dqn,dueling,14,,,0.0,0.0,0.6795100000000001,1.4492270565824583e-05,0.11408597975969315,0.12061398476362228,0.10810805857181549,0.1177063062787056,0.11864874511957169,0.0047095464542508125,0.009029261767864227,0.005399603396654129,2596,10000,0.2596,346.2404832205301,346.2404832205301,400,True,6,2500,0.0,0.0,3,LEFT,greedy,532,769,663,632,2069,527,0.7969953775038521,0,1298,2,2,346.2404832205301,173.12024161026505,2,2,173.12024161026505,346.2404832205301,173.12024161026505,346.2404832205301,53.34984333136057,1707.1949866035382,3,LEFT,False,,
2596,double_dqn,dueling,14,,,2.0,2.0,0.6794250000000001,1.4492270565824583e-05,0.11408597975969315,0.12061398476362228,0.10810805857181549,0.1177063062787056,0.11864874511957169,0.0047095464542508125,0.009029261767864227,0.005399603396654129,2596,10000,0.2596,346.23709828353594,346.23709828353594,400,True,6,2500,0.0,0.0,3,LEFT,greedy,532,769,663,632,2069,527,0.7969953775038521,1,1298,2,2,346.23709828353594,173.11854914176797,2,2,173.11854914176797,346.23709828353594,173.11854914176797,346.23709828353594,53.34932176942002,1707.1782966214407,3,LEFT,False,,
2622,double_dqn,dueling,15,2.0,199,0.0,0.0,0.677215,,,,,,,,,,2622,10000,0.2622,346.158985829453,346.158985829453,406,False,6,2500,0.0,0.0,2,RIGHT,greedy,535,774,671,642,2088,534,0.7963386727688787,1,1311,2,2,346.158985829453,173.0794929147265,2,2,173.0794929147265,346.158985829453,173.0794929147265,346.158985829453,53.600514205475946,1715.2164545752303,2,RIGHT,False,,
2845,double_dqn,dueling,16,1.0,153,0.0,0.0,0.6582600000000001,,,,,,,,,,2846,10000,0.2846,344.91255435933346,344.91255435933346,462,False,6,2500,0.0,0.0,3,LEFT,random,594,846,714,692,2227,619,0.7825017568517217,0,1423,2,2,344.91255435933346,172.45627717966673,2,2,172.45627717966673,344.91255435933346,172.45627717966673,344.91255435933346,55.99072386296981,1791.7031636150339,3,LEFT,False,,
