global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
501195,double_dqn,dueling,1222,,,16.0,16.0,0.05,0.003066935343667865,2.2784059047698975,2.8257346153259277,1.3287787437438965,2.312619686126709,2.8107211589813232,0.04882767051458359,0.3043515682220459,0.35188499093055725,1196,10000,0.1196,208.19272128293957,208.19272128293957,124300,True,1003,501000,0.0,0.0,3,LEFT,greedy,89950,115395,129064,166787,29170,472026,0.05820078372532901,0,250598,2,2,208.19272128293957,104.09636064146979,2,2,104.09636064146979,208.19272128293957,104.09636064146979,208.19272128293957,8.529634902060234,272.9483168659275,3,LEFT,False,,
501196,double_dqn,dueling,1222,,,13.0,13.0,0.05,0.003066935343667865,2.2784059047698975,2.8257346153259277,1.3287787437438965,2.312619686126709,2.8107211589813232,0.04882767051458359,0.3043515682220459,0.35188499093055725,1196,10000,0.1196,208.18702798411164,208.18702798411164,124300,True,1003,501000,0.0,0.0,0,NOOP,greedy,89950,115395,129064,166787,29170,472026,0.05820078372532901,1,250598,2,2,208.18702798411164,104.09351399205582,2,2,104.09351399205582,208.18702798411164,104.09351399205582,208.18702798411164,8.529401648178487,272.9408527417116,0,NOOP,False,,
501310,double_dqn,dueling,1223,14.0,689,0.0,0.0,0.05,,,,,,,,,,1310,10000,0.131,201.50409423832815,201.50409423832815,124328,False,1003,501000,0.0,0.0,0,NOOP,greedy,89982,115409,129102,166817,29176,472134,0.05819951726476631,1,250655,2,2,201.50409423832815,100.75204711916408,2,2,100.75204711916408,201.50409423832815,100.75204711916408,201.50409423832815,11.84413378347425,379.012281071176,0,NOOP,False,,
501595,double_dqn,dueling,1223,,,29.0,23.0,0.05,0.005788958631455898,2.1125805377960205,3.0895626544952393,0.9868700504302979,2.1343531608581543,3.134976625442505,0.0613468661904335,0.48660004138946533,0.3441411852836609,1596,10000,0.1596,192.93849694857656,192.93849694857656,124400,True,1004,501500,0.0,0.0,3,LEFT,greedy,90081,115438,129175,166902,29190,472406,0.05819424397323743,0,250798,2,2,192.93849694857656,96.46924847428828,2,2,96.46924847428828,192.93849694857656,96.46924847428828,192.93849694857656,18.012428599835783,576.397715194745,3,LEFT,False,,
501596,double_dqn,dueling,1223,,,3.0,3.0,0.05,0.005788958631455898,2.1125805377960205,3.0895626544952393,0.9868700504302979,2.1343531608581543,3.134976625442505,0.0613468661904335,0.48660004138946533,0.3441411852836609,1596,10000,0.1596,192.9354438733886,192.9354438733886,124400,True,1004,501500,0.0,0.0,3,LEFT,greedy,90081,115438,129175,166902,29190,472406,0.05819424397323743,1,250798,2,2,192.9354438733886,96.4677219366943,2,2,96.4677219366943,192.9354438733886,96.4677219366943,192.9354438733886,18.0121435696334,576.3885942282687,3,LEFT,False,,
501601,double_dqn,dueling,1224,29.0,875,0.0,0.0,0.05,,,,,,,,,,1602,10000,0.1602,192.87211598624148,192.87211598624148,124401,False,1004,501500,0.0,0.0,0,NOOP,greedy,90082,115438,129177,166905,29191,472411,0.0581955414850818,0,250801,2,2,192.87211598624148,96.43605799312074,2,2,96.43605799312074,192.87211598624148,96.43605799312074,192.87211598624148,18.059186890097518,577.8939804831206,0,NOOP,False,,
501995,double_dqn,dueling,1224,,,4.0,4.0,0.05,0.0017203420866280794,2.381317615509033,3.343315601348877,0.3729027807712555,2.3902173042297363,3.2936325073242188,0.04625444486737251,0.14814066886901855,0.17577116191387177,1996,10000,0.1996,189.44080131446805,189.44080131446805,124500,True,1004,501500,0.0,0.0,0,NOOP,greedy,90216,115479,129266,167035,29210,472786,0.05818771464314457,0,250998,2,2,189.44080131446805,94.72040065723402,2,2,94.72040065723402,189.44080131446805,94.72040065723402,189.44080131446805,23.63264505375879,756.2446417202813,0,NOOP,False,,
501996,double_dqn,dueling,1224,,,8.0,8.0,0.05,0.0017203420866280794,2.381317615509033,3.343315601348877,0.3729027807712555,2.3902173042297363,3.2936325073242188,0.04625444486737251,0.14814066886901855,0.17577116191387177,1996,10000,0.1996,189.43833271075482,189.43833271075482,124500,True,1004,501500,0.0,0.0,0,NOOP,greedy,90216,115479,129266,167035,29210,472786,0.05818771464314457,1,250998,2,2,189.43833271075482,94.71916635537741,2,2,94.71916635537741,189.43833271075482,94.71916635537741,189.43833271075482,23.632337096682342,756.2347870938349,0,NOOP,False,,
502360,double_dqn,dueling,1225,12.0,525,0.0,0.0,0.05,,,,,,,,,,2360,10000,0.236,186.10459944261106,186.10459944261106,124591,True,1005,502000,0.0,0.0,3,LEFT,greedy,90351,115532,129336,167141,29228,473132,0.05818138386814237,1,251180,2,2,186.10459944261106,93.05229972130553,2,2,93.05229972130553,186.10459944261106,93.05229972130553,186.10459944261106,26.811679580715154,857.9737465828849,3,LEFT,False,,
502395,double_dqn,dueling,1225,,,8.0,8.0,0.05,0.0015688008861616254,2.375309467315674,3.0945582389831543,0.24516476690769196,2.3968236446380615,3.116712808609009,0.040211305022239685,0.1923508644104004,0.16763581335544586,2396,10000,0.2396,185.5121097008793,185.5121097008793,124600,True,1005,502000,0.0,0.0,0,NOOP,greedy,90368,115541,129340,167147,29230,473166,0.05818119571015693,0,251198,2,2,185.5121097008793,92.75605485043965,2,2,92.75605485043965,185.5121097008793,92.75605485043965,185.5121097008793,27.02158860000287,864.6908352000919,0,NOOP,False,,
