schema_version,policy_type,action_distribution_semantics,evaluation_seed,seed_index,episode_index,episode_seed,episode_return,episode_length,terminated,truncated,time_limit,time_limit_source,complete,stop_reason,action_noop,action_fire,action_right,action_left,action_distribution_json,requested_action_noop,requested_action_fire,requested_action_right,requested_action_left,executed_action_noop,executed_action_fire,executed_action_right,executed_action_left,requested_action_distribution_json,executed_action_distribution_json,auto_fire_count,auto_fire_reason_counts_json
2,dqn,executed/wrapper-resolved action,101,0,1,101,8.0,479,True,False,False,,True,terminated,158,88,92,141,"{""FIRE"": 88, ""LEFT"": 141, ""NOOP"": 158, ""RIGHT"": 92}",164,81,93,141,158,88,92,141,"{""FIRE"": 81, ""LEFT"": 141, ""NOOP"": 164, ""RIGHT"": 93}","{""FIRE"": 88, ""LEFT"": 141, ""NOOP"": 158, ""RIGHT"": 92}",11,"{""after_life_loss"": 8, ""initial_serve"": 3}"
2,dqn,executed/wrapper-resolved action,101,0,2,102,12.0,529,True,False,False,,True,terminated,130,180,82,137,"{""FIRE"": 180, ""LEFT"": 137, ""NOOP"": 130, ""RIGHT"": 82}",133,174,82,140,130,180,82,137,"{""FIRE"": 174, ""LEFT"": 140, ""NOOP"": 133, ""RIGHT"": 82}","{""FIRE"": 180, ""LEFT"": 137, ""NOOP"": 130, ""RIGHT"": 82}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,3,103,10.0,522,True,False,False,,True,terminated,158,125,103,136,"{""FIRE"": 125, ""LEFT"": 136, ""NOOP"": 158, ""RIGHT"": 103}",163,118,103,138,158,125,103,136,"{""FIRE"": 118, ""LEFT"": 138, ""NOOP"": 163, ""RIGHT"": 103}","{""FIRE"": 125, ""LEFT"": 136, ""NOOP"": 158, ""RIGHT"": 103}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,4,104,9.0,425,True,False,False,,True,terminated,142,116,60,107,"{""FIRE"": 116, ""LEFT"": 107, ""NOOP"": 142, ""RIGHT"": 60}",147,109,60,109,142,116,60,107,"{""FIRE"": 109, ""LEFT"": 109, ""NOOP"": 147, ""RIGHT"": 60}","{""FIRE"": 116, ""LEFT"": 107, ""NOOP"": 142, ""RIGHT"": 60}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,5,105,13.0,619,True,False,False,,True,terminated,205,112,103,199,"{""FIRE"": 112, ""LEFT"": 199, ""NOOP"": 205, ""RIGHT"": 103}",209,103,103,204,205,112,103,199,"{""FIRE"": 103, ""LEFT"": 204, ""NOOP"": 209, ""RIGHT"": 103}","{""FIRE"": 112, ""LEFT"": 199, ""NOOP"": 205, ""RIGHT"": 103}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,1,202,15.0,541,True,False,False,,True,terminated,138,192,84,127,"{""FIRE"": 192, ""LEFT"": 127, ""NOOP"": 138, ""RIGHT"": 84}",140,185,85,131,138,192,84,127,"{""FIRE"": 185, ""LEFT"": 131, ""NOOP"": 140, ""RIGHT"": 85}","{""FIRE"": 192, ""LEFT"": 127, ""NOOP"": 138, ""RIGHT"": 84}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,2,203,16.0,749,True,False,False,,True,terminated,265,159,127,198,"{""FIRE"": 159, ""LEFT"": 198, ""NOOP"": 265, ""RIGHT"": 127}",270,151,128,200,265,159,127,198,"{""FIRE"": 151, ""LEFT"": 200, ""NOOP"": 270, ""RIGHT"": 128}","{""FIRE"": 159, ""LEFT"": 198, ""NOOP"": 265, ""RIGHT"": 127}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,3,204,7.0,365,True,False,False,,True,terminated,138,105,48,74,"{""FIRE"": 105, ""LEFT"": 74, ""NOOP"": 138, ""RIGHT"": 48}",144,97,48,76,138,105,48,74,"{""FIRE"": 97, ""LEFT"": 76, ""NOOP"": 144, ""RIGHT"": 48}","{""FIRE"": 105, ""LEFT"": 74, ""NOOP"": 138, ""RIGHT"": 48}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,4,205,14.0,605,True,False,False,,True,terminated,236,143,77,149,"{""FIRE"": 143, ""LEFT"": 149, ""NOOP"": 236, ""RIGHT"": 77}",244,135,77,149,236,143,77,149,"{""FIRE"": 135, ""LEFT"": 149, ""NOOP"": 244, ""RIGHT"": 77}","{""FIRE"": 143, ""LEFT"": 149, ""NOOP"": 236, ""RIGHT"": 77}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,5,206,12.0,545,True,False,False,,True,terminated,134,194,69,148,"{""FIRE"": 194, ""LEFT"": 148, ""NOOP"": 134, ""RIGHT"": 69}",137,189,69,150,134,194,69,148,"{""FIRE"": 189, ""LEFT"": 150, ""NOOP"": 137, ""RIGHT"": 69}","{""FIRE"": 194, ""LEFT"": 148, ""NOOP"": 134, ""RIGHT"": 69}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
