global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
395,double_dqn,dueling,1,2.0,198,0.0,0.0,0.86651,,,,,,,,,,396,10000,0.0396,261.8466430567059,261.8466430567059,0,False,1,0,0.0,0.0,1,FIRE,random,91,104,126,75,362,34,0.9141414141414141,0,198,2,2,261.8466430567059,130.92332152835294,2,2,130.92332152835294,261.8466430567059,130.92332152835294,261.8466430567059,0.0,0.0,1,FIRE,False,,
598,double_dqn,dueling,2,4.0,299,0.0,0.0,0.849255,,,,,,,,,,598,10000,0.0598,318.76784607517084,318.76784607517084,0,False,2,500,0.0,0.0,1,FIRE,random,134,168,182,114,538,60,0.8996655518394648,1,299,2,2,318.76784607517084,159.38392303758542,2,2,159.38392303758542,318.76784607517084,159.38392303758542,318.76784607517084,0.0,0.0,1,FIRE,False,,
645,double_dqn,dueling,3,0.0,125,0.0,0.0,0.84526,,,,,,,,,,646,10000,0.0646,330.5153066490049,330.5153066490049,0,False,2,500,0.0,0.0,1,FIRE,random,145,178,204,119,573,73,0.8869969040247678,0,323,2,2,330.5153066490049,165.25765332450246,2,2,165.25765332450246,330.5153066490049,165.25765332450246,330.5153066490049,0.0,0.0,1,FIRE,False,,
902,double_dqn,dueling,4,1.0,152,0.0,0.0,0.823415,,,,,,,,,,902,10000,0.0902,385.6633291867783,385.6633291867783,0,False,2,500,0.0,0.0,0,NOOP,random,194,248,281,179,791,111,0.876940133037694,1,451,2,2,385.6633291867783,192.83166459338915,2,2,192.83166459338915,385.6633291867783,192.83166459338915,385.6633291867783,0.0,0.0,0,NOOP,False,,
951,double_dqn,dueling,5,1.0,153,0.0,0.0,0.81925,,,,,,,,,,952,10000,0.0952,393.7805505713615,393.7805505713615,0,False,2,500,0.0,0.0,1,FIRE,random,203,263,299,187,834,118,0.8760504201680672,0,476,2,2,393.7805505713615,196.89027528568076,2,2,196.89027528568076,393.7805505713615,196.89027528568076,393.7805505713615,0.0,0.0,1,FIRE,False,,
1257,double_dqn,dueling,6,1.0,153,0.0,0.0,0.7932400000000001,,,,,,,,,,1258,10000,0.1258,388.97727456542594,388.97727456542594,65,False,3,1000,0.0,0.0,2,RIGHT,random,270,343,382,263,1089,169,0.8656597774244833,0,629,2,2,388.97727456542594,194.48863728271297,2,2,194.48863728271297,388.97727456542594,194.48863728271297,388.97727456542594,20.098189862283533,643.1420755930731,2,RIGHT,False,,
1395,double_dqn,dueling,6,,,1.0,1.0,0.78151,4.633356002159417e-05,0.046314842998981476,0.052241720259189606,0.03709564730525017,0.03931887447834015,0.040213800966739655,0.00872863456606865,0.012995488941669464,0.010019282810389996,1396,10000,0.1396,384.1538729000408,384.1538729000408,100,True,3,1000,0.0,0.0,3,LEFT,random,293,382,428,293,1195,201,0.8560171919770774,0,698,2,2,384.1538729000408,192.0769364500204,2,2,192.0769364500204,384.1538729000408,192.0769364500204,384.1538729000408,27.518185737825274,880.5819436104088,3,LEFT,False,,
1396,double_dqn,dueling,6,,,3.0,3.0,0.781425,4.633356002159417e-05,0.046314842998981476,0.052241720259189606,0.03709564730525017,0.03931887447834015,0.040213800966739655,0.00872863456606865,0.012995488941669464,0.010019282810389996,1396,10000,0.1396,384.14549010509234,384.14549010509234,100,True,3,1000,0.0,0.0,1,FIRE,random,293,382,428,293,1195,201,0.8560171919770774,1,698,2,2,384.14549010509234,192.07274505254617,2,2,192.07274505254617,384.14549010509234,192.07274505254617,384.14549010509234,27.517585251081112,880.5627280345956,1,FIRE,False,,
1400,double_dqn,dueling,7,3.0,249,0.0,0.0,0.781085,,,,,,,,,,1400,10000,0.14,383.2904527247332,383.2904527247332,101,True,3,1000,0.0,0.0,2,RIGHT,greedy,293,383,430,294,1198,202,0.8557142857142858,1,700,2,2,383.2904527247332,191.6452263623666,2,2,191.6452263623666,383.2904527247332,191.6452263623666,383.2904527247332,27.651668375141465,884.8533880045269,2,RIGHT,False,,
1597,double_dqn,dueling,8,1.0,170,0.0,0.0,0.76434,,,,,,,,,,1598,10000,0.1598,379.4510222308287,379.4510222308287,150,False,4,1500,0.0,0.0,2,RIGHT,greedy,350,438,475,335,1351,247,0.8454317897371715,0,799,2,2,379.4510222308287,189.72551111541435,2,2,189.72551111541435,379.4510222308287,189.72551111541435,379.4510222308287,35.61805590402022,1139.777788928647,2,RIGHT,False,,
