global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,terminated,truncated,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
247,double_dqn,dueling,2,0.0,124,0.0,0.0,0.87909,,,,,,,,,,248,10000,0.0248,333.9699860748041,333.9699860748041,0,False,1,0,0.0,0.0,True,False,0,NOOP,random,42,73,83,50,223,25,0.8991935483870968,0,124,2,2,333.9699860748041,166.98499303740206,2,2,166.98499303740206,333.9699860748041,166.98499303740206,333.9699860748041,0.0,0.0,0,NOOP,False,,
248,double_dqn,dueling,2,0.0,124,0.0,0.0,0.879005,,,,,,,,,,248,10000,0.0248,333.9390017695864,333.9390017695864,0,False,1,0,0.0,0.0,True,False,3,LEFT,random,42,73,83,50,223,25,0.8991935483870968,1,124,2,2,333.9390017695864,166.9695008847932,2,2,166.9695008847932,333.9390017695864,166.9695008847932,333.9390017695864,0.0,0.0,3,LEFT,False,,
643,double_dqn,dueling,4,2.0,198,0.0,0.0,0.84543,,,,,,,,,,644,10000,0.0644,487.1406222439645,487.1406222439645,0,False,2,500,0.0,0.0,True,False,0,NOOP,random,122,180,215,127,560,84,0.8695652173913043,0,322,2,2,487.1406222439645,243.57031112198226,2,2,243.57031112198226,487.1406222439645,243.57031112198226,487.1406222439645,0.0,0.0,0,NOOP,False,,
644,double_dqn,dueling,4,2.0,198,0.0,0.0,0.845345,,,,,,,,,,644,10000,0.0644,487.11549266929865,487.11549266929865,0,False,2,500,0.0,0.0,True,False,2,RIGHT,greedy,122,180,215,127,560,84,0.8695652173913043,1,322,2,2,487.11549266929865,243.55774633464932,2,2,243.55774633464932,487.11549266929865,243.55774633464932,487.11549266929865,0.0,0.0,2,RIGHT,False,,
892,double_dqn,dueling,5,0.0,124,0.0,0.0,0.824265,,,,,,,,,,892,10000,0.0892,530.3571812639917,530.3571812639917,0,False,2,500,0.0,0.0,True,False,2,RIGHT,greedy,174,242,290,186,770,122,0.8632286995515696,1,446,2,2,530.3571812639917,265.17859063199586,2,2,265.17859063199586,530.3571812639917,265.17859063199586,530.3571812639917,0.0,0.0,2,RIGHT,False,,
1099,double_dqn,dueling,6,3.0,228,0.0,0.0,0.80667,,,,,,,,,,1100,10000,0.11,438.7902377459416,438.7902377459416,26,True,3,1000,0.0,0.0,True,False,1,FIRE,random,219,310,354,217,932,168,0.8472727272727273,0,550,2,2,438.7902377459416,219.3951188729708,2,2,219.3951188729708,438.7902377459416,219.3951188729708,438.7902377459416,10.37140561944953,331.88497982238493,1,FIRE,False,,
1140,double_dqn,dueling,7,0.0,124,0.0,0.0,0.803185,,,,,,,,,,1140,10000,0.114,433.3086816141561,433.3086816141561,36,True,3,1000,0.0,0.0,True,False,3,LEFT,random,224,331,358,227,964,176,0.8456140350877193,1,570,2,2,433.3086816141561,216.65434080707806,2,2,216.65434080707806,433.3086816141561,216.65434080707806,433.3086816141561,13.68343205097335,437.8698256311472,3,LEFT,False,,
1395,double_dqn,dueling,7,,,1.0,1.0,0.78151,8.55939433677122e-05,0.040177859365940094,0.052412647753953934,0.0352829173207283,0.028500225394964218,0.030637986958026886,0.009704766795039177,0.051551349461078644,0.01093501690775156,1396,10000,0.1396,402.19499358130054,402.19499358130054,100,True,3,1000,0.0,0.0,False,False,3,LEFT,greedy,296,393,410,297,1172,224,0.839541547277937,0,698,2,2,402.19499358130054,201.09749679065027,2,2,201.09749679065027,402.19499358130054,201.09749679065027,402.19499358130054,28.81052962616766,921.9369480373651,3,LEFT,False,,
1396,double_dqn,dueling,7,,,1.0,1.0,0.781425,8.55939433677122e-05,0.040177859365940094,0.052412647753953934,0.0352829173207283,0.028500225394964218,0.030637986958026886,0.009704766795039177,0.051551349461078644,0.01093501690775156,1396,10000,0.1396,402.1800810929421,402.1800810929421,100,True,3,1000,0.0,0.0,False,False,3,LEFT,random,296,393,410,297,1172,224,0.839541547277937,1,698,2,2,402.1800810929421,201.09004054647104,2,2,201.09004054647104,402.1800810929421,201.09004054647104,402.1800810929421,28.809461396342556,921.9027646829618,3,LEFT,False,,
1403,double_dqn,dueling,8,1.0,152,0.0,0.0,0.78083,,,,,,,,,,1404,10000,0.1404,400.4455441596266,400.4455441596266,102,True,3,1000,0.0,0.0,True,False,2,RIGHT,random,299,393,412,300,1178,226,0.8390313390313391,0,702,2,2,400.4455441596266,200.2227720798133,2,2,200.2227720798133,400.4455441596266,200.2227720798133,400.4455441596266,29.092197652622446,930.9503248839183,2,RIGHT,False,,
