global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
501195,double_dqn,standard,1189,,,33.0,27.0,0.05,0.012667312286794186,2.6594934463500977,3.2122583389282227,2.1128008365631104,2.666254997253418,3.2708072662353516,0.05863292142748833,0.8686283826828003,0.5580621361732483,1196,10000,0.1196,571.6737383334781,571.6737383334781,124300,True,1003,501000,0.0,0.0,3,LEFT,greedy,99144,111761,117736,172555,29408,471788,0.05867564785034198,0,250598,2,2,571.6737383334781,285.83686916673906,2,2,285.83686916673906,571.6737383334781,285.83686916673906,571.6737383334781,23.421415700953535,749.4853024305131,3,LEFT,False,,
501196,double_dqn,standard,1189,,,15.0,15.0,0.05,0.012667312286794186,2.6594934463500977,3.2122583389282227,2.1128008365631104,2.666254997253418,3.2708072662353516,0.05863292142748833,0.8686283826828003,0.5580621361732483,1196,10000,0.1196,571.6537915826652,571.6537915826652,124300,True,1003,501000,0.0,0.0,3,LEFT,greedy,99144,111761,117736,172555,29408,471788,0.05867564785034198,1,250598,2,2,571.6537915826652,285.8268957913326,2,2,285.8268957913326,571.6537915826652,285.8268957913326,571.6537915826652,23.42059848457408,749.4591515063705,3,LEFT,False,,
501421,double_dqn,standard,1190,43.0,1309,0.0,0.0,0.05,,,,,,,,,,1422,10000,0.1422,529.5260682116683,529.5260682116683,124356,False,1003,501000,0.0,0.0,1,FIRE,greedy,99196,111821,117789,172616,29418,472004,0.0586691449517572,0,250711,2,2,529.5260682116683,264.76303410583415,2,2,264.76303410583415,529.5260682116683,264.76303410583415,529.5260682116683,39.10002613377298,1251.2008362807353,1,FIRE,False,,
501472,double_dqn,standard,1191,17.0,869,0.0,0.0,0.05,,,,,,,,,,1472,10000,0.1472,520.4787343673014,520.4787343673014,124369,True,1003,501000,0.0,0.0,1,FIRE,greedy,99201,111847,117798,172626,29419,472053,0.05866528938804161,1,250736,2,2,520.4787343673014,260.2393671836507,2,2,260.2393671836507,520.4787343673014,260.2393671836507,520.4787343673014,41.723159412596175,1335.1411012030776,1,FIRE,False,,
501595,double_dqn,standard,1191,,,1.0,1.0,0.05,0.0030556651763617992,2.4651906490325928,3.3591201305389404,0.4826737642288208,2.4563465118408203,3.391096830368042,0.056826602667570114,0.25861138105392456,0.36373838782310486,1596,10000,0.1596,502.0097374699076,502.0097374699076,124400,True,1004,501500,0.0,0.0,1,FIRE,greedy,99203,111876,117831,172686,29424,472172,0.05866075487045351,0,250798,2,2,502.0097374699076,251.0048687349538,2,2,251.0048687349538,502.0097374699076,251.0048687349538,502.0097374699076,46.86682386153899,1499.7383635692477,1,FIRE,False,,
501596,double_dqn,standard,1191,,,1.0,1.0,0.05,0.0030556651763617992,2.4651906490325928,3.3591201305389404,0.4826737642288208,2.4563465118408203,3.391096830368042,0.056826602667570114,0.25861138105392456,0.36373838782310486,1596,10000,0.1596,501.9978476292272,501.9978476292272,124400,True,1004,501500,0.0,0.0,2,RIGHT,greedy,99203,111876,117831,172686,29424,472172,0.05866075487045351,1,250798,2,2,501.9978476292272,250.9989238146136,2,2,250.9989238146136,501.9978476292272,250.9989238146136,501.9978476292272,46.86571384508449,1499.7028430427038,2,RIGHT,False,,
501995,double_dqn,standard,1191,,,6.0,6.0,0.05,0.00040962384082376957,2.589186191558838,3.247222423553467,1.670720100402832,2.61075496673584,3.2730612754821777,0.02401529625058174,0.06688189506530762,0.08047328889369965,1996,10000,0.1996,471.3372520266229,471.3372520266229,124500,True,1004,501500,0.0,0.0,2,RIGHT,greedy,99208,111980,117929,172879,29449,472547,0.05866381405429525,0,250998,2,2,471.3372520266229,235.66862601331144,2,2,235.66862601331144,471.3372520266229,235.66862601331144,471.3372520266229,58.799086049413376,1881.570753581228,2,RIGHT,False,,
501996,double_dqn,standard,1191,,,5.0,5.0,0.05,0.00040962384082376957,2.589186191558838,3.247222423553467,1.670720100402832,2.61075496673584,3.2730612754821777,0.02401529625058174,0.06688189506530762,0.08047328889369965,1996,10000,0.1996,471.3287264599563,471.3287264599563,124500,True,1004,501500,0.0,0.0,1,FIRE,greedy,99208,111980,117929,172879,29449,472547,0.05866381405429525,1,250998,2,2,471.3287264599563,235.66436322997814,2,2,235.66436322997814,471.3287264599563,235.66436322997814,471.3287264599563,58.79802248924304,1881.5367196557772,1,FIRE,False,,
502395,double_dqn,standard,1191,,,14.0,11.0,0.05,0.001756884972564876,2.4487929344177246,3.2602200508117676,0.31927552819252014,2.461172103881836,3.327549695968628,0.03688056766986847,0.19441163539886475,0.14251427352428436,2396,10000,0.2396,444.64181559346514,444.64181559346514,124600,True,1005,502000,0.0,0.0,3,LEFT,greedy,99246,112081,118029,173040,29462,472934,0.05864298282629639,0,251198,2,2,444.64181559346514,222.32090779673257,2,2,222.32090779673257,444.64181559346514,222.32090779673257,444.64181559346514,64.76627447500807,2072.5207832002584,3,LEFT,False,,
502396,double_dqn,standard,1191,,,8.0,8.0,0.05,0.001756884972564876,2.4487929344177246,3.2602200508117676,0.31927552819252014,2.461172103881836,3.327549695968628,0.03688056766986847,0.19441163539886475,0.14251427352428436,2396,10000,0.2396,444.6342408299801,444.6342408299801,124600,True,1005,502000,0.0,0.0,3,LEFT,greedy,99246,112081,118029,173040,29462,472934,0.05864298282629639,1,251198,2,2,444.6342408299801,222.31712041499006,2,2,222.31712041499006,444.6342408299801,222.31712041499006,444.6342408299801,64.76517113925837,2072.485476456268,3,LEFT,False,,
