global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
395,double_dqn,1,2.0,198,0.0,0.0,0.86651,,,,,,,,,,396,10000,0.0396,507.35719176724564,507.35719176724564,0,False,1,0,0.0,0.0,1,FIRE,random,91,104,126,75,362,34,0.9141414141414141,0,198,2,2,507.35719176724564,253.67859588362282,2,2,,,1,FIRE,False,,
598,double_dqn,2,4.0,299,0.0,0.0,0.849255,,,,,,,,,,598,10000,0.0598,512.5367077935967,512.5367077935967,0,False,2,500,0.0,0.0,1,FIRE,random,134,168,182,114,538,60,0.8996655518394648,1,299,2,2,512.5367077935967,256.2683538967984,2,2,,,1,FIRE,False,,
645,double_dqn,3,0.0,125,0.0,0.0,0.84526,,,,,,,,,,646,10000,0.0646,501.9743677702639,501.9743677702639,0,False,2,500,0.0,0.0,1,FIRE,random,145,178,204,119,573,73,0.8869969040247678,0,323,2,2,501.9743677702639,250.98718388513194,2,2,,,1,FIRE,False,,
902,double_dqn,4,1.0,152,0.0,0.0,0.823415,,,,,,,,,,902,10000,0.0902,549.5778303366034,549.5778303366034,0,False,2,500,0.0,0.0,0,NOOP,random,194,248,281,179,791,111,0.876940133037694,1,451,2,2,549.5778303366034,274.7889151683017,2,2,,,0,NOOP,False,,
951,double_dqn,5,1.0,153,0.0,0.0,0.81925,,,,,,,,,,952,10000,0.0952,552.3411081770643,552.3411081770643,0,False,2,500,0.0,0.0,1,FIRE,random,203,263,299,187,834,118,0.8760504201680672,0,476,2,2,552.3411081770643,276.1705540885321,2,2,,,1,FIRE,False,,
1257,double_dqn,6,1.0,153,0.0,0.0,0.7932400000000001,,,,,,,,,,1258,10000,0.1258,487.760601491421,487.760601491421,65,False,3,1000,0.0,0.0,2,RIGHT,random,271,342,385,260,1089,169,0.8656597774244833,0,629,2,2,487.760601491421,243.8803007457105,2,2,,,2,RIGHT,False,,
1300,double_dqn,7,2.0,199,0.0,0.0,0.789585,,,,,,,,,,1300,10000,0.13,483.2278849476089,483.2278849476089,76,True,3,1000,0.0,0.0,2,RIGHT,greedy,277,351,404,268,1119,181,0.8607692307692307,1,650,2,2,483.2278849476089,241.61394247380446,2,2,,,2,RIGHT,False,,
1395,double_dqn,7,,,1.0,1.0,0.78151,3.287161234766245e-05,0.03406815230846405,0.04279575124382973,0.02035810798406601,0.03565908223390579,0.036102499812841415,0.006227139849215746,0.015314111486077309,0.004487480036914349,1396,10000,0.1396,474.3444871732466,474.3444871732466,100,True,3,1000,0.0,0.0,3,LEFT,random,293,382,431,290,1195,201,0.8560171919770774,0,698,2,2,474.3444871732466,237.1722435866233,2,2,,,3,LEFT,False,,
1396,double_dqn,7,,,0.0,0.0,0.781425,3.287161234766245e-05,0.03406815230846405,0.04279575124382973,0.02035810798406601,0.03565908223390579,0.036102499812841415,0.006227139849215746,0.015314111486077309,0.004487480036914349,1396,10000,0.1396,474.32490499318243,474.32490499318243,100,True,3,1000,0.0,0.0,1,FIRE,random,293,382,431,290,1195,201,0.8560171919770774,1,698,2,2,474.32490499318243,237.16245249659121,2,2,,,1,FIRE,False,,
1597,double_dqn,8,1.0,170,0.0,0.0,0.76434,,,,,,,,,,1598,10000,0.1598,458.5665336423022,458.5665336423022,150,False,4,1500,0.0,0.0,2,RIGHT,greedy,350,436,480,332,1351,247,0.8454317897371715,0,799,2,2,458.5665336423022,229.2832668211511,2,2,,,2,RIGHT,False,,
