global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
250,double_dqn,1,0.0,125,0.0,0.0,0.878835,,,,,,,,,,250,10000,0.025,428.8020505532095,428.8020505532095,0,False,1,0,0.0,0.0,0,NOOP,random,74,54,62,60,237,13,0.948,1,125,2,2,428.8020505532095,214.40102527660474,2,2,,,0,NOOP,False,,
433,double_dqn,2,2.0,217,0.0,0.0,0.86328,,,,,,,,,,434,10000,0.0434,507.8121160184275,507.8121160184275,0,False,1,0,0.0,0.0,1,FIRE,random,129,102,100,103,399,35,0.9193548387096774,0,217,2,2,507.8121160184275,253.90605800921375,2,2,,,1,FIRE,False,,
656,double_dqn,3,2.0,203,0.0,0.0,0.844325,,,,,,,,,,656,10000,0.0656,505.1383193293578,505.1383193293578,0,False,2,500,0.0,0.0,2,RIGHT,random,203,159,154,140,590,66,0.899390243902439,1,328,2,2,505.1383193293578,252.5691596646789,2,2,,,2,RIGHT,False,,
681,double_dqn,4,0.0,124,0.0,0.0,0.8422000000000001,,,,,,,,,,682,10000,0.0682,507.4031382739635,507.4031382739635,0,False,2,500,0.0,0.0,0,NOOP,random,213,166,158,145,613,69,0.8988269794721407,0,341,2,2,507.4031382739635,253.70156913698176,2,2,,,0,NOOP,False,,
904,double_dqn,5,0.0,124,0.0,0.0,0.823245,,,,,,,,,,904,10000,0.0904,546.0943171004824,546.0943171004824,0,False,2,500,0.0,0.0,0,NOOP,greedy,295,225,199,185,798,106,0.8827433628318584,1,452,2,2,546.0943171004824,273.0471585502412,2,2,,,0,NOOP,False,,
1021,double_dqn,6,1.0,170,0.0,0.0,0.8133,,,,,,,,,,1022,10000,0.1022,547.8927412091736,547.8927412091736,6,False,3,1000,0.0,0.0,3,LEFT,greedy,336,249,223,214,890,132,0.8708414872798435,0,511,2,2,547.8927412091736,273.9463706045868,2,2,,,3,LEFT,False,,
1246,double_dqn,7,1.0,171,0.0,0.0,0.7941750000000001,,,,,,,,,,1246,10000,0.1246,489.0973488349162,489.0973488349162,62,False,3,1000,0.0,0.0,0,NOOP,random,390,309,274,273,1074,172,0.8619582664526485,1,623,2,2,489.0973488349162,244.5486744174581,2,2,,,0,NOOP,False,,
1361,double_dqn,8,1.0,170,0.0,0.0,0.7844,,,,,,,,,,1362,10000,0.1362,475.616018776994,475.616018776994,91,False,3,1000,0.0,0.0,1,FIRE,random,424,332,295,311,1166,196,0.856093979441997,0,681,2,2,475.616018776994,237.808009388497,2,2,,,1,FIRE,False,,
1395,double_dqn,8,,,0.0,0.0,0.78151,0.0001150013049482368,0.012973450124263763,0.023269278928637505,0.008146518841385841,0.02598043531179428,0.02756781131029129,0.013887200504541397,0.023044606670737267,0.009113621897995472,1396,10000,0.1396,472.2531165413005,472.2531165413005,100,True,3,1000,0.0,0.0,0,NOOP,greedy,433,344,298,321,1195,201,0.8560171919770774,0,698,2,2,472.2531165413005,236.12655827065026,2,2,,,0,NOOP,False,,
1396,double_dqn,8,,,1.0,1.0,0.781425,0.0001150013049482368,0.012973450124263763,0.023269278928637505,0.008146518841385841,0.02598043531179428,0.02756781131029129,0.013887200504541397,0.023044606670737267,0.009113621897995472,1396,10000,0.1396,472.24373891926155,472.24373891926155,100,True,3,1000,0.0,0.0,1,FIRE,random,433,344,298,321,1195,201,0.8560171919770774,1,698,2,2,472.24373891926155,236.12186945963077,2,2,,,1,FIRE,False,,
