global_step,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,target_mean,gradient_norm,replay_size,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action_source
376,1,,,2.0,2.0,0.58125,0.0016405225032940507,0.20461565256118774,0.2519395649433136,0.163569375872612,0.09010128676891327,256,156.5942874838843,156.5942874838843,87,True,4,300,0.0,0.0,random
377,1,,,2.0,2.0,0.5804,,,,,,256,156.857719646663,156.857719646663,87,False,4,300,0.0,0.0,random
378,1,,,2.0,2.0,0.57955,,,,,,256,157.14125307001783,157.14125307001783,87,False,4,300,0.0,0.0,random
379,1,,,2.0,2.0,0.5787,,,,,,256,157.42700963566278,157.42700963566278,87,False,4,300,0.0,0.0,random
380,1,,,2.0,2.0,0.57785,0.0009157328167930245,0.1889970898628235,0.24327874183654785,0.16408154368400574,0.05380982160568237,256,156.67910231751708,156.67910231751708,88,True,4,300,0.0,0.0,random
381,1,,,2.0,2.0,0.577,,,,,,256,156.92907349788885,156.92907349788885,88,False,4,300,0.0,0.0,random
382,1,,,2.0,2.0,0.57615,,,,,,256,157.19883850424216,157.19883850424216,88,False,4,300,0.0,0.0,random
383,1,,,2.0,2.0,0.5753,,,,,,256,157.49385578750557,157.49385578750557,88,False,4,300,0.0,0.0,greedy
384,1,,,2.0,2.0,0.57445,0.001255204202607274,0.20589810609817505,0.23490211367607117,0.16404709219932556,0.08503713458776474,256,156.89228417499922,156.89228417499922,89,True,4,300,0.0,0.0,greedy
385,1,,,2.0,2.0,0.5736,,,,,,256,157.14880955841753,157.14880955841753,89,False,4,300,0.0,0.0,greedy
386,1,,,2.0,2.0,0.5727500000000001,,,,,,256,157.43937982088198,157.43937982088198,89,False,4,300,0.0,0.0,greedy
387,1,,,2.0,2.0,0.5719000000000001,,,,,,256,157.74614267865348,157.74614267865348,89,False,4,300,0.0,0.0,random
388,1,,,2.0,2.0,0.5710500000000001,0.00024252297589555383,0.1700798124074936,0.19760051369667053,0.16393572092056274,0.026333408430218697,256,157.14996707957494,157.14996707957494,90,True,4,300,0.0,0.0,greedy
389,1,,,2.0,2.0,0.5702,,,,,,256,157.40347232470185,157.40347232470185,90,False,4,300,0.0,0.0,random
390,1,,,2.0,2.0,0.56935,,,,,,256,157.70196374750364,157.70196374750364,90,False,4,300,0.0,0.0,random
391,1,,,2.0,2.0,0.5685,,,,,,256,158.01554460612098,158.01554460612098,90,False,4,300,0.0,0.0,random
392,1,,,2.0,2.0,0.56765,0.00015670061111450195,0.16010957956314087,0.1832774430513382,0.1638874113559723,0.018507715314626694,256,157.27874391227843,157.27874391227843,91,True,4,300,0.0,0.0,random
393,1,,,2.0,2.0,0.5668,,,,,,256,157.50783330635903,157.50783330635903,91,False,4,300,0.0,0.0,greedy
394,1,,,2.0,2.0,0.56595,,,,,,256,157.76408727243307,157.76408727243307,91,False,4,300,0.0,0.0,random
395,1,,,2.0,2.0,0.5650999999999999,,,,,,256,158.0597718821332,158.0597718821332,91,False,4,300,0.0,0.0,random
396,1,,,2.0,2.0,0.56425,0.00019747830810956657,0.16240906715393066,0.20664387941360474,0.16419941186904907,0.014356669038534164,256,157.36501658444882,157.36501658444882,92,True,4,300,0.0,0.0,random
397,1,,,2.0,2.0,0.5634,,,,,,256,157.59973303855003,157.59973303855003,92,False,4,300,0.0,0.0,random
398,1,,,2.0,2.0,0.56255,,,,,,256,157.85394781350155,157.85394781350155,92,False,4,300,0.0,0.0,random
399,1,,,2.0,2.0,0.5617000000000001,,,,,,256,158.11559184878217,158.11559184878217,92,False,4,300,0.0,0.0,random
400,1,,,2.0,2.0,0.5608500000000001,0.0002123263548128307,0.16303950548171997,0.19920745491981506,0.16389471292495728,0.01974763534963131,256,157.18205891282764,157.18205891282764,93,True,5,400,0.0,0.0,random
401,1,,,2.0,2.0,0.56,,,,,,256,157.37449423580347,157.37449423580347,93,False,5,400,0.0,0.0,random
402,1,,,2.0,2.0,0.55915,,,,,,256,157.60092192455576,157.60092192455576,93,False,5,400,0.0,0.0,greedy
403,1,,,2.0,2.0,0.5583,,,,,,256,157.8236656925033,157.8236656925033,93,False,5,400,0.0,0.0,greedy
404,1,,,2.0,2.0,0.55745,0.0011780612403526902,0.14470040798187256,0.19158852100372314,0.18902671337127686,0.06350862234830856,256,156.78279226433364,156.78279226433364,94,True,5,400,0.0,0.0,random
405,1,,,2.0,2.0,0.5566,,,,,,256,157.0124371276318,157.0124371276318,94,False,5,400,0.0,0.0,greedy
406,1,,,2.0,2.0,0.55575,,,,,,256,157.23735668410936,157.23735668410936,94,False,5,400,0.0,0.0,random
407,1,,,2.0,2.0,0.5549,,,,,,256,157.4379651853797,157.4379651853797,94,False,5,400,0.0,0.0,random
408,1,,,2.0,2.0,0.55405,0.0011755594750866294,0.1461879462003708,0.18561042845249176,0.18838675320148468,0.05959903448820114,256,156.60794559623113,156.60794559623113,95,True,5,400,0.0,0.0,random
409,1,,,2.0,2.0,0.5532000000000001,,,,,,256,156.8795438976285,156.8795438976285,95,False,5,400,0.0,0.0,random
410,1,,,2.0,2.0,0.5523500000000001,,,,,,256,157.15991638706777,157.15991638706777,95,False,5,400,0.0,0.0,random
411,1,,,2.0,2.0,0.5515000000000001,,,,,,256,157.42354272021674,157.42354272021674,95,False,5,400,0.0,0.0,greedy
412,1,,,2.0,2.0,0.5506500000000001,0.0006708813598379493,0.15753766894340515,0.1827234923839569,0.18826191127300262,0.04215509817004204,256,156.39757173734785,156.39757173734785,96,True,5,400,0.0,0.0,greedy
413,1,,,2.0,2.0,0.5498000000000001,,,,,,256,156.6174513720128,156.6174513720128,96,False,5,400,0.0,0.0,greedy
414,1,,,2.0,2.0,0.54895,,,,,,256,156.83386520572395,156.83386520572395,96,False,5,400,0.0,0.0,random
415,1,,,2.0,2.0,0.5481,,,,,,256,157.07876792369476,157.07876792369476,96,False,5,400,0.0,0.0,random
416,1,,,3.0,3.0,0.54725,0.000767082383390516,0.15596945583820343,0.1829765886068344,0.1885690987110138,0.044809840619564056,256,156.11797054763494,156.11797054763494,97,True,5,400,1.0,1.0,random
417,1,,,3.0,3.0,0.5464,,,,,,256,156.33586522456937,156.33586522456937,97,False,5,400,0.0,0.0,greedy
418,1,,,3.0,3.0,0.54555,,,,,,256,156.55991864508744,156.55991864508744,97,False,5,400,0.0,0.0,greedy
419,1,,,3.0,3.0,0.5447000000000001,,,,,,256,156.77421378001236,156.77421378001236,97,False,5,400,0.0,0.0,greedy
420,1,,,3.0,3.0,0.5438500000000001,0.0012101329630240798,0.14158745110034943,0.1535225361585617,0.18944019079208374,0.07033884525299072,256,155.8772978442267,155.8772978442267,98,True,5,400,0.0,0.0,random
421,1,,,3.0,3.0,0.543,,,,,,256,156.12684961422755,156.12684961422755,98,False,5,400,0.0,0.0,random
422,1,,,3.0,3.0,0.54215,,,,,,256,156.39946201476872,156.39946201476872,98,False,5,400,0.0,0.0,greedy
423,1,,,3.0,3.0,0.5413000000000001,,,,,,256,156.66168250277303,156.66168250277303,98,False,5,400,0.0,0.0,random
424,1,,,3.0,3.0,0.5404500000000001,0.0007428464596159756,0.15792593359947205,0.18482762575149536,0.18917447328567505,0.041534971445798874,256,156.14800547566284,156.14800547566284,99,True,5,400,0.0,0.0,random
425,1,,,3.0,3.0,0.5396000000000001,,,,,,256,156.41386076814013,156.41386076814013,99,False,5,400,0.0,0.0,greedy
426,1,,,3.0,3.0,0.5387500000000001,,,,,,256,156.6991133129682,156.6991133129682,99,False,5,400,0.0,0.0,random
427,1,,,3.0,3.0,0.5379,,,,,,256,156.98179088611127,156.98179088611127,99,False,5,400,0.0,0.0,greedy
428,1,,,3.0,3.0,0.53705,0.0005818142089992762,0.16013015806674957,0.1875060647726059,0.189077690243721,0.04399770870804787,256,156.31135014879118,156.31135014879118,100,True,5,400,0.0,0.0,greedy
429,1,,,3.0,3.0,0.5362,,,,,,256,156.53508816007766,156.53508816007766,100,False,5,400,0.0,0.0,random
430,1,,,3.0,3.0,0.53535,,,,,,256,156.77539125398553,156.77539125398553,100,False,5,400,0.0,0.0,greedy
431,1,,,3.0,3.0,0.5345,,,,,,256,157.05545580679933,157.05545580679933,100,False,5,400,0.0,0.0,greedy
432,1,,,3.0,3.0,0.53365,0.000994475674815476,0.14767959713935852,0.16833657026290894,0.18920080363750458,0.06276920437812805,256,156.5509336079615,156.5509336079615,101,True,5,400,0.0,0.0,random
433,1,,,3.0,3.0,0.5328,,,,,,256,156.80750636307224,156.80750636307224,101,False,5,400,0.0,0.0,random
434,1,,,3.0,3.0,0.53195,,,,,,256,157.05983411848862,157.05983411848862,101,False,5,400,0.0,0.0,random
435,1,,,3.0,3.0,0.5311,,,,,,256,157.33609376889206,157.33609376889206,101,False,5,400,0.0,0.0,greedy
436,1,,,3.0,3.0,0.5302500000000001,0.0005872666952200234,0.16221842169761658,0.1953744888305664,0.18873250484466553,0.040920477360486984,256,156.76072514012782,156.76072514012782,102,True,5,400,0.0,0.0,random
437,1,,,3.0,3.0,0.5294000000000001,,,,,,256,156.97339207564377,156.97339207564377,102,False,5,400,0.0,0.0,random
438,1,,,3.0,3.0,0.5285500000000001,,,,,,256,157.21179497649553,157.21179497649553,102,False,5,400,0.0,0.0,random
439,1,,,3.0,3.0,0.5277000000000001,,,,,,256,157.45044758117854,157.45044758117854,102,False,5,400,0.0,0.0,greedy
440,1,,,3.0,3.0,0.52685,0.0004700312274508178,0.17227809131145477,0.20047563314437866,0.1886526644229889,0.03450379893183708,256,156.93302087785767,156.93302087785767,103,True,5,400,0.0,0.0,random
441,1,,,3.0,3.0,0.526,,,,,,256,157.16645909483327,157.16645909483327,103,False,5,400,0.0,0.0,random
442,1,,,3.0,3.0,0.52515,,,,,,256,157.41463906135706,157.41463906135706,103,False,5,400,0.0,0.0,greedy
443,1,,,3.0,3.0,0.5243,,,,,,256,157.662467076905,157.662467076905,103,False,5,400,0.0,0.0,greedy
444,1,,,3.0,3.0,0.52345,0.00025129917776212096,0.178174689412117,0.2052171379327774,0.18873070180416107,0.021264005452394485,256,156.89811577277868,156.89811577277868,104,True,5,400,0.0,0.0,greedy
445,1,,,3.0,3.0,0.5226,,,,,,256,157.10595161780734,157.10595161780734,104,False,5,400,0.0,0.0,random
446,1,,,3.0,3.0,0.52175,,,,,,256,157.34026928831105,157.34026928831105,104,False,5,400,0.0,0.0,greedy
447,1,,,3.0,3.0,0.5209,,,,,,256,157.60076215662545,157.60076215662545,104,False,5,400,0.0,0.0,random
448,1,,,3.0,3.0,0.52005,0.0001624645956326276,0.1929681897163391,0.20851095020771027,0.18865662813186646,0.01705208234488964,256,156.83336629713787,156.83336629713787,105,True,5,400,0.0,0.0,greedy
449,1,,,3.0,3.0,0.5192000000000001,,,,,,256,157.0234124377892,157.0234124377892,105,False,5,400,0.0,0.0,random
450,1,,,3.0,3.0,0.5183500000000001,,,,,,256,157.21428583395564,157.21428583395564,105,False,5,400,0.0,0.0,random
451,1,,,3.0,3.0,0.5175000000000001,,,,,,256,157.4032525767973,157.4032525767973,105,False,5,400,0.0,0.0,greedy
452,1,,,3.0,3.0,0.51665,0.00023525299911852926,0.18283182382583618,0.2118263840675354,0.18902359902858734,0.023050645366311073,256,156.4175833186858,156.4175833186858,106,True,5,400,0.0,0.0,greedy
453,1,,,3.0,3.0,0.5158,,,,,,256,156.61080120841004,156.61080120841004,106,False,5,400,0.0,0.0,greedy
454,1,,,3.0,3.0,0.51495,,,,,,256,156.79844378746614,156.79844378746614,106,False,5,400,0.0,0.0,greedy
455,1,,,3.0,3.0,0.5141,,,,,,256,156.97024113223156,156.97024113223156,106,False,5,400,0.0,0.0,greedy
456,1,,,3.0,3.0,0.51325,0.00022742488363292068,0.1827549934387207,0.2148990035057068,0.18852044641971588,0.02475789375603199,256,156.1779796052277,156.1779796052277,107,True,5,400,0.0,0.0,random
457,1,,,3.0,3.0,0.5124,,,,,,256,156.34125608543795,156.34125608543795,107,False,5,400,0.0,0.0,greedy
458,1,,,3.0,3.0,0.51155,,,,,,256,156.53843616946273,156.53843616946273,107,False,5,400,0.0,0.0,greedy
459,1,,,3.0,3.0,0.5107,,,,,,256,156.72694587713016,156.72694587713016,107,False,5,400,0.0,0.0,random
460,1,,,3.0,3.0,0.50985,0.00026154788793064654,0.19653940200805664,0.2193116992712021,0.18848204612731934,0.02759167179465294,256,155.71903722601206,155.71903722601206,108,True,5,400,0.0,0.0,random
461,1,,,3.0,3.0,0.509,,,,,,256,155.89222038174228,155.89222038174228,108,False,5,400,0.0,0.0,random
462,1,,,3.0,3.0,0.50815,,,,,,256,156.08418694653585,156.08418694653585,108,False,5,400,0.0,0.0,random
463,1,,,3.0,3.0,0.5073000000000001,,,,,,256,156.27800472998496,156.27800472998496,108,False,5,400,0.0,0.0,greedy
464,1,,,3.0,3.0,0.5064500000000001,0.0002693579299375415,0.21082808077335358,0.21877972781658173,0.18844445049762726,0.03902505710721016,256,155.41126274881418,155.41126274881418,109,True,5,400,0.0,0.0,greedy
465,1,,,3.0,3.0,0.5056,,,,,,256,155.58088717019422,155.58088717019422,109,False,5,400,0.0,0.0,random
466,1,,,3.0,3.0,0.50475,,,,,,256,155.74803844659942,155.74803844659942,109,False,5,400,0.0,0.0,random
467,1,,,3.0,3.0,0.5039,,,,,,256,155.9337708212165,155.9337708212165,109,False,5,400,0.0,0.0,greedy
468,1,,,3.0,3.0,0.50305,0.00020460988162085414,0.2033926397562027,0.21776017546653748,0.18859702348709106,0.02843352220952511,256,155.06974692536733,155.06974692536733,110,True,5,400,0.0,0.0,random
469,1,,,3.0,3.0,0.5022,,,,,,256,155.249366729556,155.249366729556,110,False,5,400,0.0,0.0,greedy
470,1,,,3.0,3.0,0.5013500000000001,,,,,,256,155.44969247640205,155.44969247640205,110,False,5,400,0.0,0.0,random
471,1,,,3.0,3.0,0.5005000000000001,,,,,,256,155.65639475598476,155.65639475598476,110,False,5,400,0.0,0.0,greedy
472,1,,,3.0,3.0,0.49965000000000004,0.00023970847541932017,0.20868074893951416,0.21625587344169617,0.18892061710357666,0.034935638308525085,256,154.7823804005023,154.7823804005023,111,True,5,400,0.0,0.0,random
473,1,,,3.0,3.0,0.4988000000000001,,,,,,256,154.96421981012983,154.96421981012983,111,False,5,400,0.0,0.0,random
474,1,,,3.0,3.0,0.49795000000000006,,,,,,256,155.15570120021206,155.15570120021206,111,False,5,400,0.0,0.0,greedy
475,1,,,3.0,3.0,0.49710000000000004,,,,,,256,155.35525085498668,155.35525085498668,111,False,5,400,0.0,0.0,random
476,1,,,3.0,3.0,0.49625,0.00012846504978369921,0.20131033658981323,0.2110224962234497,0.18913371860980988,0.020846379920840263,256,154.51622188374904,154.51622188374904,112,True,5,400,0.0,0.0,greedy
477,1,,,3.0,3.0,0.49540000000000006,,,,,,256,154.6724153346571,154.6724153346571,112,False,5,400,0.0,0.0,greedy
478,1,,,3.0,3.0,0.49455000000000005,,,,,,256,154.86357313239614,154.86357313239614,112,False,5,400,0.0,0.0,random
479,1,,,3.0,3.0,0.4937,,,,,,256,155.02362136009285,155.02362136009285,112,False,5,400,0.0,0.0,greedy
480,1,,,3.0,3.0,0.49285000000000007,0.00012624269584193826,0.20226991176605225,0.20767156779766083,0.18834887444972992,0.026896754279732704,256,154.17855688493066,154.17855688493066,113,True,5,400,0.0,0.0,greedy
481,1,,,3.0,3.0,0.49200000000000005,,,,,,256,154.37436946189516,154.37436946189516,113,False,5,400,0.0,0.0,greedy
482,1,,,3.0,3.0,0.49115000000000003,,,,,,256,154.55106555012097,154.55106555012097,113,False,5,400,0.0,0.0,greedy
483,2,3.0,274,0.0,0.0,0.49030000000000007,,,,,,256,154.16389498711723,154.16389498711723,113,False,5,400,0.0,0.0,random
484,2,,,0.0,0.0,0.48945000000000005,0.062282491475343704,0.19521431624889374,0.20452210307121277,0.3136971592903137,0.270980566740036,256,153.6104989334352,153.6104989334352,114,True,5,400,0.0,0.0,random
485,2,,,0.0,0.0,0.48860000000000003,,,,,,256,153.81676154818803,153.81676154818803,114,False,5,400,0.0,0.0,greedy
486,2,,,0.0,0.0,0.48775,,,,,,256,154.04661437876462,154.04661437876462,114,False,5,400,0.0,0.0,random
487,2,,,0.0,0.0,0.48690000000000005,,,,,,256,154.26378937223444,154.26378937223444,114,False,5,400,0.0,0.0,random
488,2,,,0.0,0.0,0.48605000000000004,0.00010506618127692491,0.2026319056749344,0.2092592716217041,0.18842004239559174,0.024635151028633118,256,153.68997827645686,153.68997827645686,115,True,5,400,0.0,0.0,greedy
489,2,,,0.0,0.0,0.4852,,,,,,256,153.9018122166455,153.9018122166455,115,False,5,400,0.0,0.0,random
490,2,,,0.0,0.0,0.48435000000000006,,,,,,256,154.10202611067007,154.10202611067007,115,False,5,400,0.0,0.0,random
491,2,,,0.0,0.0,0.48350000000000004,,,,,,256,154.3161278086299,154.3161278086299,115,False,5,400,0.0,0.0,greedy
492,2,,,0.0,0.0,0.48265,0.00021666911197826266,0.2082851231098175,0.21458221971988678,0.18855898082256317,0.03571219742298126,256,153.67392660283164,153.67392660283164,116,True,5,400,0.0,0.0,random
493,2,,,0.0,0.0,0.48180000000000006,,,,,,256,153.89332795184197,153.89332795184197,116,False,5,400,0.0,0.0,random
494,2,,,0.0,0.0,0.48095000000000004,,,,,,256,154.10268130227973,154.10268130227973,116,False,5,400,0.0,0.0,random
495,2,,,0.0,0.0,0.4801,,,,,,256,154.31094272001778,154.31094272001778,116,False,5,400,0.0,0.0,random
496,2,,,0.0,0.0,0.47925,0.00023304153000935912,0.20801150798797607,0.22276845574378967,0.18872445821762085,0.03241360932588577,256,153.72047877348885,153.72047877348885,117,True,5,400,0.0,0.0,greedy
497,2,,,0.0,0.0,0.47840000000000005,,,,,,256,153.8813314839802,153.8813314839802,117,False,5,400,0.0,0.0,greedy
498,2,,,0.0,0.0,0.47755000000000003,,,,,,256,154.08535505636019,154.08535505636019,117,False,5,400,0.0,0.0,greedy
499,2,,,0.0,0.0,0.4767,,,,,,256,154.2947240723708,154.2947240723708,117,False,5,400,0.0,0.0,greedy
500,2,,,0.0,0.0,0.47585000000000005,0.0028503683861345053,0.20037426054477692,0.2125074565410614,0.1652119904756546,0.07349834591150284,256,153.57316691070466,153.57316691070466,118,True,6,500,0.0,0.0,greedy
501,2,,,0.0,0.0,0.47500000000000003,,,,,,256,152.6829875138748,152.6829875138748,118,False,6,500,0.0,0.0,random
502,2,,,0.0,0.0,0.47415,,,,,,256,152.8814033166317,152.8814033166317,118,False,6,500,0.0,0.0,greedy
503,2,,,0.0,0.0,0.47330000000000005,,,,,,256,153.10504954670432,153.10504954670432,118,False,6,500,0.0,0.0,random
504,2,,,0.0,0.0,0.47245000000000004,0.0006493550608865917,0.19803357124328613,0.23315101861953735,0.23095646500587463,0.06446394324302673,256,152.6518858247736,152.6518858247736,119,True,6,500,0.0,0.0,greedy
505,2,,,0.0,0.0,0.4716,,,,,,256,152.8630754605013,152.8630754605013,119,False,6,500,0.0,0.0,greedy
506,2,,,0.0,0.0,0.47075000000000006,,,,,,256,153.07638302926458,153.07638302926458,119,False,6,500,0.0,0.0,random
507,2,,,0.0,0.0,0.46990000000000004,,,,,,256,153.30938723489194,153.30938723489194,119,False,6,500,0.0,0.0,random
508,2,,,0.0,0.0,0.46905,0.06826937198638916,0.20729756355285645,0.2382553517818451,0.35639384388923645,0.30444273352622986,256,152.72153687123046,152.72153687123046,120,True,6,500,0.0,0.0,greedy
509,2,,,0.0,0.0,0.4682,,,,,,256,152.90485428084338,152.90485428084338,120,False,6,500,0.0,0.0,greedy
510,2,,,0.0,0.0,0.46735000000000004,,,,,,256,153.10234432452566,153.10234432452566,120,False,6,500,0.0,0.0,random
511,2,,,0.0,0.0,0.4665,,,,,,256,153.28100082160194,153.28100082160194,120,False,6,500,0.0,0.0,greedy
512,2,,,0.0,0.0,0.46565,0.0002443645498715341,0.22796465456485748,0.2507825195789337,0.231410950422287,0.024591457098722458,256,152.83753176157117,152.83753176157117,121,True,6,500,0.0,0.0,random
513,2,,,0.0,0.0,0.46480000000000005,,,,,,256,153.0138265422133,153.0138265422133,121,False,6,500,0.0,0.0,random
514,2,,,0.0,0.0,0.46395000000000003,,,,,,256,153.2005472059482,153.2005472059482,121,False,6,500,0.0,0.0,greedy
515,2,,,0.0,0.0,0.4631,,,,,,256,153.4014705929522,153.4014705929522,121,False,6,500,0.0,0.0,random
516,2,,,0.0,0.0,0.46225000000000005,0.00019284154404886067,0.22537869215011597,0.25840529799461365,0.23055167496204376,0.022951414808630943,256,152.8551113072234,152.8551113072234,122,True,6,500,0.0,0.0,random
517,2,,,0.0,0.0,0.46140000000000003,,,,,,256,153.04293914104616,153.04293914104616,122,False,6,500,0.0,0.0,greedy
518,2,,,0.0,0.0,0.46055,,,,,,256,153.2265805509146,153.2265805509146,122,False,6,500,0.0,0.0,random
519,2,,,0.0,0.0,0.4597,,,,,,256,153.41667356861586,153.41667356861586,122,False,6,500,0.0,0.0,random
520,2,,,0.0,0.0,0.45885000000000004,0.00024773558834567666,0.2301655113697052,0.2667595148086548,0.23108786344528198,0.024271784350275993,256,152.78977079759716,152.78977079759716,123,True,6,500,0.0,0.0,greedy
521,2,,,0.0,0.0,0.458,,,,,,256,152.96635676640724,152.96635676640724,123,False,6,500,0.0,0.0,greedy
522,2,,,0.0,0.0,0.45715,,,,,,256,153.14696775398662,153.14696775398662,123,False,6,500,0.0,0.0,greedy
523,2,,,0.0,0.0,0.45630000000000004,,,,,,256,153.33749015673354,153.33749015673354,123,False,6,500,0.0,0.0,greedy
524,2,,,0.0,0.0,0.45545,0.000297357706585899,0.23484358191490173,0.2757740020751953,0.23132266104221344,0.0295906662940979,256,152.92705149309666,152.92705149309666,124,True,6,500,0.0,0.0,greedy
525,2,,,0.0,0.0,0.4546,,,,,,256,153.10454459510646,153.10454459510646,124,False,6,500,0.0,0.0,greedy
526,2,,,0.0,0.0,0.45375000000000004,,,,,,256,153.29508514171093,153.29508514171093,124,False,6,500,0.0,0.0,random
527,2,,,0.0,0.0,0.4529,,,,,,256,153.49875955723968,153.49875955723968,124,False,6,500,0.0,0.0,random
528,2,,,0.0,0.0,0.45205,0.000341477629262954,0.2450658529996872,0.278980553150177,0.23094458878040314,0.037347640842199326,256,152.9335877218991,152.9335877218991,125,True,6,500,0.0,0.0,random
529,2,,,0.0,0.0,0.4512,,,,,,256,153.14011932843397,153.14011932843397,125,False,6,500,0.0,0.0,random
530,2,,,0.0,0.0,0.45035000000000003,,,,,,256,153.3651260188298,153.3651260188298,125,False,6,500,0.0,0.0,random
531,2,,,0.0,0.0,0.4495,,,,,,256,153.58541240558728,153.58541240558728,125,False,6,500,0.0,0.0,random
532,2,,,0.0,0.0,0.44865,0.000658271019347012,0.26240748167037964,0.28207719326019287,0.23096933960914612,0.07286272943019867,256,153.20175395156127,153.20175395156127,126,True,6,500,0.0,0.0,random
533,2,,,0.0,0.0,0.44780000000000003,,,,,,256,153.42140969388035,153.42140969388035,126,False,6,500,0.0,0.0,random
534,2,,,0.0,0.0,0.44695,,,,,,256,153.65480911987092,153.65480911987092,126,False,6,500,0.0,0.0,random
535,2,,,0.0,0.0,0.4461,,,,,,256,153.89204045024542,153.89204045024542,126,False,6,500,0.0,0.0,greedy
536,2,,,0.0,0.0,0.44525000000000003,0.000782919058110565,0.2680441439151764,0.28212207555770874,0.23145490884780884,0.08519112318754196,256,153.47084626702193,153.47084626702193,127,True,6,500,0.0,0.0,greedy
537,2,,,0.0,0.0,0.4444,,,,,,256,153.67561595814644,153.67561595814644,127,False,6,500,0.0,0.0,greedy
538,2,,,0.0,0.0,0.44355,,,,,,256,153.89836574720337,153.89836574720337,127,False,6,500,0.0,0.0,greedy
539,2,,,0.0,0.0,0.4427,,,,,,256,154.122011792699,154.122011792699,127,False,6,500,0.0,0.0,random
540,2,,,0.0,0.0,0.44185,0.0004657254903577268,0.2592676877975464,0.27338606119155884,0.23071597516536713,0.0683082640171051,256,153.6600719362908,153.6600719362908,128,True,6,500,0.0,0.0,random
541,2,,,0.0,0.0,0.441,,,,,,256,153.8655680787108,153.8655680787108,128,False,6,500,0.0,0.0,greedy
542,2,,,0.0,0.0,0.44015,,,,,,256,154.08723936270442,154.08723936270442,128,False,6,500,0.0,0.0,greedy
543,2,,,0.0,0.0,0.4393,,,,,,256,154.2999123151571,154.2999123151571,128,False,6,500,0.0,0.0,greedy
544,2,,,0.0,0.0,0.43845,0.0004684547893702984,0.261600136756897,0.2683700919151306,0.23128511011600494,0.06740295886993408,256,153.82632086796824,153.82632086796824,129,True,6,500,0.0,0.0,random
545,2,,,0.0,0.0,0.4376,,,,,,256,154.03009425780488,154.03009425780488,129,False,6,500,0.0,0.0,greedy
546,2,,,0.0,0.0,0.43675,,,,,,256,154.2432095040767,154.2432095040767,129,False,6,500,0.0,0.0,random
547,2,,,0.0,0.0,0.4359,,,,,,256,154.45315845038212,154.45315845038212,129,False,6,500,0.0,0.0,greedy
548,2,,,0.0,0.0,0.43505,0.0033143707551062107,0.24642951786518097,0.25832831859588623,0.20217905938625336,0.09183618426322937,256,154.05333005824792,154.05333005824792,130,True,6,500,0.0,0.0,random
549,2,,,0.0,0.0,0.4342,,,,,,256,154.23876357103873,154.23876357103873,130,False,6,500,0.0,0.0,greedy
550,2,,,0.0,0.0,0.43335,,,,,,256,154.44112152781756,154.44112152781756,130,False,6,500,0.0,0.0,greedy
551,2,,,0.0,0.0,0.4325,,,,,,256,154.6470324644786,154.6470324644786,130,False,6,500,0.0,0.0,random
552,2,,,0.0,0.0,0.43165,7.432645361404866e-05,0.23147925734519958,0.2461705058813095,0.23089474439620972,0.01230713352560997,256,154.24484323293632,154.24484323293632,131,True,6,500,0.0,0.0,random
553,2,,,0.0,0.0,0.4308,,,,,,256,154.44841457731602,154.44841457731602,131,False,6,500,0.0,0.0,greedy
554,2,,,0.0,0.0,0.42995,,,,,,256,154.6471064672726,154.6471064672726,131,False,6,500,0.0,0.0,random
555,2,,,0.0,0.0,0.4291,,,,,,256,154.85773220142224,154.85773220142224,131,False,6,500,0.0,0.0,random
556,2,,,0.0,0.0,0.42825,0.00010012630082201213,0.22289548814296722,0.23428437113761902,0.23072461783885956,0.016628358513116837,256,154.44250533420498,154.44250533420498,132,True,6,500,0.0,0.0,greedy
557,2,,,0.0,0.0,0.4274,,,,,,256,154.65167957590307,154.65167957590307,132,False,6,500,0.0,0.0,greedy
558,2,,,0.0,0.0,0.42655,,,,,,256,154.8455157918169,154.8455157918169,132,False,6,500,0.0,0.0,greedy
559,2,,,0.0,0.0,0.42569999999999997,,,,,,256,155.056666972788,155.056666972788,132,False,6,500,0.0,0.0,greedy
560,2,,,0.0,0.0,0.42485,8.835879270918667e-05,0.22175288200378418,0.22700153291225433,0.23179103434085846,0.017896926030516624,256,154.61405901395977,154.61405901395977,133,True,6,500,0.0,0.0,greedy
561,2,,,0.0,0.0,0.424,,,,,,256,154.77309037333308,154.77309037333308,133,False,6,500,0.0,0.0,random
562,2,,,0.0,0.0,0.42314999999999997,,,,,,256,154.95395799449406,154.95395799449406,133,False,6,500,0.0,0.0,random
563,2,,,0.0,0.0,0.4223,,,,,,256,155.14560373690415,155.14560373690415,133,False,6,500,0.0,0.0,greedy
564,2,,,0.0,0.0,0.4214500000000001,7.791679672664031e-05,0.21900662779808044,0.223493292927742,0.2311069369316101,0.02082810178399086,256,154.67787016942088,154.67787016942088,134,True,6,500,0.0,0.0,greedy
565,2,,,0.0,0.0,0.4206000000000001,,,,,,256,154.84763540656314,154.84763540656314,134,False,6,500,0.0,0.0,random
566,2,,,0.0,0.0,0.41975000000000007,,,,,,256,155.02744697748938,155.02744697748938,134,False,6,500,0.0,0.0,random
