global_step,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,target_mean,gradient_norm,replay_size,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action_source
183,0,,,2.0,2.0,0.7453000000000001,,,,,,183,166.1995520815172,166.1995520815172,38,False,2,100,0.0,0.0,random
184,0,,,2.0,2.0,0.7444500000000001,0.05688740313053131,0.04840445518493652,0.08422728627920151,0.16243436932563782,0.14489202201366425,184,164.2352412857296,164.2352412857296,39,True,2,100,0.0,0.0,random
185,0,,,2.0,2.0,0.7436,,,,,,185,164.79716898908717,164.79716898908717,39,False,2,100,0.0,0.0,random
186,0,,,2.0,2.0,0.74275,,,,,,186,165.44710210709215,165.44710210709215,39,False,2,100,0.0,0.0,random
187,0,,,2.0,2.0,0.7419,,,,,,187,166.13239259528046,166.13239259528046,39,False,2,100,0.0,0.0,random
188,0,,,2.0,2.0,0.74105,6.472147106251214e-06,0.04013073816895485,0.04341810941696167,0.03756549581885338,0.002961608814075589,188,164.90652344357906,164.90652344357906,40,True,2,100,0.0,0.0,random
189,0,,,2.0,2.0,0.7402,,,,,,189,165.50534166081658,165.50534166081658,40,False,2,100,0.0,0.0,random
190,0,,,2.0,2.0,0.7393500000000001,,,,,,190,166.11496099925927,166.11496099925927,40,False,2,100,0.0,0.0,greedy
191,0,,,2.0,2.0,0.7385,,,,,,191,166.73592171930036,166.73592171930036,40,False,2,100,0.0,0.0,random
192,0,,,2.0,2.0,0.73765,0.00023716135183349252,0.04902628809213638,0.09780167043209076,0.03753535449504852,0.011635071597993374,192,165.26782943272877,165.26782943272877,41,True,2,100,0.0,0.0,greedy
193,0,,,2.0,2.0,0.7368,,,,,,193,165.73582671229875,165.73582671229875,41,False,2,100,0.0,0.0,random
194,0,,,2.0,2.0,0.73595,,,,,,194,166.28831788336396,166.28831788336396,41,False,2,100,0.0,0.0,greedy
195,0,,,2.0,2.0,0.7351000000000001,,,,,,195,166.86075281348536,166.86075281348536,41,False,2,100,0.0,0.0,random
196,0,,,2.0,2.0,0.7342500000000001,0.0002941266284324229,0.051164623349905014,0.10363645851612091,0.037458304315805435,0.013274937868118286,196,165.20112478068364,165.20112478068364,42,True,2,100,0.0,0.0,random
197,0,,,2.0,2.0,0.7334,,,,,,197,165.68446059587916,165.68446059587916,42,False,2,100,0.0,0.0,random
198,0,,,2.0,2.0,0.73255,,,,,,198,166.13115937278369,166.13115937278369,42,False,2,100,0.0,0.0,random
199,0,,,2.0,2.0,0.7317,,,,,,199,166.60655434672648,166.60655434672648,42,False,2,100,0.0,0.0,greedy
200,0,,,2.0,2.0,0.73085,0.06272867321968079,0.06786324828863144,0.1085318773984909,0.16249601542949677,0.16514571011066437,200,163.1195903878359,163.1195903878359,43,True,3,200,0.0,0.0,random
201,0,,,2.0,2.0,0.73,,,,,,201,163.5359033284334,163.5359033284334,43,False,3,200,0.0,0.0,greedy
202,0,,,2.0,2.0,0.72915,,,,,,202,164.0091234535768,164.0091234535768,43,False,3,200,0.0,0.0,random
203,0,,,2.0,2.0,0.7283,,,,,,203,164.45188591679093,164.45188591679093,43,False,3,200,0.0,0.0,random
204,0,,,2.0,2.0,0.72745,0.0015986091457307339,0.06410260498523712,0.11400606483221054,0.1127450093626976,0.05071524903178215,204,162.57525580415944,162.57525580415944,44,True,3,200,0.0,0.0,greedy
205,0,,,2.0,2.0,0.7266,,,,,,205,163.04027969348118,163.04027969348118,44,False,3,200,0.0,0.0,random
206,0,,,2.0,2.0,0.72575,,,,,,206,163.5222372401451,163.5222372401451,44,False,3,200,0.0,0.0,greedy
207,0,,,2.0,2.0,0.7249000000000001,,,,,,207,163.97974889930228,163.97974889930228,44,False,3,200,0.0,0.0,random
208,0,,,2.0,2.0,0.7240500000000001,0.001335271168500185,0.06553512066602707,0.11975523829460144,0.11282280832529068,0.04926649108529091,208,161.8937206673863,161.8937206673863,45,True,3,200,0.0,0.0,random
209,1,2.0,209,0.0,0.0,0.7232000000000001,,,,,,209,160.88171183754852,160.88171183754852,45,False,3,200,0.0,0.0,random
210,1,,,0.0,0.0,0.72235,,,,,,210,161.38649753722973,161.38649753722973,45,False,3,200,0.0,0.0,random
211,1,,,0.0,0.0,0.7215,,,,,,211,161.92127341177058,161.92127341177058,45,False,3,200,0.0,0.0,random
212,1,,,0.0,0.0,0.72065,0.0009652689914219081,0.07899682223796844,0.1267131268978119,0.11282464116811752,0.03848196938633919,212,160.4219156966442,160.4219156966442,46,True,3,200,0.0,0.0,greedy
213,1,,,0.0,0.0,0.7198,,,,,,213,160.80048140585782,160.80048140585782,46,False,3,200,0.0,0.0,random
214,1,,,0.0,0.0,0.71895,,,,,,214,161.26852920677436,161.26852920677436,46,False,3,200,0.0,0.0,random
215,1,,,0.0,0.0,0.7181000000000001,,,,,,215,161.7393707735527,161.7393707735527,46,False,3,200,0.0,0.0,random
216,1,,,0.0,0.0,0.71725,0.00039509969064965844,0.10132238268852234,0.13384242355823517,0.11283350735902786,0.02439538761973381,216,160.02140730844164,160.02140730844164,47,True,3,200,0.0,0.0,greedy
217,1,,,0.0,0.0,0.7164,,,,,,217,160.41189635574784,160.41189635574784,47,False,3,200,0.0,0.0,random
218,1,,,0.0,0.0,0.71555,,,,,,218,160.8337028881432,160.8337028881432,47,False,3,200,0.0,0.0,greedy
219,1,,,0.0,0.0,0.7147,,,,,,219,161.2030843811808,161.2030843811808,47,False,3,200,0.0,0.0,random
220,1,,,0.0,0.0,0.7138500000000001,0.0003227241395507008,0.10965069383382797,0.1406305730342865,0.11281072348356247,0.018469899892807007,220,159.3918534224823,159.3918534224823,48,True,3,200,0.0,0.0,random
221,1,,,0.0,0.0,0.7130000000000001,,,,,,221,159.80448607622455,159.80448607622455,48,False,3,200,0.0,0.0,random
222,1,,,0.0,0.0,0.7121500000000001,,,,,,222,160.18487932861194,160.18487932861194,48,False,3,200,0.0,0.0,random
223,1,,,0.0,0.0,0.7113,,,,,,223,160.63437756690482,160.63437756690482,48,False,3,200,0.0,0.0,greedy
224,1,,,0.0,0.0,0.71045,0.00017824250971898437,0.09937863796949387,0.11615857481956482,0.11311047524213791,0.020442688837647438,224,158.66180104415022,158.66180104415022,49,True,3,200,0.0,0.0,random
225,1,,,0.0,0.0,0.7096,,,,,,225,159.03088698523047,159.03088698523047,49,False,3,200,0.0,0.0,random
226,1,,,0.0,0.0,0.70875,,,,,,226,159.47163800573426,159.47163800573426,49,False,3,200,0.0,0.0,greedy
227,1,,,0.0,0.0,0.7079,,,,,,227,159.92302277552312,159.92302277552312,49,False,3,200,0.0,0.0,greedy
228,1,,,0.0,0.0,0.70705,0.05798793584108353,0.12995469570159912,0.15245285630226135,0.23780754208564758,0.18072561919689178,228,158.0682397295944,158.0682397295944,50,True,3,200,0.0,0.0,random
229,1,,,0.0,0.0,0.7062,,,,,,229,158.46709040178928,158.46709040178928,50,False,3,200,0.0,0.0,random
230,1,,,0.0,0.0,0.70535,,,,,,230,158.87417613885833,158.87417613885833,50,False,3,200,0.0,0.0,random
231,1,,,0.0,0.0,0.7045,,,,,,231,159.23079531876758,159.23079531876758,50,False,3,200,0.0,0.0,random
232,1,,,0.0,0.0,0.70365,0.00028490516706369817,0.12564092874526978,0.169187530875206,0.11301545798778534,0.01865658164024353,232,157.948295222504,157.948295222504,51,True,3,200,0.0,0.0,greedy
233,1,,,0.0,0.0,0.7028,,,,,,233,158.31498498655807,158.31498498655807,51,False,3,200,0.0,0.0,random
234,1,,,0.0,0.0,0.7019500000000001,,,,,,234,158.73902063473437,158.73902063473437,51,False,3,200,0.0,0.0,greedy
235,1,,,0.0,0.0,0.7011000000000001,,,,,,235,159.1221010235868,159.1221010235868,51,False,3,200,0.0,0.0,greedy
236,1,,,0.0,0.0,0.70025,0.00046073226258158684,0.13743241131305695,0.18486374616622925,0.1129956915974617,0.03707852587103844,236,157.60499180558355,157.60499180558355,52,True,3,200,0.0,0.0,random
237,1,,,0.0,0.0,0.6994,,,,,,237,158.0073104781784,158.0073104781784,52,False,3,200,0.0,0.0,random
238,1,,,0.0,0.0,0.69855,,,,,,238,158.42519499009026,158.42519499009026,52,False,3,200,0.0,0.0,random
239,1,,,0.0,0.0,0.6977,,,,,,239,158.79587282132113,158.79587282132113,52,False,3,200,0.0,0.0,random
240,1,,,0.0,0.0,0.69685,0.0011773094302043319,0.15562225878238678,0.19511166214942932,0.11283335089683533,0.06446138769388199,240,157.2716513910939,157.2716513910939,53,True,3,200,0.0,0.0,random
241,1,,,0.0,0.0,0.6960000000000001,,,,,,241,157.55981814516602,157.55981814516602,53,False,3,200,0.0,0.0,random
242,1,,,0.0,0.0,0.69515,,,,,,242,157.9008530130815,157.9008530130815,53,False,3,200,0.0,0.0,random
243,1,,,0.0,0.0,0.6943,,,,,,243,158.2737196143063,158.2737196143063,53,False,3,200,0.0,0.0,random
244,1,,,0.0,0.0,0.69345,0.0015320514794439077,0.16087572276592255,0.20321156084537506,0.1130429059267044,0.07107894867658615,244,154.61356746503964,154.61356746503964,54,True,3,200,0.0,0.0,greedy
245,1,,,0.0,0.0,0.6926,,,,,,245,154.81160470710955,154.81160470710955,54,False,3,200,0.0,0.0,random
246,1,,,0.0,0.0,0.6917500000000001,,,,,,246,155.05025140624383,155.05025140624383,54,False,3,200,0.0,0.0,random
247,1,,,0.0,0.0,0.6909000000000001,,,,,,247,155.20246192753282,155.20246192753282,54,False,3,200,0.0,0.0,random
248,1,,,0.0,0.0,0.69005,0.0021892674267292023,0.17460057139396667,0.2010994255542755,0.11293090879917145,0.10286054760217667,248,152.19880010969808,152.19880010969808,55,True,3,200,0.0,0.0,random
249,1,,,0.0,0.0,0.6892,,,,,,249,152.4681190119041,152.4681190119041,55,False,3,200,0.0,0.0,greedy
250,1,,,0.0,0.0,0.68835,,,,,,250,152.84069719582342,152.84069719582342,55,False,3,200,0.0,0.0,random
251,1,,,0.0,0.0,0.6875,,,,,,251,153.19847594651725,153.19847594651725,55,False,3,200,0.0,0.0,random
252,1,,,0.0,0.0,0.68665,0.0010730482172220945,0.151902437210083,0.19415315985679626,0.11291292309761047,0.06053010746836662,252,151.7669923767999,151.7669923767999,56,True,3,200,0.0,0.0,random
253,1,,,0.0,0.0,0.6858,,,,,,253,152.1299211181988,152.1299211181988,56,False,3,200,0.0,0.0,random
254,1,,,0.0,0.0,0.6849500000000001,,,,,,254,152.5574362248068,152.5574362248068,56,False,3,200,0.0,0.0,greedy
255,1,,,0.0,0.0,0.6841,,,,,,255,153.01315301103313,153.01315301103313,56,False,3,200,0.0,0.0,greedy
256,1,,,1.0,1.0,0.68325,0.0002257987071061507,0.12640854716300964,0.15476974844932556,0.113031767308712,0.023156629875302315,256,151.98859562958566,151.98859562958566,57,True,3,200,1.0,1.0,random
257,1,,,1.0,1.0,0.6824,,,,,,256,152.33276589330654,152.33276589330654,57,False,3,200,0.0,0.0,random
258,1,,,1.0,1.0,0.68155,,,,,,256,152.77573073691067,152.77573073691067,57,False,3,200,0.0,0.0,random
259,1,,,1.0,1.0,0.6807000000000001,,,,,,256,153.2307551087689,153.2307551087689,57,False,3,200,0.0,0.0,random
260,1,,,1.0,1.0,0.6798500000000001,0.1141468808054924,0.1434212028980255,0.17870348691940308,0.36260369420051575,0.3309161961078644,256,152.23232010051757,152.23232010051757,58,True,3,200,0.0,0.0,random
261,1,,,1.0,1.0,0.679,,,,,,256,152.59378744108957,152.59378744108957,58,False,3,200,0.0,0.0,random
262,1,,,1.0,1.0,0.67815,,,,,,256,152.95370535274017,152.95370535274017,58,False,3,200,0.0,0.0,random
263,1,,,1.0,1.0,0.6773,,,,,,256,153.37471612900893,153.37471612900893,58,False,3,200,0.0,0.0,greedy
264,1,,,1.0,1.0,0.67645,0.0009001493453979492,0.14406414330005646,0.18632963299751282,0.11297688633203506,0.048495929688215256,256,152.5469357734904,152.5469357734904,59,True,3,200,0.0,0.0,random
265,1,,,1.0,1.0,0.6756,,,,,,256,152.95181417531882,152.95181417531882,59,False,3,200,0.0,0.0,greedy
266,1,,,1.0,1.0,0.67475,,,,,,256,153.36777765871614,153.36777765871614,59,False,3,200,0.0,0.0,random
267,1,,,1.0,1.0,0.6739,,,,,,256,153.81194387362845,153.81194387362845,59,False,3,200,0.0,0.0,random
268,1,,,1.0,1.0,0.67305,0.05382208898663521,0.14398542046546936,0.19243380427360535,0.23789340257644653,0.18226124346256256,256,152.80581990012868,152.80581990012868,60,True,3,200,0.0,0.0,random
269,1,,,1.0,1.0,0.6722,,,,,,256,153.13477995247572,153.13477995247572,60,False,3,200,0.0,0.0,random
270,1,,,1.0,1.0,0.67135,,,,,,256,153.5033297389295,153.5033297389295,60,False,3,200,0.0,0.0,random
271,1,,,1.0,1.0,0.6705,,,,,,256,153.8892061319997,153.8892061319997,60,False,3,200,0.0,0.0,random
272,1,,,1.0,1.0,0.6696500000000001,0.0022372405510395765,0.16462911665439606,0.20570605993270874,0.11256159842014313,0.09509072452783585,256,153.02312657323932,153.02312657323932,61,True,3,200,0.0,0.0,greedy
273,1,,,1.0,1.0,0.6688000000000001,,,,,,256,153.36417806907716,153.36417806907716,61,False,3,200,0.0,0.0,random
274,1,,,1.0,1.0,0.66795,,,,,,256,153.71823369634478,153.71823369634478,61,False,3,200,0.0,0.0,random
275,1,,,1.0,1.0,0.6671,,,,,,256,154.06146928976014,154.06146928976014,61,False,3,200,0.0,0.0,greedy
276,1,,,1.0,1.0,0.66625,0.0017296553123742342,0.15768611431121826,0.21351313591003418,0.11291683465242386,0.07365560531616211,256,153.25043336192758,153.25043336192758,62,True,3,200,0.0,0.0,random
277,1,,,1.0,1.0,0.6654,,,,,,256,153.58969616327985,153.58969616327985,62,False,3,200,0.0,0.0,random
278,1,,,1.0,1.0,0.66455,,,,,,256,153.97974213992575,153.97974213992575,62,False,3,200,0.0,0.0,greedy
279,1,,,1.0,1.0,0.6637,,,,,,256,154.40069370353444,154.40069370353444,62,False,3,200,0.0,0.0,greedy
280,1,,,1.0,1.0,0.6628499999999999,0.0023236400447785854,0.16454747319221497,0.2169121354818344,0.11269322782754898,0.09099546819925308,256,153.57663529466384,153.57663529466384,63,True,3,200,0.0,0.0,random
281,1,,,1.0,1.0,0.662,,,,,,256,153.95088933329927,153.95088933329927,63,False,3,200,0.0,0.0,greedy
282,1,,,1.0,1.0,0.66115,,,,,,256,154.36225262685474,154.36225262685474,63,False,3,200,0.0,0.0,random
283,1,,,1.0,1.0,0.6603000000000001,,,,,,256,154.78553671001458,154.78553671001458,63,False,3,200,0.0,0.0,greedy
284,1,,,1.0,1.0,0.6594500000000001,0.00224311207421124,0.16283512115478516,0.21563681960105896,0.11286188662052155,0.08808798342943192,256,154.05121887987326,154.05121887987326,64,True,3,200,0.0,0.0,random
285,1,,,1.0,1.0,0.6586000000000001,,,,,,256,154.4065767928304,154.4065767928304,64,False,3,200,0.0,0.0,random
286,1,,,1.0,1.0,0.6577500000000001,,,,,,256,154.8179508685373,154.8179508685373,64,False,3,200,0.0,0.0,random
287,1,,,1.0,1.0,0.6569,,,,,,256,155.21499115503187,155.21499115503187,64,False,3,200,0.0,0.0,random
288,1,,,1.0,1.0,0.65605,0.002067828318104148,0.16684280335903168,0.20970165729522705,0.11273525655269623,0.08815103769302368,256,154.23693685880113,154.23693685880113,65,True,3,200,0.0,0.0,random
289,1,,,1.0,1.0,0.6552,,,,,,256,154.60211167095306,154.60211167095306,65,False,3,200,0.0,0.0,random
290,1,,,1.0,1.0,0.65435,,,,,,256,154.9961098616994,154.9961098616994,65,False,3,200,0.0,0.0,greedy
291,1,,,1.0,1.0,0.6535000000000001,,,,,,256,155.391284599151,155.391284599151,65,False,3,200,0.0,0.0,random
292,1,,,1.0,1.0,0.6526500000000001,0.0015228436095640063,0.14727914333343506,0.20036281645298004,0.11291170865297318,0.06503298133611679,256,154.60006128945406,154.60006128945406,66,True,3,200,0.0,0.0,random
293,1,,,1.0,1.0,0.6518,,,,,,256,154.97555089045684,154.97555089045684,66,False,3,200,0.0,0.0,random
294,1,,,1.0,1.0,0.65095,,,,,,256,155.38393441432532,155.38393441432532,66,False,3,200,0.0,0.0,random
295,1,,,2.0,2.0,0.6501,,,,,,256,155.78391071379585,155.78391071379585,66,False,3,200,1.0,1.0,random
296,1,,,2.0,2.0,0.6492500000000001,0.0015481263399124146,0.1495812088251114,0.19047114253044128,0.11276783049106598,0.07150883972644806,256,154.82850206946952,154.82850206946952,67,True,3,200,0.0,0.0,greedy
297,1,,,2.0,2.0,0.6484000000000001,,,,,,256,155.13353314469452,155.13353314469452,67,False,3,200,0.0,0.0,random
298,1,,,2.0,2.0,0.6475500000000001,,,,,,256,155.48005903134853,155.48005903134853,67,False,3,200,0.0,0.0,greedy
299,1,,,2.0,2.0,0.6467,,,,,,256,155.84021905734113,155.84021905734113,67,False,3,200,0.0,0.0,random
300,1,,,2.0,2.0,0.64585,0.0006758083472959697,0.13048197329044342,0.17821332812309265,0.11295302957296371,0.03433239087462425,256,154.93364501527338,154.93364501527338,68,True,4,300,0.0,0.0,random
301,1,,,2.0,2.0,0.645,,,,,,256,155.29068662093155,155.29068662093155,68,False,4,300,0.0,0.0,random
302,1,,,2.0,2.0,0.64415,,,,,,256,155.68137795238056,155.68137795238056,68,False,4,300,0.0,0.0,greedy
303,1,,,2.0,2.0,0.6433,,,,,,256,156.05460180546646,156.05460180546646,68,False,4,300,0.0,0.0,random
304,1,,,2.0,2.0,0.64245,0.0010418504243716598,0.1311017870903015,0.1667052060365677,0.1641939878463745,0.04511597752571106,256,155.2123207577779,155.2123207577779,69,True,4,300,0.0,0.0,greedy
305,1,,,2.0,2.0,0.6416000000000001,,,,,,256,155.5787557744625,155.5787557744625,69,False,4,300,0.0,0.0,random
306,1,,,2.0,2.0,0.64075,,,,,,256,155.96509929200877,155.96509929200877,69,False,4,300,0.0,0.0,greedy
307,1,,,2.0,2.0,0.6399,,,,,,256,156.3430594490072,156.3430594490072,69,False,4,300,0.0,0.0,greedy
308,1,,,2.0,2.0,0.63905,0.0012729548616334796,0.12277167290449142,0.15721391141414642,0.16401337087154388,0.04820752516388893,256,155.46839902478123,155.46839902478123,70,True,4,300,0.0,0.0,greedy
309,1,,,2.0,2.0,0.6382000000000001,,,,,,256,155.75111757561837,155.75111757561837,70,False,4,300,0.0,0.0,random
310,1,,,2.0,2.0,0.6373500000000001,,,,,,256,156.08581880304914,156.08581880304914,70,False,4,300,0.0,0.0,random
311,1,,,2.0,2.0,0.6365000000000001,,,,,,256,156.44417187063337,156.44417187063337,70,False,4,300,0.0,0.0,random
312,1,,,2.0,2.0,0.63565,0.0012377211824059486,0.12260061502456665,0.14996349811553955,0.1643223762512207,0.05139584466814995,256,155.5818659599922,155.5818659599922,71,True,4,300,0.0,0.0,random
313,1,,,2.0,2.0,0.6348,,,,,,256,155.9294696666799,155.9294696666799,71,False,4,300,0.0,0.0,random
314,1,,,2.0,2.0,0.63395,,,,,,256,156.30520772577637,156.30520772577637,71,False,4,300,0.0,0.0,random
315,1,,,2.0,2.0,0.6331,,,,,,256,156.69286720783063,156.69286720783063,71,False,4,300,0.0,0.0,greedy
316,1,,,2.0,2.0,0.63225,0.001414128695614636,0.11459006369113922,0.14364100992679596,0.16375529766082764,0.056479018181562424,256,155.89451210566253,155.89451210566253,72,True,4,300,0.0,0.0,random
317,1,,,2.0,2.0,0.6314,,,,,,256,156.1771152962733,156.1771152962733,72,False,4,300,0.0,0.0,random
318,1,,,2.0,2.0,0.6305499999999999,,,,,,256,156.47861316362673,156.47861316362673,72,False,4,300,0.0,0.0,greedy
319,1,,,2.0,2.0,0.6297,,,,,,256,156.78051651563592,156.78051651563592,72,False,4,300,0.0,0.0,random
320,1,,,2.0,2.0,0.62885,0.0009418579284101725,0.12392792105674744,0.1411249041557312,0.16372010111808777,0.0435028038918972,256,156.0117697217322,156.0117697217322,73,True,4,300,0.0,0.0,random
321,1,,,2.0,2.0,0.628,,,,,,256,156.2877330218438,156.2877330218438,73,False,4,300,0.0,0.0,greedy
322,1,,,2.0,2.0,0.6271500000000001,,,,,,256,156.59544767790288,156.59544767790288,73,False,4,300,0.0,0.0,random
323,1,,,2.0,2.0,0.6263000000000001,,,,,,256,156.92520653474645,156.92520653474645,73,False,4,300,0.0,0.0,random
324,1,,,2.0,2.0,0.6254500000000001,0.07039976865053177,0.11822186410427094,0.13731402158737183,0.28832828998565674,0.24165429174900055,256,155.80267590716184,155.80267590716184,74,True,4,300,0.0,0.0,random
325,1,,,2.0,2.0,0.6246,,,,,,256,156.0775792978267,156.0775792978267,74,False,4,300,0.0,0.0,random
326,1,,,2.0,2.0,0.62375,,,,,,256,156.3607055411001,156.3607055411001,74,False,4,300,0.0,0.0,random
327,1,,,2.0,2.0,0.6229,,,,,,256,156.6610255946286,156.6610255946286,74,False,4,300,0.0,0.0,random
328,1,,,2.0,2.0,0.62205,0.0009836418321356177,0.12248437851667404,0.13802987337112427,0.1641671359539032,0.057230930775403976,256,155.64978589422861,155.64978589422861,75,True,4,300,0.0,0.0,random
329,1,,,2.0,2.0,0.6212,,,,,,256,155.8968775794621,155.8968775794621,75,False,4,300,0.0,0.0,random
330,1,,,2.0,2.0,0.62035,,,,,,256,156.17429392237258,156.17429392237258,75,False,4,300,0.0,0.0,greedy
331,1,,,2.0,2.0,0.6194999999999999,,,,,,256,156.46265449164224,156.46265449164224,75,False,4,300,0.0,0.0,random
332,1,,,2.0,2.0,0.61865,0.13488969206809998,0.13040035963058472,0.13957050442695618,0.41361740231513977,0.3862355947494507,256,155.5131933004114,155.5131933004114,76,True,4,300,0.0,0.0,random
333,1,,,2.0,2.0,0.6178,,,,,,256,155.79652916919468,155.79652916919468,76,False,4,300,0.0,0.0,random
334,1,,,2.0,2.0,0.61695,,,,,,256,156.09715243702888,156.09715243702888,76,False,4,300,0.0,0.0,random
335,1,,,2.0,2.0,0.6161000000000001,,,,,,256,156.43647607714527,156.43647607714527,76,False,4,300,0.0,0.0,random
336,1,,,2.0,2.0,0.6152500000000001,0.0002087210159515962,0.14430955052375793,0.15547026693820953,0.16380643844604492,0.026243433356285095,256,155.42587568702436,155.42587568702436,77,True,4,300,0.0,0.0,random
337,1,,,2.0,2.0,0.6144000000000001,,,,,,256,155.72917227632266,155.72917227632266,77,False,4,300,0.0,0.0,random
338,1,,,2.0,2.0,0.61355,,,,,,256,156.03609955557323,156.03609955557323,77,False,4,300,0.0,0.0,random
339,1,,,2.0,2.0,0.6127,,,,,,256,156.38512869121908,156.38512869121908,77,False,4,300,0.0,0.0,random
340,1,,,2.0,2.0,0.61185,8.659855666337535e-05,0.1550775170326233,0.17798921465873718,0.1639460027217865,0.015965888276696205,256,155.60231252295884,155.60231252295884,78,True,4,300,0.0,0.0,random
341,1,,,2.0,2.0,0.611,,,,,,256,155.8823935449552,155.8823935449552,78,False,4,300,0.0,0.0,greedy
342,1,,,2.0,2.0,0.61015,,,,,,256,156.21306640183516,156.21306640183516,78,False,4,300,0.0,0.0,random
343,1,,,2.0,2.0,0.6093,,,,,,256,156.567256959726,156.567256959726,78,False,4,300,0.0,0.0,greedy
344,1,,,2.0,2.0,0.6084499999999999,0.00023912391043268144,0.17656458914279938,0.19931820034980774,0.16395939886569977,0.029639553278684616,256,155.88023757730204,155.88023757730204,79,True,4,300,0.0,0.0,random
345,1,,,2.0,2.0,0.6076,,,,,,256,156.18254724575908,156.18254724575908,79,False,4,300,0.0,0.0,random
346,1,,,2.0,2.0,0.6067500000000001,,,,,,256,156.52538968780752,156.52538968780752,79,False,4,300,0.0,0.0,random
347,1,,,2.0,2.0,0.6059000000000001,,,,,,256,156.88027612062214,156.88027612062214,79,False,4,300,0.0,0.0,greedy
348,1,,,2.0,2.0,0.6050500000000001,0.0005747316172346473,0.18732678890228271,0.21856094896793365,0.16443705558776855,0.051389630883932114,256,156.15279712426934,156.15279712426934,80,True,4,300,0.0,0.0,random
349,1,,,2.0,2.0,0.6042000000000001,,,,,,256,156.47186696231674,156.47186696231674,80,False,4,300,0.0,0.0,random
350,1,,,2.0,2.0,0.60335,,,,,,256,156.76726900508035,156.76726900508035,80,False,4,300,0.0,0.0,random
351,1,,,2.0,2.0,0.6025,,,,,,256,157.04771064543115,157.04771064543115,80,False,4,300,0.0,0.0,greedy
352,1,,,2.0,2.0,0.60165,0.0006653314922004938,0.1871425062417984,0.23198634386062622,0.16356238722801208,0.05043883994221687,256,156.06158722228466,156.06158722228466,81,True,4,300,0.0,0.0,random
353,1,,,2.0,2.0,0.6008,,,,,,256,156.37163238004675,156.37163238004675,81,False,4,300,0.0,0.0,random
354,1,,,2.0,2.0,0.59995,,,,,,256,156.70024345980858,156.70024345980858,81,False,4,300,0.0,0.0,greedy
355,1,,,2.0,2.0,0.5991,,,,,,256,156.97243245684047,156.97243245684047,81,False,4,300,0.0,0.0,random
356,1,,,2.0,2.0,0.5982500000000001,0.00013381084136199206,0.17421916127204895,0.1912413239479065,0.1640254259109497,0.02319505251944065,256,156.1356394178652,156.1356394178652,82,True,4,300,0.0,0.0,greedy
357,1,,,2.0,2.0,0.5974,,,,,,256,156.43975029815198,156.43975029815198,82,False,4,300,0.0,0.0,greedy
358,1,,,2.0,2.0,0.59655,,,,,,256,156.693298692885,156.693298692885,82,False,4,300,0.0,0.0,random
359,1,,,2.0,2.0,0.5957000000000001,,,,,,256,156.97066039509815,156.97066039509815,82,False,4,300,0.0,0.0,random
360,1,,,2.0,2.0,0.5948500000000001,0.000628080393653363,0.19020797312259674,0.24315814673900604,0.16382868587970734,0.05174649506807327,256,156.04779483634047,156.04779483634047,83,True,4,300,0.0,0.0,random
361,1,,,2.0,2.0,0.5940000000000001,,,,,,256,156.28837534788542,156.28837534788542,83,False,4,300,0.0,0.0,greedy
362,1,,,2.0,2.0,0.5931500000000001,,,,,,256,156.55577299189696,156.55577299189696,83,False,4,300,0.0,0.0,greedy
363,1,,,2.0,2.0,0.5923,,,,,,256,156.84626831684844,156.84626831684844,83,False,4,300,0.0,0.0,greedy
364,1,,,2.0,2.0,0.59145,0.0023616759572178125,0.22018295526504517,0.2603461444377899,0.1639588177204132,0.12025612592697144,256,155.87964532970202,155.87964532970202,84,True,4,300,0.0,0.0,greedy
365,1,,,2.0,2.0,0.5906,,,,,,256,156.1532531683132,156.1532531683132,84,False,4,300,0.0,0.0,random
366,1,,,2.0,2.0,0.58975,,,,,,256,156.41130583892735,156.41130583892735,84,False,4,300,0.0,0.0,random
367,1,,,2.0,2.0,0.5889,,,,,,256,156.69366963734086,156.69366963734086,84,False,4,300,0.0,0.0,greedy
368,1,,,2.0,2.0,0.58805,0.001218976452946663,0.1965014934539795,0.2588180899620056,0.16384273767471313,0.07096505910158157,256,156.02106928902157,156.02106928902157,85,True,4,300,0.0,0.0,greedy
369,1,,,2.0,2.0,0.5872,,,,,,256,156.30098181045778,156.30098181045778,85,False,4,300,0.0,0.0,greedy
370,1,,,2.0,2.0,0.58635,,,,,,256,156.61165520428798,156.61165520428798,85,False,4,300,0.0,0.0,random
371,1,,,2.0,2.0,0.5855,,,,,,256,156.9338426561806,156.9338426561806,85,False,4,300,0.0,0.0,random
372,1,,,2.0,2.0,0.5846500000000001,0.0021038034465163946,0.21578562259674072,0.2559182047843933,0.16412240266799927,0.11018051207065582,256,156.33288768806045,156.33288768806045,86,True,4,300,0.0,0.0,random
373,1,,,2.0,2.0,0.5838000000000001,,,,,,256,156.6174724076808,156.6174724076808,86,False,4,300,0.0,0.0,random
374,1,,,2.0,2.0,0.5829500000000001,,,,,,256,156.9318168151557,156.9318168151557,86,False,4,300,0.0,0.0,greedy
375,1,,,2.0,2.0,0.5821000000000001,,,,,,256,157.25998258046724,157.25998258046724,86,False,4,300,0.0,0.0,greedy
