schema_version,policy_type,action_distribution_semantics,evaluation_seed,seed_index,episode_index,episode_seed,episode_return,episode_length,terminated,truncated,time_limit,time_limit_source,complete,stop_reason,action_noop,action_fire,action_right,action_left,action_distribution_json,requested_action_noop,requested_action_fire,requested_action_right,requested_action_left,executed_action_noop,executed_action_fire,executed_action_right,executed_action_left,requested_action_distribution_json,executed_action_distribution_json,auto_fire_count,auto_fire_reason_counts_json
2,dqn,executed/wrapper-resolved action,101,0,1,101,16.0,665,True,False,False,,True,terminated,64,103,208,290,"{""FIRE"": 103, ""LEFT"": 290, ""NOOP"": 64, ""RIGHT"": 208}",65,95,211,294,64,103,208,290,"{""FIRE"": 95, ""LEFT"": 294, ""NOOP"": 65, ""RIGHT"": 211}","{""FIRE"": 103, ""LEFT"": 290, ""NOOP"": 64, ""RIGHT"": 208}",11,"{""after_life_loss"": 8, ""initial_serve"": 3}"
2,dqn,executed/wrapper-resolved action,101,0,2,102,13.0,589,True,False,False,,True,terminated,37,24,193,335,"{""FIRE"": 24, ""LEFT"": 335, ""NOOP"": 37, ""RIGHT"": 193}",37,15,194,343,37,24,193,335,"{""FIRE"": 15, ""LEFT"": 343, ""NOOP"": 37, ""RIGHT"": 194}","{""FIRE"": 24, ""LEFT"": 335, ""NOOP"": 37, ""RIGHT"": 193}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,3,103,21.0,718,True,False,False,,True,terminated,65,76,215,362,"{""FIRE"": 76, ""LEFT"": 362, ""NOOP"": 65, ""RIGHT"": 215}",65,69,219,365,65,76,215,362,"{""FIRE"": 69, ""LEFT"": 365, ""NOOP"": 65, ""RIGHT"": 219}","{""FIRE"": 76, ""LEFT"": 362, ""NOOP"": 65, ""RIGHT"": 215}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,4,104,15.0,649,True,False,False,,True,terminated,46,67,191,345,"{""FIRE"": 67, ""LEFT"": 345, ""NOOP"": 46, ""RIGHT"": 191}",46,57,193,353,46,67,191,345,"{""FIRE"": 57, ""LEFT"": 353, ""NOOP"": 46, ""RIGHT"": 193}","{""FIRE"": 67, ""LEFT"": 345, ""NOOP"": 46, ""RIGHT"": 191}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,5,105,17.0,675,True,False,False,,True,terminated,14,54,220,387,"{""FIRE"": 54, ""LEFT"": 387, ""NOOP"": 14, ""RIGHT"": 220}",14,46,222,393,14,54,220,387,"{""FIRE"": 46, ""LEFT"": 393, ""NOOP"": 14, ""RIGHT"": 222}","{""FIRE"": 54, ""LEFT"": 387, ""NOOP"": 14, ""RIGHT"": 220}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,1,202,15.0,612,True,False,False,,True,terminated,73,41,197,301,"{""FIRE"": 41, ""LEFT"": 301, ""NOOP"": 73, ""RIGHT"": 197}",73,33,199,307,73,41,197,301,"{""FIRE"": 33, ""LEFT"": 307, ""NOOP"": 73, ""RIGHT"": 199}","{""FIRE"": 41, ""LEFT"": 301, ""NOOP"": 73, ""RIGHT"": 197}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,2,203,10.0,509,True,False,False,,True,terminated,48,45,174,242,"{""FIRE"": 45, ""LEFT"": 242, ""NOOP"": 48, ""RIGHT"": 174}",48,36,179,246,48,45,174,242,"{""FIRE"": 36, ""LEFT"": 246, ""NOOP"": 48, ""RIGHT"": 179}","{""FIRE"": 45, ""LEFT"": 242, ""NOOP"": 48, ""RIGHT"": 174}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,3,204,22.0,708,True,False,False,,True,terminated,34,76,201,397,"{""FIRE"": 76, ""LEFT"": 397, ""NOOP"": 34, ""RIGHT"": 201}",34,68,204,402,34,76,201,397,"{""FIRE"": 68, ""LEFT"": 402, ""NOOP"": 34, ""RIGHT"": 204}","{""FIRE"": 76, ""LEFT"": 397, ""NOOP"": 34, ""RIGHT"": 201}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,4,205,15.0,573,True,False,False,,True,terminated,40,51,166,316,"{""FIRE"": 51, ""LEFT"": 316, ""NOOP"": 40, ""RIGHT"": 166}",40,42,169,322,40,51,166,316,"{""FIRE"": 42, ""LEFT"": 322, ""NOOP"": 40, ""RIGHT"": 169}","{""FIRE"": 51, ""LEFT"": 316, ""NOOP"": 40, ""RIGHT"": 166}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,5,206,10.0,519,True,False,False,,True,terminated,24,22,222,251,"{""FIRE"": 22, ""LEFT"": 251, ""NOOP"": 24, ""RIGHT"": 222}",24,14,224,257,24,22,222,251,"{""FIRE"": 14, ""LEFT"": 257, ""NOOP"": 24, ""RIGHT"": 224}","{""FIRE"": 22, ""LEFT"": 251, ""NOOP"": 24, ""RIGHT"": 222}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
