global_step,algorithm,architecture,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,terminated,truncated,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,action_inference_transitions_per_second,replay_insertion_calls_per_second,replay_insertion_transitions_per_second,optimizer_updates_per_second,training_samples_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
1718,double_dqn,dueling,9,0.0,126,0.0,0.0,0.754055,,,,,,,,,,1718,10000,0.1718,423.77639130798207,423.77639130798207,180,False,4,1500,0.0,0.0,True,False,1,FIRE,random,368,583,345,422,1417,301,0.8247962747380675,1,859,2,2,423.77639130798207,211.88819565399103,2,2,211.88819565399103,423.77639130798207,211.88819565399103,423.77639130798207,44.40032039315295,1420.8102525808945,1,FIRE,False,,
1795,double_dqn,dueling,9,,,1.0,1.0,0.74751,9.321997640654445e-05,0.11725486814975739,0.1329909861087799,0.10454152524471283,0.10460226237773895,0.10590557754039764,0.009955019690096378,0.026536986231803894,0.013808355666697025,1796,10000,0.1796,414.1390483803675,414.1390483803675,200,True,4,1500,0.0,0.0,False,False,1,FIRE,random,386,605,364,441,1484,312,0.8262806236080178,0,898,2,2,414.1390483803675,207.06952419018376,2,2,207.06952419018376,414.1390483803675,207.06952419018376,414.1390483803675,46.11793411808102,1475.7738917785925,1,FIRE,False,,
1796,double_dqn,dueling,9,,,0.0,0.0,0.747425,9.321997640654445e-05,0.11725486814975739,0.1329909861087799,0.10454152524471283,0.10460226237773895,0.10590557754039764,0.009955019690096378,0.026536986231803894,0.013808355666697025,1796,10000,0.1796,414.1311223549128,414.1311223549128,200,True,4,1500,0.0,0.0,False,False,0,NOOP,random,386,605,364,441,1484,312,0.8262806236080178,1,898,2,2,414.1311223549128,207.0655611774564,2,2,207.0655611774564,414.1311223549128,207.0655611774564,414.1311223549128,46.11705148718405,1475.7456475898896,0,NOOP,False,,
1968,double_dqn,dueling,10,0.0,125,0.0,0.0,0.732805,,,,,,,,,,1968,10000,0.1968,398.6332954723614,398.6332954723614,243,True,4,1500,0.0,0.0,True,False,0,NOOP,random,419,653,396,500,1609,359,0.8175813008130082,1,984,2,2,398.6332954723614,199.3166477361807,2,2,199.3166477361807,398.6332954723614,199.3166477361807,398.6332954723614,49.22148922753243,1575.0876552810378,0,NOOP,False,,
1977,double_dqn,dueling,11,1.0,170,0.0,0.0,0.73204,,,,,,,,,,1978,10000,0.1978,397.04698213845325,397.04698213845325,245,False,4,1500,0.0,0.0,True,False,2,RIGHT,random,419,661,398,500,1617,361,0.8174924165824065,0,989,2,2,397.04698213845325,198.52349106922662,2,2,198.52349106922662,397.04698213845325,198.52349106922662,397.04698213845325,49.179226806835715,1573.7352578187429,2,RIGHT,False,,
2195,double_dqn,dueling,11,,,1.0,1.0,0.71351,9.846473403740674e-05,0.07844683527946472,0.09440574049949646,0.06853694468736649,0.06933088600635529,0.07086396962404251,0.01061379723250866,0.023547902703285217,0.013397508300840855,2196,10000,0.2196,386.4560596055413,386.4560596055413,300,True,5,2000,0.0,0.0,False,False,1,FIRE,random,457,733,434,572,1765,431,0.8037340619307832,0,1098,2,2,386.4560596055413,193.22802980277066,2,2,193.22802980277066,386.4560596055413,193.22802980277066,386.4560596055413,52.7945436619592,1689.4253971826945,1,FIRE,False,,
2196,double_dqn,dueling,11,,,0.0,0.0,0.713425,9.846473403740674e-05,0.07844683527946472,0.09440574049949646,0.06853694468736649,0.06933088600635529,0.07086396962404251,0.01061379723250866,0.023547902703285217,0.013397508300840855,2196,10000,0.2196,386.4500816959195,386.4500816959195,300,True,5,2000,0.0,0.0,False,False,3,LEFT,greedy,457,733,434,572,1765,431,0.8037340619307832,1,1098,2,2,386.4500816959195,193.22504084795975,2,2,193.22504084795975,386.4500816959195,193.22504084795975,386.4500816959195,52.793727007639276,1689.3992642444568,3,LEFT,False,,
2218,double_dqn,dueling,12,0.0,125,0.0,0.0,0.711555,,,,,,,,,,2218,10000,0.2218,385.89031219508917,385.89031219508917,305,False,5,2000,0.0,0.0,True,False,3,LEFT,random,459,738,439,582,1782,436,0.8034265103697025,1,1109,2,2,385.89031219508917,192.94515609754458,2,2,192.94515609754458,385.89031219508917,192.94515609754458,385.89031219508917,53.06426745694418,1698.0565586222137,3,LEFT,False,,
2283,double_dqn,dueling,13,1.0,153,0.0,0.0,0.70603,,,,,,,,,,2284,10000,0.2284,385.09719059025497,385.09719059025497,322,True,5,2000,0.0,0.0,True,False,0,NOOP,random,478,767,448,591,1829,455,0.8007880910683012,0,1142,2,2,385.09719059025497,192.54859529512748,2,2,192.54859529512748,385.09719059025497,192.54859529512748,385.09719059025497,54.291285188293394,1737.3211260253886,0,NOOP,False,,
2533,double_dqn,dueling,14,0.0,125,0.0,0.0,0.68478,,,,,,,,,,2534,10000,0.2534,376.6954323240302,376.6954323240302,384,False,6,2500,0.0,0.0,True,False,3,LEFT,random,513,837,496,688,2005,529,0.7912391475927387,0,1267,2,2,376.6954323240302,188.3477161620151,2,2,188.3477161620151,376.6954323240302,188.3477161620151,376.6954323240302,57.08407498517269,1826.6903995255261,3,LEFT,False,,
2595,double_dqn,dueling,14,,,0.0,0.0,0.6795100000000001,6.81984456605278e-05,0.0823112428188324,0.08738134056329727,0.07886675745248795,0.07182926684617996,0.07300331443548203,0.011331958696246147,0.014659933745861053,0.01294791791588068,2596,10000,0.2596,375.1255680805183,375.1255680805183,400,True,6,2500,0.0,0.0,False,False,2,RIGHT,random,523,861,505,707,2048,548,0.7889060092449923,0,1298,2,2,375.1255680805183,187.56278404025915,2,2,187.56278404025915,375.1255680805183,187.56278404025915,375.1255680805183,57.80054978128171,1849.6175930010147,2,RIGHT,False,,
2596,double_dqn,dueling,14,,,2.0,2.0,0.6794250000000001,6.81984456605278e-05,0.0823112428188324,0.08738134056329727,0.07886675745248795,0.07182926684617996,0.07300331443548203,0.011331958696246147,0.014659933745861053,0.01294791791588068,2596,10000,0.2596,375.1210473446795,375.1210473446795,400,True,6,2500,0.0,0.0,False,False,0,NOOP,random,523,861,505,707,2048,548,0.7889060092449923,1,1298,2,2,375.1210473446795,187.56052367233974,2,2,187.56052367233974,375.1210473446795,187.56052367233974,375.1210473446795,57.79985321181503,1849.5953027780808,0,NOOP,False,,
2616,double_dqn,dueling,15,2.0,199,0.0,0.0,0.677725,,,,,,,,,,2616,10000,0.2616,374.66313616073774,374.66313616073774,405,True,6,2500,0.0,0.0,True,False,1,FIRE,random,525,871,509,711,2062,554,0.7882262996941896,1,1308,2,2,374.66313616073774,187.33156808036887,2,2,187.33156808036887,374.66313616073774,187.33156808036887,374.66313616073774,58.00404057534357,1856.1292984109944,1,FIRE,False,,
2895,double_dqn,dueling,16,2.0,181,0.0,0.0,0.65401,,,,,,,,,,2896,10000,0.2896,371.52032917272487,371.52032917272487,475,True,6,2500,0.0,0.0,True,False,2,RIGHT,greedy,565,943,584,804,2244,652,0.7748618784530387,0,1448,2,2,371.52032917272487,185.76016458636244,2,2,185.76016458636244,371.52032917272487,185.76016458636244,371.52032917272487,60.936518079089886,1949.9685785308764,2,RIGHT,False,,
2920,double_dqn,dueling,17,1.0,152,0.0,0.0,0.651885,,,,,,,,,,2920,10000,0.292,371.023039618425,371.023039618425,481,True,6,2500,0.0,0.0,True,False,0,NOOP,random,568,947,598,807,2258,662,0.7732876712328767,1,1460,2,2,371.023039618425,185.5115198092125,2,2,185.5115198092125,371.023039618425,185.5115198092125,371.023039618425,61.117151389199456,1955.7488444543826,0,NOOP,False,,
2995,double_dqn,dueling,17,,,0.0,0.0,0.64551,3.465218469500542e-05,0.08898257464170456,0.10026128590106964,0.07855518907308578,0.08471290022134781,0.08671586960554123,0.007242594379931688,0.013391643762588501,0.005676762200891972,2996,10000,0.2996,371.0765130316326,371.0765130316326,500,True,6,2500,0.0,0.0,False,False,3,LEFT,greedy,584,963,624,825,2308,688,0.7703604806408545,0,1498,2,2,371.0765130316326,185.5382565158163,2,2,185.5382565158163,371.0765130316326,185.5382565158163,371.0765130316326,61.92865704800277,1981.7170255360886,3,LEFT,False,,
2996,double_dqn,dueling,17,,,0.0,0.0,0.645425,3.465218469500542e-05,0.08898257464170456,0.10026128590106964,0.07855518907308578,0.08471290022134781,0.08671586960554123,0.007242594379931688,0.013391643762588501,0.005676762200891972,2996,10000,0.2996,371.0732222824797,371.0732222824797,500,True,6,2500,0.0,0.0,False,False,3,LEFT,random,584,963,624,825,2308,688,0.7703604806408545,1,1498,2,2,371.0732222824797,185.53661114123986,2,2,185.53661114123986,371.0732222824797,185.53661114123986,371.0732222824797,61.92810785755669,1981.699451441814,3,LEFT,False,,
3145,double_dqn,dueling,18,0.0,125,0.0,0.0,0.63276,,,,,,,,,,3146,10000,0.3146,370.95136242561176,370.95136242561176,537,False,7,3000,0.0,0.0,True,False,0,NOOP,random,605,991,646,904,2403,743,0.7638270820089001,0,1573,2,2,370.95136242561176,185.47568121280588,2,2,185.47568121280588,370.95136242561176,185.47568121280588,370.95136242561176,63.31877991816704,2026.2009573813452,0,NOOP,False,,
3220,double_dqn,dueling,19,1.0,150,0.0,0.0,0.626385,,,,,,,,,,3220,10000,0.322,370.6400500078431,370.6400500078431,556,True,7,3000,0.0,0.0,True,False,3,LEFT,greedy,614,1009,659,938,2445,775,0.7593167701863354,1,1610,2,2,370.6400500078431,185.32002500392156,2,2,185.32002500392156,370.6400500078431,185.32002500392156,370.6400500078431,63.998716709428805,2047.9589347017218,3,LEFT,False,,
3395,double_dqn,dueling,20,0.0,125,0.0,0.0,0.61151,5.230555871094111e-06,0.1008048802614212,0.10720119625329971,0.09815627336502075,0.09856627881526947,0.10156393051147461,0.0025783509481698275,0.005561754107475281,0.003180671948939562,3396,10000,0.3396,369.6532892636265,369.6532892636265,600,True,7,3000,0.0,0.0,True,False,3,LEFT,greedy,636,1050,688,1022,2557,839,0.752944640753828,0,1698,2,2,369.6532892636265,184.82664463181325,2,2,184.82664463181325,369.6532892636265,184.82664463181325,369.6532892636265,65.30976842113543,2089.912589476334,3,LEFT,False,,
3396,double_dqn,dueling,20,,,0.0,0.0,0.611425,5.230555871094111e-06,0.1008048802614212,0.10720119625329971,0.09815627336502075,0.09856627881526947,0.10156393051147461,0.0025783509481698275,0.005561754107475281,0.003180671948939562,3396,10000,0.3396,369.6501347437907,369.6501347437907,600,True,7,3000,0.0,0.0,False,False,3,LEFT,greedy,636,1050,688,1022,2557,839,0.752944640753828,1,1698,2,2,369.6501347437907,184.82506737189536,2,2,184.82506737189536,369.6501347437907,184.82506737189536,369.6501347437907,65.3092110854754,2089.8947547352127,3,LEFT,False,,
3466,double_dqn,dueling,21,0.0,123,0.0,0.0,0.605475,,,,,,,,,,3466,10000,0.3466,369.58117463408917,369.58117463408917,617,False,7,3000,0.0,0.0,True,False,1,FIRE,random,660,1065,707,1034,2596,870,0.7489901904212348,1,1733,2,2,369.58117463408917,184.79058731704458,2,2,184.79058731704458,369.58117463408917,184.79058731704458,369.58117463408917,65.79099386879199,2105.3118038013436,1,FIRE,False,,
3645,double_dqn,dueling,22,0.0,125,0.0,0.0,0.59026,,,,,,,,,,3646,10000,0.3646,368.0374476750447,368.0374476750447,662,False,8,3500,0.0,0.0,True,False,1,FIRE,random,711,1109,744,1082,2710,936,0.7432803071859572,0,1823,2,2,368.0374476750447,184.01872383752234,2,2,184.01872383752234,368.0374476750447,184.01872383752234,368.0374476750447,66.82413339574316,2138.372268663781,1,FIRE,False,,
3772,double_dqn,dueling,23,1.0,153,0.0,0.0,0.5794650000000001,,,,,,,,,,3772,10000,0.3772,367.62144315812384,367.62144315812384,694,True,8,3500,0.0,0.0,True,False,1,FIRE,random,741,1136,767,1128,2790,982,0.73966065747614,1,1886,2,2,367.62144315812384,183.81072157906192,2,2,183.81072157906192,367.62144315812384,183.81072157906192,367.62144315812384,67.6376674315318,2164.4053578090175,1,FIRE,False,,
3795,double_dqn,dueling,23,,,1.0,1.0,0.57751,5.431225145002827e-05,0.09621569514274597,0.10467439144849777,0.08857610076665878,0.08601924777030945,0.08699053525924683,0.00891394354403019,0.01800500601530075,0.010833715088665485,3796,10000,0.3796,367.5718827898056,367.5718827898056,700,True,8,3500,0.0,0.0,False,False,2,RIGHT,greedy,745,1143,777,1131,2803,993,0.7384088514225501,0,1898,2,2,367.5718827898056,183.7859413949028,2,2,183.7859413949028,367.5718827898056,183.7859413949028,367.5718827898056,67.78195941856268,2169.0227013940057,2,RIGHT,False,,
3796,double_dqn,dueling,23,,,0.0,0.0,0.5774250000000001,5.431225145002827e-05,0.09621569514274597,0.10467439144849777,0.08857610076665878,0.08601924777030945,0.08699053525924683,0.00891394354403019,0.01800500601530075,0.010833715088665485,3796,10000,0.3796,367.56903185254174,367.56903185254174,700,True,8,3500,0.0,0.0,False,False,2,RIGHT,greedy,745,1143,777,1131,2803,993,0.7384088514225501,1,1898,2,2,367.56903185254174,183.78451592627087,2,2,183.78451592627087,367.56903185254174,183.78451592627087,367.56903185254174,67.78143369251298,2169.0058781604153,2,RIGHT,False,,
4022,double_dqn,dueling,24,0.0,125,0.0,0.0,0.558215,,,,,,,,,,4022,10000,0.4022,365.77373827379273,365.77373827379273,756,False,9,4000,0.0,0.0,True,False,3,LEFT,random,776,1181,833,1232,2928,1094,0.7279960218796618,1,2011,2,2,365.77373827379273,182.88686913689637,2,2,182.88686913689637,365.77373827379273,182.88686913689637,365.77373827379273,68.75309451392026,2200.0990244454483,3,LEFT,False,,
4103,double_dqn,dueling,25,3.0,229,0.0,0.0,0.5513300000000001,,,,,,,,,,4104,10000,0.4104,364.36842260514175,364.36842260514175,777,True,9,4000,0.0,0.0,True,False,3,LEFT,random,790,1197,845,1272,2976,1128,0.7251461988304093,0,2052,2,2,364.36842260514175,182.18421130257087,2,2,182.18421130257087,364.36842260514175,182.18421130257087,364.36842260514175,68.98495720375125,2207.51863052004,3,LEFT,False,,
4195,double_dqn,dueling,25,,,1.0,1.0,0.54351,1.2078893632860854e-05,0.0939045399427414,0.10426855832338333,0.0894244983792305,0.08954931795597076,0.09587660431861877,0.0038366373628377914,0.011344894766807556,0.004041952081024647,4196,10000,0.4196,363.359282890446,363.359282890446,800,True,9,4000,0.0,0.0,False,False,3,LEFT,greedy,803,1209,854,1330,3019,1177,0.7194947569113441,0,2098,2,2,363.359282890446,181.679641445223,2,2,181.679641445223,363.359282890446,181.679641445223,363.359282890446,69.27727033182956,2216.872650618546,3,LEFT,False,,
4196,double_dqn,dueling,25,,,1.0,1.0,0.543425,1.2078893632860854e-05,0.0939045399427414,0.10426855832338333,0.0894244983792305,0.08954931795597076,0.09587660431861877,0.0038366373628377914,0.011344894766807556,0.004041952081024647,4196,10000,0.4196,363.3551640820017,363.3551640820017,800,True,9,4000,0.0,0.0,False,False,3,LEFT,greedy,803,1209,854,1330,3019,1177,0.7194947569113441,1,2098,2,2,363.3551640820017,181.67758204100085,2,2,181.67758204100085,363.3551640820017,181.67758204100085,363.3551640820017,69.27648504899936,2216.8475215679796,3,LEFT,False,,
4411,double_dqn,dueling,26,1.0,154,0.0,0.0,0.52515,,,,,,,,,,4412,10000,0.4412,358.52360660914735,358.52360660914735,854,True,9,4000,0.0,0.0,True,False,3,LEFT,greedy,848,1261,882,1421,3120,1292,0.7071622846781505,0,2206,2,2,358.52360660914735,179.26180330457368,2,2,179.26180330457368,358.52360660914735,179.26180330457368,358.52360660914735,69.39690844157113,2220.701070130276,3,LEFT,False,,
4480,double_dqn,dueling,27,3.0,229,0.0,0.0,0.519285,,,,,,,,,,4480,10000,0.448,356.75901981862893,356.75901981862893,871,True,9,4000,0.0,0.0,True,False,3,LEFT,greedy,854,1282,890,1454,3159,1321,0.7051339285714285,1,2240,2,2,356.75901981862893,178.37950990931446,2,2,178.37950990931446,356.75901981862893,178.37950990931446,356.75901981862893,69.3609612192022,2219.5507590144703,3,LEFT,False,,
4595,double_dqn,dueling,27,,,0.0,0.0,0.5095100000000001,3.336783265694976e-05,0.11445319652557373,0.13373179733753204,0.10478409379720688,0.11383840441703796,0.11869730055332184,0.006842965260148048,0.016010858118534088,0.004553538281470537,4596,10000,0.4596,354.1631344743058,354.1631344743058,900,True,10,4500,0.0,0.0,False,False,3,LEFT,greedy,877,1306,902,1511,3222,1374,0.7010443864229765,0,2298,2,2,354.1631344743058,177.0815672371529,2,2,177.0815672371529,354.1631344743058,177.0815672371529,354.1631344743058,69.3530942182061,2219.299014982595,3,LEFT,False,,
4596,double_dqn,dueling,27,,,1.0,1.0,0.509425,3.336783265694976e-05,0.11445319652557373,0.13373179733753204,0.10478409379720688,0.11383840441703796,0.11869730055332184,0.006842965260148048,0.016010858118534088,0.004553538281470537,4596,10000,0.4596,354.16094570920757,354.16094570920757,900,True,10,4500,0.0,0.0,False,False,2,RIGHT,random,877,1306,902,1511,3222,1374,0.7010443864229765,1,2298,2,2,354.16094570920757,177.08047285460378,2,2,177.08047285460378,354.16094570920757,177.08047285460378,354.16094570920757,69.35266560885266,2219.285299483285,2,RIGHT,False,,
4659,double_dqn,dueling,28,0.0,124,0.0,0.0,0.50407,,,,,,,,,,4660,10000,0.466,353.7272045760223,353.7272045760223,916,True,10,4500,0.0,0.0,True,False,2,RIGHT,random,886,1313,911,1550,3252,1408,0.6978540772532189,0,2330,2,2,353.7272045760223,176.86360228801115,2,2,176.86360228801115,353.7272045760223,176.86360228801115,353.7272045760223,69.5309269080765,2224.989661058448,2,RIGHT,False,,
4995,double_dqn,dueling,28,,,2.0,2.0,0.47551000000000004,9.6420599220437e-06,0.09849731624126434,0.1071915403008461,0.09196201711893082,0.09860965609550476,0.10031602531671524,0.0038621029816567898,0.008429788053035736,0.0025762750301510096,4996,10000,0.4996,350.40125502184344,350.40125502184344,1000,True,10,4500,0.0,0.0,False,False,2,RIGHT,greedy,929,1367,1101,1599,3407,1589,0.6819455564451561,0,2498,2,2,350.40125502184344,175.20062751092172,2,2,175.20062751092172,350.40125502184344,175.20062751092172,350.40125502184344,70.13636009244264,2244.3635229581646,2,RIGHT,False,,
4996,double_dqn,dueling,28,,,5.0,5.0,0.47542500000000004,9.6420599220437e-06,0.09849731624126434,0.1071915403008461,0.09196201711893082,0.09860965609550476,0.10031602531671524,0.0038621029816567898,0.008429788053035736,0.0025762750301510096,4996,10000,0.4996,350.3992668502427,350.3992668502427,1000,True,10,4500,0.0,0.0,False,False,2,RIGHT,greedy,929,1367,1101,1599,3407,1589,0.6819455564451561,1,2498,2,2,350.3992668502427,175.19963342512136,2,2,175.19963342512136,350.3992668502427,175.19963342512136,350.3992668502427,70.13596213976035,2244.3507884723313,2,RIGHT,False,,
5000,double_dqn,dueling,28,,,5.0,5.0,0.47508500000000004,,,,,,,,,,5000,10000,0.5,350.39816303838484,350.39816303838484,1001,True,11,5000,0.0,0.0,False,False,2,RIGHT,greedy,929,1368,1104,1599,3409,1591,0.6818,1,2500,2,2,350.39816303838484,175.19908151919242,2,2,175.19908151919242,350.39816303838484,175.19908151919242,350.39816303838484,70.14971224028464,2244.7907916891086,2,RIGHT,False,,
5055,double_dqn,dueling,29,2.0,198,0.0,0.0,0.47041000000000005,,,,,,,,,,5056,10000,0.5056,349.17264280924854,349.17264280924854,1015,True,11,5000,0.0,0.0,True,False,2,RIGHT,random,941,1384,1129,1602,3438,1618,0.6799841772151899,0,2528,2,2,349.17264280924854,174.58632140462427,2,2,174.58632140462427,349.17264280924854,174.58632140462427,349.17264280924854,70.09696053231552,2243.1027370340967,2,RIGHT,False,,
5092,double_dqn,dueling,30,5.0,306,0.0,0.0,0.46726500000000004,,,,,,,,,,5092,10000,0.5092,348.7108112684772,348.7108112684772,1024,True,11,5000,0.0,0.0,True,False,1,FIRE,greedy,946,1412,1130,1604,3451,1641,0.6777297721916732,1,2546,2,2,348.7108112684772,174.3554056342386,2,2,174.3554056342386,348.7108112684772,174.3554056342386,348.7108112684772,70.12566196758065,2244.021182962581,1,FIRE,False,,
5391,double_dqn,dueling,31,1.0,168,0.0,0.0,0.44185,,,,,,,,,,5392,10000,0.5392,346.60147164634367,346.60147164634367,1099,True,11,5000,0.0,0.0,True,False,0,NOOP,random,1021,1482,1201,1688,3591,1801,0.665986646884273,0,2696,2,2,346.60147164634367,173.30073582317183,2,2,173.30073582317183,346.60147164634367,173.30073582317183,346.60147164634367,70.64447650951998,2260.623248304639,0,NOOP,False,,
5395,double_dqn,dueling,31,,,0.0,0.0,0.44151000000000007,1.772378891473636e-05,0.1019926518201828,0.11097899824380875,0.09464510530233383,0.09786997735500336,0.10145598649978638,0.0045380545780062675,0.011986076831817627,0.005407105199992657,5396,10000,0.5396,346.3625697433809,346.3625697433809,1100,True,11,5000,0.0,0.0,False,False,1,FIRE,fire_reset,1021,1486,1201,1688,3592,1804,0.6656782802075611,0,2698,2,2,346.3625697433809,173.18128487169045,2,2,173.18128487169045,346.3625697433809,173.18128487169045,346.3625697433809,70.60764023679002,2259.4444875772806,0,NOOP,True,initial_serve,
5396,double_dqn,dueling,31,,,1.0,1.0,0.44142500000000007,1.772378891473636e-05,0.1019926518201828,0.11097899824380875,0.09464510530233383,0.09786997735500336,0.10145598649978638,0.0045380545780062675,0.011986076831817627,0.005407105199992657,5396,10000,0.5396,346.36042653463943,346.36042653463943,1100,True,11,5000,0.0,0.0,False,False,1,FIRE,greedy,1021,1486,1201,1688,3592,1804,0.6656782802075611,1,2698,2,2,346.36042653463943,173.18021326731971,2,2,173.18021326731971,346.36042653463943,173.18021326731971,346.36042653463943,70.60720333359959,2259.4305066751867,1,FIRE,False,,
5432,double_dqn,dueling,32,1.0,170,0.0,0.0,0.438365,,,,,,,,,,5432,10000,0.5432,345.810648817317,345.810648817317,1109,True,11,5000,0.0,0.0,True,False,2,RIGHT,random,1025,1509,1206,1692,3608,1824,0.6642120765832106,1,2716,2,2,345.810648817317,172.9053244086585,2,2,172.9053244086585,345.810648817317,172.9053244086585,345.810648817317,70.60088540839553,2259.228333068657,2,RIGHT,False,,
