schema_version,policy_type,action_distribution_semantics,evaluation_seed,seed_index,episode_index,episode_seed,episode_return,episode_length,terminated,truncated,time_limit,time_limit_source,complete,stop_reason,action_noop,action_fire,action_right,action_left,action_distribution_json,requested_action_noop,requested_action_fire,requested_action_right,requested_action_left,executed_action_noop,executed_action_fire,executed_action_right,executed_action_left,requested_action_distribution_json,executed_action_distribution_json,auto_fire_count,auto_fire_reason_counts_json
2,dqn,executed/wrapper-resolved action,101,0,1,101,18.0,656,True,False,False,,True,terminated,136,149,167,204,"{""FIRE"": 149, ""LEFT"": 204, ""NOOP"": 136, ""RIGHT"": 167}",137,142,168,209,136,149,167,204,"{""FIRE"": 142, ""LEFT"": 209, ""NOOP"": 137, ""RIGHT"": 168}","{""FIRE"": 149, ""LEFT"": 204, ""NOOP"": 136, ""RIGHT"": 167}",11,"{""after_life_loss"": 8, ""initial_serve"": 3}"
2,dqn,executed/wrapper-resolved action,101,0,2,102,46.0,1204,True,False,False,,True,terminated,278,179,337,410,"{""FIRE"": 179, ""LEFT"": 410, ""NOOP"": 278, ""RIGHT"": 337}",278,173,337,416,278,179,337,410,"{""FIRE"": 173, ""LEFT"": 416, ""NOOP"": 278, ""RIGHT"": 337}","{""FIRE"": 179, ""LEFT"": 410, ""NOOP"": 278, ""RIGHT"": 337}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,3,103,36.0,1144,True,False,False,,True,terminated,178,113,391,462,"{""FIRE"": 113, ""LEFT"": 462, ""NOOP"": 178, ""RIGHT"": 391}",178,105,393,468,178,113,391,462,"{""FIRE"": 105, ""LEFT"": 468, ""NOOP"": 178, ""RIGHT"": 393}","{""FIRE"": 113, ""LEFT"": 462, ""NOOP"": 178, ""RIGHT"": 391}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,4,104,31.0,1003,True,False,False,,True,terminated,98,104,335,466,"{""FIRE"": 104, ""LEFT"": 466, ""NOOP"": 98, ""RIGHT"": 335}",99,96,337,471,98,104,335,466,"{""FIRE"": 96, ""LEFT"": 471, ""NOOP"": 99, ""RIGHT"": 337}","{""FIRE"": 104, ""LEFT"": 466, ""NOOP"": 98, ""RIGHT"": 335}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,101,0,5,105,61.0,1515,True,False,False,,True,terminated,257,256,412,590,"{""FIRE"": 256, ""LEFT"": 590, ""NOOP"": 257, ""RIGHT"": 412}",257,249,414,595,257,256,412,590,"{""FIRE"": 249, ""LEFT"": 595, ""NOOP"": 257, ""RIGHT"": 414}","{""FIRE"": 256, ""LEFT"": 590, ""NOOP"": 257, ""RIGHT"": 412}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,1,202,54.0,1431,True,False,False,,True,terminated,302,214,407,508,"{""FIRE"": 214, ""LEFT"": 508, ""NOOP"": 302, ""RIGHT"": 407}",303,207,410,511,302,214,407,508,"{""FIRE"": 207, ""LEFT"": 511, ""NOOP"": 303, ""RIGHT"": 410}","{""FIRE"": 214, ""LEFT"": 508, ""NOOP"": 302, ""RIGHT"": 407}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,2,203,23.0,749,True,False,False,,True,terminated,52,191,197,309,"{""FIRE"": 191, ""LEFT"": 309, ""NOOP"": 52, ""RIGHT"": 197}",52,184,198,315,52,191,197,309,"{""FIRE"": 184, ""LEFT"": 315, ""NOOP"": 52, ""RIGHT"": 198}","{""FIRE"": 191, ""LEFT"": 309, ""NOOP"": 52, ""RIGHT"": 197}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,3,204,30.0,959,True,False,False,,True,terminated,149,134,279,397,"{""FIRE"": 134, ""LEFT"": 397, ""NOOP"": 149, ""RIGHT"": 279}",149,126,282,402,149,134,279,397,"{""FIRE"": 126, ""LEFT"": 402, ""NOOP"": 149, ""RIGHT"": 282}","{""FIRE"": 134, ""LEFT"": 397, ""NOOP"": 149, ""RIGHT"": 279}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,4,205,37.0,1066,True,False,False,,True,terminated,149,204,288,425,"{""FIRE"": 204, ""LEFT"": 425, ""NOOP"": 149, ""RIGHT"": 288}",149,196,290,431,149,204,288,425,"{""FIRE"": 196, ""LEFT"": 431, ""NOOP"": 149, ""RIGHT"": 290}","{""FIRE"": 204, ""LEFT"": 425, ""NOOP"": 149, ""RIGHT"": 288}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
2,dqn,executed/wrapper-resolved action,202,1,5,206,27.0,888,True,False,False,,True,terminated,133,147,257,351,"{""FIRE"": 147, ""LEFT"": 351, ""NOOP"": 133, ""RIGHT"": 257}",133,140,259,356,133,147,257,351,"{""FIRE"": 140, ""LEFT"": 356, ""NOOP"": 133, ""RIGHT"": 259}","{""FIRE"": 147, ""LEFT"": 351, ""NOOP"": 133, ""RIGHT"": 257}",10,"{""after_life_loss"": 8, ""initial_serve"": 2}"
