global_step,algorithm,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,q_min,target_mean,target_max,td_error_mean_abs,td_error_max_abs,gradient_norm,replay_size,replay_capacity,replay_occupancy,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action,action_name,action_source,noop_count,fire_count,right_count,left_count,random_decision_count,greedy_decision_count,random_decision_ratio,environment_index,vector_iteration,num_envs,transition_batch_size,environment_transitions_per_second,vector_iterations_per_second,action_inference_batch_size,replay_insert_batch_size,action_inference_batches_per_second,replay_insertion_calls_per_second,requested_action,requested_action_name,action_overridden,fire_reset_reason,fire_reset_auto_count
100400,dqn,439,3.0,254,0.0,0.0,0.05,,,,,,,,,,400,10000,0.04,535.679251320696,535.679251320696,24751,False,201,100000,0.0,0.0,3,LEFT,greedy,19701,30277,28127,22295,9354,91046,0.09316733067729084,1,50200,2,2,535.679251320696,67227.74604074736,2,2,,,3,LEFT,False,,
100575,dqn,440,6.0,355,0.0,0.0,0.05,,,,,,,,,,576,10000,0.0576,584.142064208857,584.142064208857,24751,False,202,100500,0.0,0.0,3,LEFT,greedy,19733,30344,28139,22360,9359,91217,0.09305400890868597,0,50288,2,2,584.142064208857,50998.84743912327,2,2,,,3,LEFT,False,,
100973,dqn,441,2.0,199,0.0,0.0,0.05,,,,,,,,,,974,10000,0.0974,645.979108323775,645.979108323775,24751,False,202,100500,0.0,0.0,2,RIGHT,greedy,19830,30447,28194,22503,9379,91595,0.09288529720522115,0,50487,2,2,645.979108323775,33484.13474532076,2,2,,,2,RIGHT,False,,
101104,dqn,442,6.0,352,0.0,0.0,0.05,,,,,,,,,,1104,10000,0.1104,534.8438667648245,534.8438667648245,24777,True,203,101000,0.0,0.0,3,LEFT,random,19853,30476,28203,22572,9387,91717,0.09284499129609115,1,50552,2,2,534.8438667648245,24490.423145557434,2,2,,,3,LEFT,False,,
101195,dqn,442,,,2.0,2.0,0.05,0.002741437405347824,1.5478618144989014,2.500739574432373,0.5032068490982056,1.569911241531372,2.5034821033477783,0.04657606780529022,0.2959582805633545,0.114674873650074,1196,10000,0.1196,521.5559374034264,521.5559374034264,24800,True,203,101000,0.0,0.0,1,FIRE,greedy,19856,30507,28218,22615,9391,91805,0.09280011067631132,0,50598,2,2,521.5559374034264,22064.95595379479,2,2,,,1,FIRE,False,,
101196,dqn,442,,,1.0,1.0,0.05,0.002741437405347824,1.5478618144989014,2.500739574432373,0.5032068490982056,1.569911241531372,2.5034821033477783,0.04657606780529022,0.2959582805633545,0.114674873650074,1196,10000,0.1196,521.5424959594685,521.5424959594685,24800,True,203,101000,0.0,0.0,2,RIGHT,greedy,19856,30507,28218,22615,9391,91805,0.09280011067631132,1,50598,2,2,521.5424959594685,22064.38729979698,2,2,,,2,RIGHT,False,,
101595,dqn,442,,,5.0,5.0,0.05,0.004379664082080126,1.4330435991287231,2.5839428901672363,0.3801920711994171,1.482987642288208,2.61177134513855,0.06108362227678299,0.3301602602005005,0.29308828711509705,1596,10000,0.1596,493.6399930496678,493.6399930496678,24900,True,204,101500,0.0,0.0,0,NOOP,greedy,19901,30566,28363,22766,9409,92187,0.09261191385487617,0,50798,2,2,493.6399930496678,15711.732059484351,2,2,,,0,NOOP,False,,
101596,dqn,442,,,4.0,4.0,0.05,0.004379664082080126,1.4330435991287231,2.5839428901672363,0.3801920711994171,1.482987642288208,2.61177134513855,0.06108362227678299,0.3301602602005005,0.29308828711509705,1596,10000,0.1596,493.6317331186491,493.6317331186491,24900,True,204,101500,0.0,0.0,2,RIGHT,greedy,19901,30566,28363,22766,9409,92187,0.09261191385487617,1,50798,2,2,493.6317331186491,15711.469159750086,2,2,,,2,RIGHT,False,,
101624,dqn,443,4.0,260,0.0,0.0,0.05,,,,,,,,,,1624,10000,0.1624,491.39989664979214,491.39989664979214,24907,True,204,101500,0.0,0.0,3,LEFT,greedy,19907,30567,28368,22782,9410,92214,0.09259623710934425,1,50812,2,2,491.39989664979214,15375.007111187953,2,2,,,3,LEFT,False,,
101777,dqn,444,8.0,402,0.0,0.0,0.05,,,,,,,,,,1778,10000,0.1778,483.01514462076784,483.01514462076784,24945,False,204,101500,0.0,0.0,2,RIGHT,greedy,19938,30612,28396,22832,9414,92364,0.0924954312326829,0,50889,2,2,483.01514462076784,13824.610626887657,2,2,,,2,RIGHT,False,,
101995,dqn,444,,,1.0,1.0,0.05,0.004321001470088959,1.4942412376403809,2.713099241256714,0.3581449091434479,1.5146369934082031,2.805713415145874,0.06609928607940674,0.2410358190536499,0.18050463497638702,1996,10000,0.1996,470.6020044248965,470.6020044248965,25000,True,204,101500,0.0,0.0,1,FIRE,greedy,19969,30690,28434,22903,9426,92570,0.09241538883877799,0,50998,2,2,470.6020044248965,12023.928367565566,2,2,,,1,FIRE,False,,
